"sim","agg_loss","claim_count"
2175,71849622.28,841
2176,71980559.61,856
2177,81383027.92,932
2178,75513738.35,871
2179,71005869.82,879
2180,74427642.01,907
2181,72797054.67,874
2182,72849447.3,850
2183,72881902.76,865
2184,68294655.39,850
2185,71125559.74,882
2186,73185017.98,888
2187,71083855.27,879
2188,76212488.81,911
2189,71430634.16,885
2190,74524886.17,937
2191,74747440.37,930
2192,72905188.68,899
2193,67236797.7,840
2194,67526425.14,859
2195,71775476.06,882
2196,74706811.78,889
2197,70406713.08,855
2198,79144362.64,936
2199,73993658.6,882
2200,72227499.84,879
2201,70730231.03,879
2202,68019908.05,816
2203,74894526.26,922
2204,68868535.33,847
2205,69588416.72,836
2206,68381854.96,871
2207,70118404.62,852
2208,69621462.02,854
2209,76028067.54,945
2210,74241115.1,904
2211,72155135.49,883
2212,69596043.95,855
2213,72423044.2,892
2214,69084546.38,843
2215,70965226.22,881
2216,70130978.55,851
2217,67870628.32,876
2218,68702186.27,824
2219,71284854.11,895
2220,73844072.36,847
2221,75738190.42,907
2222,65090957.17,824
2223,71658026.18,888
2224,67975242.5,838
2225,69266121.53,887
2226,68493470.13,827
2227,72381620.1,900
2228,76084982.35,887
2229,68865094.44,842
2230,72006413.5,887
2231,75534028.5,891
2232,72051370.73,828
2233,69196461.12,858
2234,67135830.75,849
2235,71830281.15,871
2236,71438355.78,872
2237,67118362.85,835
2238,67211513.53,845
2239,70703675.28,897
2240,68213216.21,860
2241,69727351.88,855
2242,73029819.83,896
2243,70133556.27,871
2244,78775667.84,936
2245,72052630.71,898
2246,71004155.08,872
2247,71460915.08,910
2248,75825983,888
2249,70619736.82,874
2250,72783528.11,879
2251,68237678.76,820
2252,72169504.32,872
2253,70230959.8,878
2254,72467823.72,878
2255,66935673.1,825
2256,71336405.37,900
2257,70483787.63,857
2258,75988070.1,893
2259,64846776.04,803
2260,71562475.48,851
2261,76489289.34,906
2262,68159439.74,841
2263,76258810.2,918
2264,71909871.3,876
2265,68014570.63,879
2266,71887797.57,843
2267,65412170.58,805
2268,68724525.6,861
2269,66721638.65,820
2270,72590891.7,898
2271,76855343.92,918
2272,70139655.38,885
2273,69637051.12,848
2274,77612850.65,918
2275,68947785.35,868
2276,73609908.57,900
2277,65488262.08,837
2278,70035465.53,867
2279,71086010.1,884
2280,68949395.29,841
2281,73021739.5,876
2282,77204741.75,939
2283,64957410.4,857
2284,68024429.13,852
2285,68316104.23,873
2286,68861034.65,856
2287,73547237.14,916
2288,71021597.71,862
2289,73591620.53,864
2290,76455514.48,916
2291,67808815.12,864
2292,65913908.11,821
2293,73929557.51,911
2294,68156177.72,858
2295,67107722.28,808
2296,71023554.4,878
2297,66463582.78,840
2298,70067895.37,890
2299,65721921.67,859
2300,66349332.35,864
2301,75211894.83,891
2302,73231237.97,909
2303,74528071.29,903
2304,74832604.45,874
2305,78563401.77,917
2306,74965158.22,875
2307,62416213.84,787
2308,71060815.51,857
2309,74238485.94,901
2310,66417388.13,836
2311,69393464.83,809
2312,72610242.22,873
2313,73396155.6,872
2314,79821239.26,893
2315,71170965.53,888
2316,63881930.45,834
2317,71123209.39,879
2318,75286036.81,894
2319,73971052.92,858
2320,68127684.96,830
2321,74203403.16,922
2322,70142758.42,858
2323,68554512.27,857
2324,68674994.27,877
2325,71790469.66,873
2326,72839333.11,872
2327,67137983.06,862
2328,73703432.59,883
2329,69872467.6,846
2330,69350574.47,858
2331,69555292.03,832
2332,68088654.02,843
2333,75763545.21,880
2334,70167567.73,861
2335,73551046.87,891
2336,68605035.66,869
2337,70899039.55,874
2338,75421914.35,902
2339,69353284.39,861
2340,68489718.31,847
2341,75234059.23,926
2342,76276922.98,895
2343,70979346.17,890
2344,65126764.37,838
2345,73235775.38,897
2346,72517613.3,857
2347,64608776.9,824
2348,66899074.97,825
2349,70923038.41,879
2350,71574077.4,845
2351,71306094.19,870
2352,74878797.43,916
2353,70687952.48,884
2354,68151340.66,848
2355,72023997.03,863
2356,68203457.15,829
2357,71187857.69,897
2358,71217795.25,841
2359,69974239.55,863
2360,72137312.23,886
2361,72489613.47,895
2362,73728320.7,892
2363,72553444.35,883
2364,72963498.44,921
2365,74752409.46,884
2366,73825282.11,870
2367,70050977.27,847
2368,79769772.13,921
2369,72574668.67,861
2370,69551784.15,825
2371,70464893.49,865
2372,69830800.01,834
2373,72223534.23,865
2374,69928420.56,859
2375,68953438.36,891
2376,75328588.38,873
2377,70502037.69,893
2378,69466631.81,834
2379,71079531.39,869
2380,71385037.61,882
2381,68256829.52,826
2382,74091297.66,887
2383,78173566.97,922
2384,71557660.85,880
2385,68117162.27,843
2386,68776124.74,858
2387,68139789.95,858
2388,70727243.2,872
2389,72895416.29,885
2390,70561438.22,877
2391,70378387.07,870
2392,72630751.18,902
2393,68624225.02,869
2394,75865389.73,902
2395,71692717.89,908
2396,72872485.53,856
2397,70674575.38,851
2398,72687860.08,892
2399,73247862.35,907
2400,70955563.11,878
2401,76892546.08,908
2402,71449449.43,881
2403,70507428.85,866
2404,82402820.53,916
2405,75893368.99,883
2406,68787746.1,864
2407,74225761.48,878
2408,69686327.88,826
2409,69434162.91,831
2410,69980905.57,895
2411,71882042.87,896
2412,72706353,876
2413,69284516.45,840
2414,70849743.67,896
2415,68598098.13,849
2416,74240507.36,893
2417,76268023.34,892
2418,69192601.33,855
2419,72062331.92,895
2420,71241831.02,881
2421,72728569.54,888
2422,67339974.06,852
2423,71816617.27,869
2424,67846967.09,833
2425,75277670.13,895
2426,75736256.12,879
2427,72408061.81,886
2428,69241604.27,872
2429,68489024.64,847
2430,66874059.63,837
2431,72791839.61,880
2432,68667105.95,876
2433,68926645.66,883
2434,69777819.12,863
2435,78787862.02,917
2436,69575951.53,846
2437,74044613.4,891
2438,66771247.46,826
2439,70890462.27,875
2440,72187097.92,904
2441,73648418.34,913
2442,73906665.23,909
2443,73332361.86,876
2444,71105145.98,889
2445,71065966.14,872
2446,69474395.52,875
2447,65562497.26,838
2448,72144173.82,862
2449,70359758.22,853
2450,72572546.71,904
2451,71499757.3,877
2452,68012606.29,861
2453,67025102.24,830
2454,76730460.17,906
2455,69897142.32,853
2456,73029334.32,915
2457,66397699.28,842
2458,71425226.51,824
2459,79830758.69,862
2460,71447982.81,881
2461,72016778.35,868
2462,76221327.76,876
2463,67595334.48,855
2464,67293287.59,822
2465,69154101.97,856
2466,75146824.14,864
2467,68869956.87,877
2468,77379817.23,960
2469,72018271.05,859
2470,75109567.04,877
2471,72226753.57,858
2472,67541771.89,851
2473,72757641.49,878
2474,70750569.97,886
2475,73881038.01,926
2476,73890747.03,904
2477,68725056.04,833
2478,68362873.73,869
2479,82420903.57,908
2480,72393446.83,837
2481,73385043.49,866
2482,72564413.49,900
2483,72905011.44,880
2484,70913202.15,865
2485,65748187.13,808
2486,72584345,887
2487,72868397.04,897
2488,68635823.11,861
2489,71188825.6,903
2490,70753789.62,883
2491,68733426.1,835
2492,75206722.43,894
2493,72471833.2,896
2494,69009181.66,853
2495,70991449.33,866
2496,70383290.31,852
2497,67090925.45,823
2498,75877697.05,926
2499,70178110.51,867
2500,70694446.36,866
2501,71410852.56,892
2502,70806471.18,863
2503,69484008.03,859
2504,75704283.7,887
2505,68983200.36,866
2506,69902714.14,894
2507,67456033.12,834
2508,69591327.82,845
2509,68655862.37,861
2510,70528486.43,869
2511,69597885.57,872
2512,76279823.81,926
2513,71714005.37,876
2514,72460933.3,874
2515,72264488.43,875
2516,71737132.83,856
2517,72168265,899
2518,70769760.13,879
2519,71464770.06,874
2520,68197020.37,858
2521,68401800.48,845
2522,72124281.56,884
2523,66769704.66,839
2524,69817231.24,881
2525,72553987.34,903
2526,72161812.85,853
2527,70326294.38,868
2528,71354576.82,898
2529,66667869.38,850
2530,73929302.24,889
2531,67726729.93,872
2532,77381062.31,938
2533,67501790.2,861
2534,74516386,902
2535,70452657.13,868
2536,79364503.17,899
2537,72024846.01,883
2538,72044418.22,873
2539,68774798.68,839
2540,73260028.61,879
2541,67743419.56,845
2542,70474140.83,871
2543,72247990.37,893
2544,69124312.65,830
2545,71973980.3,889
2546,71406611.34,879
2547,79764265.47,934
2548,71592303.4,889
2549,70287019.63,888
2550,68579304.07,834
2551,73337075.08,919
2552,70371986.61,882
2553,74816938.27,910
2554,67819695.22,827
2555,73289148.89,889
2556,69822951.05,869
2557,66234438.47,825
2558,70694656.8,862
2559,76602671.65,951
2560,77576004.92,924
2561,68900336.09,869
2562,70549639.79,887
2563,69688827.85,881
2564,70719694.92,860
2565,71470358.66,878
2566,72390869.62,886
2567,73621218.66,861
2568,69127170.41,838
2569,77334597.17,908
2570,80779107.41,930
2571,72412270.91,880
2572,72959220.94,869
2573,71466123.76,863
2574,75581544.58,884
2575,70479532.85,876
2576,74280970.04,899
2577,76118304.07,937
2578,77398777.97,878
2579,71796293.44,896
2580,73559548.91,870
2581,67736544.52,840
2582,77055918.22,927
2583,69176584.12,860
2584,75009426.55,865
2585,70520213.02,847
2586,75207733.33,926
2587,68692683.31,831
2588,73465605.16,897
2589,76121021.5,877
2590,74314310.59,904
2591,68112495.01,830
2592,71875593.59,857
2593,68339062.67,832
2594,71006398.67,877
2595,69094557.3,841
2596,65225648.86,849
2597,72162368.25,896
2598,70816073.16,889
2599,75575530.61,914
2600,69844291.23,861
2601,78248962.89,902
2602,78748336.27,930
2603,74546600.47,918
2604,69694099.34,875
2605,73901565.92,895
2606,74115701.43,897
2607,68496985.26,857
2608,75441700.69,919
2609,71888708.53,879
2610,72837014.31,887
2611,67837161.88,871
2612,68451894.45,871
2613,74446873.7,945
2614,79528017.23,912
2615,70212295.39,878
2616,67773048.08,802
2617,70057648.79,870
2618,71122262.5,839
2619,71650083.1,856
2620,66826583.91,836
2621,67481957.32,843
2622,78058995.12,883
2623,70238654.45,861
2624,69822589.92,845
2625,78125538.94,881
2626,67586423.11,854
2627,65112622.23,824
2628,67295509.32,865
2629,71051530.76,878
2630,73891140.42,868
2631,73013008.76,896
2632,70455796.13,851
2633,67458153.9,829
2634,68326196.03,837
2635,74185159.25,895
2636,67227715.52,843
2637,70662287.25,887
2638,76078551.78,893
2639,67506865.62,856
2640,74456087.46,893
2641,66013255.56,804
2642,71374657.41,862
2643,69383634.77,853
2644,76344987.24,888
2645,66653005.38,839
2646,70544849.26,889
2647,68340772.58,825
2648,76679285.23,905
2649,77094223.15,933
2650,74770871.67,902
2651,61049159.82,791
2652,75369268.75,936
2653,72682168.92,886
2654,70731870.08,896
2655,68575198,878
2656,71557787.78,887
2657,68784380.18,848
2658,69802716.51,865
2659,69699755.49,888
2660,71708838.98,870
2661,70939751.12,876
2662,75939464.8,871
2663,68286064.93,858
2664,80513044.29,925
2665,71904028.77,868
2666,71741192.09,889
2667,74384383.58,914
2668,74564704.46,935
2669,74310645.85,901
2670,69344257.93,854
2671,74692202.34,939
2672,71683527.94,863
2673,72049421.67,865
2674,71797991.35,871
2675,71230493.83,867
2676,70622004.07,848
2677,73573522.88,886
2678,71497064.48,859
2679,76609265.1,915
2680,73325688.01,892
2681,75082438.75,897
2682,66678129.12,871
2683,69981289.35,838
2684,71782631.17,872
2685,75963752.15,943
2686,67996314.36,838
2687,68677734.48,863
2688,73813424.7,874
2689,70230385.23,877
2690,71558595.82,859
2691,72967497.41,925
2692,73875762.36,887
2693,71700218.72,861
2694,68462235.82,864
2695,69305647.6,833
2696,75131492.59,921
2697,69400460.68,855
2698,75353598.14,898
2699,72330806.95,892
2700,63922549.75,816
2701,67927541.65,862
2702,71235760.75,863
2703,68378927.5,854
2704,67993922.16,857
2705,75088049.13,937
2706,75408206.48,917
2707,74188320.41,908
2708,71560919.56,851
2709,72841185.07,905
2710,72615679.89,895
2711,72094041.56,871
2712,69556535.61,868
2713,71658013.27,886
2714,71513538.5,895
2715,70713003.39,859
2716,66357687,859
2717,77941531.07,944
2718,68073322.03,858
2719,70730961.26,858
2720,68044878.93,844
2721,65415775.37,840
2722,73809606.21,922
2723,65997414.48,831
2724,74628383.6,911
2725,69000336.13,859
2726,71394346.15,884
2727,79311534.21,894
2728,71872101.13,880
2729,71424018.19,871
2730,69477373.61,862
2731,72752021.22,858
2732,67050023.49,868
2733,72372818.32,865
2734,71897040.97,885
2735,72013443.58,855
2736,74105613.8,901
2737,72865095.21,874
2738,69517737.98,873
2739,68011932.96,831
2740,70994109.58,848
2741,80589666.67,903
2742,65521702.9,827
2743,66267948.95,823
2744,72683267.12,878
2745,71497064.72,866
2746,68726751.9,851
2747,72059330.55,889
2748,71107816.41,866
2749,69877931.93,846
2750,68154192.62,845
2751,72113188.35,879
2752,69884305.66,847
2753,73777236.32,889
2754,79410889.45,908
2755,73100128.2,890
2756,67216281.12,847
2757,69308761.83,838
2758,68583667.13,840
2759,70728538.22,866
2760,73847829.84,901
2761,72198922.21,871
2762,72737937.9,898
2763,72636207.46,909
2764,70792858,904
2765,75279117.36,938
2766,72089950.37,870
2767,72984597.79,851
2768,76648857.76,936
2769,78419592.83,900
2770,66073020.53,829
2771,72247352.12,880
2772,68550024.27,839
2773,71412993.71,864
2774,75843974.61,925
2775,68623853.02,829
2776,72227489.33,840
2777,75042382.29,895
2778,71202143.29,881
2779,68280175.42,854
2780,75380343.2,906
2781,65187391.91,815
2782,70672225.74,903
2783,75509332.02,917
2784,65190672.8,821
2785,78154592.64,909
2786,69228446.41,862
2787,72107890.04,872
2788,69644047.62,891
2789,74274599.94,907
2790,69749155.42,871
2791,75349976.7,909
2792,71034668.79,870
2793,69996417.84,856
2794,74523180.47,907
2795,71374483.06,864
2796,74975681.38,910
2797,68384914.89,863
2798,68998059.38,874
2799,74969216.7,888
2800,76739374.32,905
2801,75519567.34,903
2802,76770472.24,915
2803,66458567.72,859
2804,74285199.17,905
2805,67451589.55,853
2806,72760922.42,892
2807,70725191.32,851
2808,69833590.93,851
2809,71527053.15,896
2810,70392712.07,882
2811,76347157.58,929
2812,66594409.42,838
2813,66680169.87,856
2814,73699739.37,914
2815,67896521.21,837
2816,76616924.53,912
2817,70987901.08,864
2818,66107505.72,839
2819,70874708.47,861
2820,72986769.6,897
2821,71929829.03,883
2822,72468841.97,880
2823,71834264.07,850
2824,73766853.92,893
2825,65636522.14,823
2826,68838730.62,864
2827,73295493.4,901
2828,73844654.51,896
2829,73853157.68,911
2830,77276523.41,944
2831,67115296.8,832
2832,72285725.38,865
2833,72932963.82,893
2834,77194527.11,924
2835,68140313.94,838
2836,72814919.91,924
2837,70228733.41,870
2838,73698762.66,898
2839,73347921.44,901
2840,68813990.84,857
2841,73311572.68,870
2842,70775925.94,857
2843,72331132.46,859
2844,68483846.08,830
2845,68032345.58,846
2846,75395908.45,909
2847,71834165.65,884
2848,70923587.87,846
2849,71859657.55,887
2850,72775337.58,870
2851,69949491.79,895
2852,72120480.89,918
2853,71308126.85,858
2854,76870990.9,936
2855,68550197.38,862
2856,69181038.19,873
2857,72728822.59,899
2858,74231777.41,901
2859,71730001.5,859
2860,70821753.34,836
2861,73594613.42,907
2862,71799972.63,850
2863,75678874.2,883
2864,69512302.33,893
2865,74325622.06,910
2866,71842891.18,862
2867,72871492.83,859
2868,71442373.15,892
2869,67824663.6,817
2870,73101253.31,915
2871,70723746.14,873
2872,71914461.8,859
2873,72982397.09,895
2874,69648582.27,826
2875,72050198.43,881
2876,73103425.98,931
2877,72382240.5,883
2878,67843297.63,838
2879,72343455.15,881
2880,66761250.62,831
2881,73424027.41,886
2882,71672545,876
2883,76837593.62,930
2884,72812723.93,891
2885,77862740.15,910
2886,74327349.05,893
2887,69060188.93,870
2888,69688010.79,846
2889,73613427.68,897
2890,70236545.13,858
2891,71634460.13,895
2892,72221441.97,789
2893,76290287.37,894
2894,73888325.68,922
2895,74558888.58,884
2896,73205012.27,879
2897,73632776.31,866
2898,75748882.16,872
2899,70270855.01,885
2900,71234594.63,915
2901,65915031.6,842
2902,70244076.07,853
2903,79083844.22,898
2904,67248685.78,837
2905,75008466.06,882
2906,72923272.34,904
2907,68080412.52,843
2908,71825126.19,899
2909,72532261.51,900
2910,71234344.2,902
2911,69063934.04,866
2912,71352014.48,851
2913,68216513.73,868
2914,66975523.86,822
2915,71945054.09,851
2916,70957654.11,866
2917,76825925.98,923
2918,72636732.4,880
2919,70754476.5,873
2920,69696291.87,829
2921,73289764.58,921
2922,68917254.12,844
2923,73757907.03,876
2924,74244115.55,889
2925,76281794.97,861
2926,70576523.58,866
2927,76107487.64,927
2928,71268191.43,842
2929,76876678.32,924
2930,72133029.87,868
2931,72649397.95,916
2932,77660931,903
2933,75996577.89,923
2934,71308466.3,849
2935,73828584.43,875
2936,64558472.35,801
2937,72698971.39,918
2938,73190732.56,915
2939,69576250.1,872
2940,70444662.25,830
2941,68371236.82,832
2942,69818171.96,840
2943,66319765.15,842
2944,72330655.66,910
2945,68633163.59,877
2946,71183659.84,860
2947,72855993.92,897
2948,76333381.34,911
2949,71364856.59,864
2950,70411810.94,895
2951,72142277.86,892
2952,73782524.9,896
2953,67077795.02,839
2954,65767412.8,816
2955,73461148.57,862
2956,70917440.18,876
2957,69961382.93,851
2958,70004495.05,837
2959,83035767.95,942
2960,69537320.38,873
2961,71329804.41,893
2962,72202364.64,857
2963,74732799.65,912
2964,68905201.83,851
2965,71638342.82,877
2966,74452617.91,874
2967,67520444.74,839
2968,69758845.28,883
2969,76075657.19,886
2970,71188378.52,877
2971,72538572.1,927
2972,78637249.64,916
2973,69874045.48,882
2974,71373374.59,879
2975,67083420.44,834
2976,71727696.47,863
2977,74922373.98,924
2978,69541683.43,881
2979,78908926.31,907
2980,72949713.22,877
2981,69947355.02,881
2982,72944829.14,864
2983,66649247.96,803
2984,72273166.65,915
2985,70148921.61,845
2986,71365039.9,853
2987,72321587.76,888
2988,65292365.31,838
2989,78713103.69,916
2990,70089804.32,903
2991,68909043.69,844
2992,70745091.35,859
2993,70727369.21,899
2994,66206170.82,837
2995,70020526.09,871
2996,69652269.43,886
2997,69819194.99,861
2998,70510715.17,890
2999,70548666.7,829
3000,75115170.97,892
3001,70714844.9,862
3002,69881269.56,840
3003,71826033.5,902
3004,72094057.17,873
3005,69849503,877
3006,72139851.06,902
3007,73880466.94,915
3008,71741358.41,879
3009,72094628.02,913
3010,68347088.62,816
3011,75281323.94,887
3012,72551483.64,872
3013,74297605.1,906
3014,76917870.29,915
3015,65866177.09,840
3016,75950813.31,868
3017,76288482.82,931
3018,72055925.07,872
3019,71480905.99,901
3020,69009618.02,867
3021,65575133.34,801
3022,76636094.68,898
3023,71348653.85,872
3024,70164592.47,875
3025,72323517.47,882
3026,71563095.18,874
3027,76617932.9,879
3028,70409239.27,867
3029,69723361.25,851
3030,72849042.91,880
3031,71429761.18,892
3032,73182838.08,914
3033,74670885.01,855
3034,66789923.39,813
3035,74954463.18,926
3036,71284326.97,866
3037,71266220.97,852
3038,72116000.35,907
3039,67139680.42,859
3040,75733046.6,903
3041,69546729.41,851
3042,71699301.8,878
3043,70559503.87,859
3044,73284307.91,882
3045,67026650.44,838
3046,74704466.72,910
3047,70746018.77,863
3048,74775586.31,868
3049,73915305.69,905
3050,74957396.05,906
3051,72074515.9,884
3052,66215407.5,799
3053,69110811.06,885
3054,68935640.36,846
3055,70316905.32,869
3056,76847081.67,903
3057,71892479.76,891
3058,77388383.56,904
3059,74575456.35,928
3060,71619464.82,883
3061,71164569.41,889
3062,68432259.55,844
3063,77493055.8,874
3064,72211134.47,857
3065,76633659.33,902
3066,69388781.46,858
3067,74054367.67,920
3068,73754971.75,897
3069,72935406.33,885
3070,70848169.27,882
3071,70485610.59,834
3072,77488999.15,914
3073,74498333.34,871
3074,72343924.93,876
3075,70235171.63,910
3076,73091065.52,905
3077,70346389.15,862
3078,68297904.15,868
3079,75968680.52,911
3080,72432289.47,882
3081,70244891.64,889
3082,61933539.96,798
3083,71244072.41,882
3084,68643099.75,840
3085,65144501.91,847
3086,68230573.4,852
3087,71586288.06,916
3088,67496265.02,865
3089,70304427.11,867
3090,71511833.9,874
3091,77917160.63,894
3092,69959396.77,851
3093,65953041.2,820
3094,73545212.62,913
3095,73343235.6,920
3096,67017646.67,849
3097,70633964.29,891
3098,70102023.01,869
3099,74294944.47,915
3100,70421879.74,868
3101,68531443.13,848
3102,68814399.94,855
3103,71531139.59,888
3104,70824373.65,861
3105,67360367.97,845
3106,70447591.9,863
3107,64289119.46,840
3108,74457487.22,919
3109,67915706.89,857
3110,71130828.48,863
3111,73038157.91,912
3112,71671528.96,874
3113,72465939.5,879
3114,65663999.3,858
3115,66996097.73,836
3116,70248419.42,897
3117,69860514.36,869
3118,73174936.16,900
3119,68549708.66,846
3120,76993763.79,859
3121,73279833.28,872
3122,69939808.32,873
3123,80736318.79,943
3124,69906199.76,877
3125,65207725.09,835
3126,69780399.64,864
3127,70462697.09,870
3128,68691388.59,856
3129,72433010.16,869
3130,73896303.13,905
3131,70319754.51,895
3132,72174709.45,877
3133,67975781,841
3134,72789432.41,906
3135,72173090.29,887
3136,69874800.33,882
3137,73821833.4,903
3138,74523820.27,894
3139,68858626.09,841
3140,68811279.38,833
3141,70551526.03,866
3142,73195391.51,912
3143,73355901.15,910
3144,69067669.87,850
3145,73874765.82,913
3146,69914525.69,845
3147,68254612.54,849
3148,69646454.53,883
3149,72883494.13,878
3150,71721269,864
3151,72940981.76,920
3152,72261490.34,875
3153,69918714.32,877
3154,75113271.41,898
3155,73664420.54,882
3156,79008283.21,917
3157,68853392.02,856
3158,68089551.77,841
3159,73316888.63,892
3160,73678784.89,906
3161,70594406.76,906
3162,68135970.17,833
3163,69145774.85,866
3164,70222766.69,888
3165,70654261.88,862
3166,76057301.46,896
3167,70027673.92,867
3168,67617443.91,874
3169,70070040.19,866
3170,67873785.48,836
3171,67650455.08,852
3172,73400106.52,910
3173,71236878.61,864
3174,61715069.77,812
3175,77086666.33,901
3176,72527362.9,879
3177,69070110.17,833
3178,76170338.78,915
3179,67188747.01,841
3180,74862081.5,861
3181,76019322.33,924
3182,70562406.48,875
3183,68624065.37,836
3184,69134328.46,870
3185,75627404.08,917
3186,74295902.16,882
3187,71775333.85,877
3188,70235696.93,872
3189,74347675.47,925
3190,70614571.39,877
3191,71813927.49,871
3192,76101706.39,910
3193,75715250.04,929
3194,71518797.09,872
3195,66582032.68,834
3196,75011324.19,843
3197,71433335.42,898
3198,74985595.05,926
3199,71142402.36,867
3200,70844759.13,899
3201,69235154.91,862
3202,69195713.18,850
3203,66949565.23,848
3204,68669291.39,867
3205,70644307.61,866
3206,74521479.14,912
3207,71467084.92,895
3208,74326581.42,881
3209,74407516.97,894
3210,70585555.31,838
3211,66354915.8,840
3212,68184898.69,861
3213,70563475.66,863
3214,70920970.37,872
3215,68297139.12,842
3216,72890781.93,914
3217,71192980.86,888
3218,68986816.73,871
3219,74902469.51,900
3220,70899111.9,874
3221,71025764.15,886
3222,70323925.89,857
3223,74934730.49,884
3224,74832331.14,892
3225,76938040.44,900
3226,75753324.72,920
3227,71563175.06,872
3228,64550539.33,803
3229,66984400.95,838
3230,70788909.74,851
3231,72795516,907
3232,67504390.83,864
3233,68679738.08,844
3234,69481536.41,839
3235,67062238.65,827
3236,74725536.32,900
3237,69249045.47,872
3238,71504368.6,851
3239,75458210.48,888
3240,71133116.06,853
3241,66965848.56,844
3242,70485645.35,848
3243,69323288.03,824
3244,76440886.88,885
3245,67531042.25,848
3246,67884822.14,854
3247,71544902.08,900
3248,69661882.79,846
3249,66712049.35,831
3250,75285529.28,875
3251,75513806.49,930
3252,68807246.92,888
3253,72735334.16,887
3254,68644611.2,860
3255,75163767.78,894
3256,69888623.74,904
3257,69469527.75,828
3258,72289395.09,887
3259,81079944.24,920
3260,64016143.13,799
3261,72864936.24,893
3262,72573293.8,873
3263,70643715.16,858
3264,68527477.05,835
3265,72866155.99,882
3266,72445483.52,846
3267,72656437.72,891
3268,74036132.77,906
3269,68498280.21,872
3270,69443368.4,848
3271,74266970.83,910
3272,70550161.26,885
3273,75768262.38,909
3274,69720750.32,883
3275,72548613.95,891
3276,68120573.86,842
3277,74882232.07,934
3278,71837901.83,887
3279,70697179.5,894
3280,72915179.32,879
3281,72767904.99,885
3282,67207317.89,840
3283,75015757.69,911
3284,71344647.71,875
3285,77050716.88,885
3286,75343788.59,920
3287,67843693.6,835
3288,69891198.48,857
3289,70794124.32,872
3290,70119775.49,859
3291,75126544.93,905
3292,76364922.32,927
3293,69835884.47,852
3294,69945911.39,883
3295,77152084.11,866
3296,71617271.92,873
3297,71016435.54,886
3298,72101577.88,864
3299,67453240.86,856
3300,73304683.95,903
3301,70632616.56,849
3302,71097672.36,887
3303,67502233.38,856
3304,70418051.74,840
3305,70669784.47,878
3306,72969738.64,906
3307,68627691.35,844
3308,74663257.76,927
3309,67017442.31,832
3310,69697823.69,848
3311,74202235.49,942
3312,70584697,834
3313,67774568.12,843
3314,72610081.01,883
3315,67369335.2,863
3316,70354455.27,849
3317,68569726.81,893
3318,74086023.17,911
3319,70932349.52,869
3320,68515176.22,830
3321,73268930.76,911
3322,69152151.19,862
3323,76474462.56,897
3324,67526756.06,837
3325,74064668.83,916
3326,73144268,907
3327,68186809.45,812
3328,75907184.48,877
3329,71924903.72,864
3330,73527466.72,840
3331,72926516.16,915
3332,66631876.6,845
3333,73741072.28,889
3334,72229271.1,887
3335,71813950.12,841
3336,68357895.5,865
3337,74687251.77,922
3338,74814691.12,909
3339,73120490.67,903
3340,71838548.86,884
3341,63577873.34,802
3342,77608931.42,911
3343,71566960.88,875
3344,70059467.98,858
3345,75178253.85,904
3346,77939546.59,885
3347,73324518.22,888
3348,68309066.25,823
3349,71265768.2,857
3350,72176378.46,851
3351,77323347.55,946
3352,68541030.77,861
3353,67026868.11,842
3354,71382361.6,875
3355,73446488.78,914
3356,70405812.47,875
3357,66924511.44,821
3358,70878337.55,864
3359,68318279.15,838
3360,71021544.35,885
3361,72222659.37,875
3362,73401994.42,888
3363,74128096.04,858
3364,75147702.69,926
3365,73226360,905
3366,65501358.14,838
3367,68578525.16,881
3368,75716865.05,882
3369,72744527.55,901
3370,73739840.82,917
3371,69264600.9,861
3372,67133885.89,836
3373,70797838.24,828
3374,72469832.41,870
3375,74791543.05,946
3376,75704138.57,871
3377,71968324.27,861
3378,72262071.56,906
3379,73821982.88,874
3380,70444783.02,896
3381,71986819.49,881
3382,70753114.23,873
3383,73625685.73,882
3384,73211393.92,870
3385,69492215.39,829
3386,73310603.64,918
3387,75833462.97,934
3388,72054764.7,897
3389,78263294.21,887
3390,70625834.27,858
3391,76510507.21,927
3392,70670861.62,861
3393,74464931.25,875
3394,67825524.17,858
3395,74578333.48,908
3396,69458607.45,856
3397,68419901.92,841
3398,72093411.92,870
3399,68610428.03,850
3400,72129891.89,860
3401,70479210.51,875
3402,76385643.74,902
3403,69494509.54,863
3404,70516149.94,885
3405,73876233.66,877
3406,71078291.8,878
3407,68954693.36,836
3408,71261219.16,872
3409,74266278.78,931
3410,75491621.59,922
3411,73191548.83,897
3412,68041586.43,825
3413,67995068.03,850
3414,69321098.84,859
3415,72726027.47,888
3416,76336142.35,887
3417,70895600.95,866
3418,75623617.88,852
3419,70677567.11,885
3420,72849926.7,877
3421,72580673.9,885
3422,74183158.88,877
3423,66968241.12,844
3424,72647499.53,895
3425,72855709.88,880
3426,69194835.83,861
3427,72999638.57,895
3428,74712891.61,861
3429,75261056.67,936
3430,67580414.11,868
3431,71708406.56,890
3432,69213784.09,853
3433,69642207.75,864
3434,72254776.98,894
3435,71455620.92,871
3436,69775738.02,846
3437,70875259.27,857
3438,77882439.69,931
3439,69525927.61,863
3440,68196659.61,870
3441,70194928.13,849
3442,70156027.76,891
3443,73644177.73,897
3444,66117289.85,842
3445,73108695.59,894
3446,71485246.28,878
3447,71843303.51,866
3448,66481734.24,831
