"sim","solar_system","claim_count","agg_loss","theta_scenario","theta_used"
4988,"Bayesia System",121,443591857.566999,"theta_1",1
4989,"Bayesia System",1434,6448987694.32461,"theta_1",1
4990,"Bayesia System",2962,13056221112.8976,"theta_1",1
4991,"Bayesia System",1149,5306816703.28757,"theta_1",1
4992,"Bayesia System",666,2782951596.63116,"theta_1",1
4993,"Bayesia System",403,1641005344.60591,"theta_1",1
4994,"Bayesia System",184,774041856.94017,"theta_1",1
4995,"Bayesia System",625,2912864424.85767,"theta_1",1
4996,"Bayesia System",746,3201848215.46523,"theta_1",1
4997,"Bayesia System",5171,22581521511.2394,"theta_1",1
4998,"Bayesia System",75,411273692.04699,"theta_1",1
4999,"Bayesia System",2141,9353480865.7778,"theta_1",1
5000,"Bayesia System",154,774615084.590347,"theta_1",1
5001,"Bayesia System",731,3042926466.40857,"theta_1",1
5002,"Bayesia System",1039,4649778990.24405,"theta_1",1
5003,"Bayesia System",789,3032010205.42169,"theta_1",1
5004,"Bayesia System",1454,6430448098.38959,"theta_1",1
5005,"Bayesia System",823,3333251802.27205,"theta_1",1
5006,"Bayesia System",3118,13886361256.3304,"theta_1",1
5007,"Bayesia System",1521,6859629162.72721,"theta_1",1
5008,"Bayesia System",1517,6667000254.98592,"theta_1",1
5009,"Bayesia System",59,244046409.921028,"theta_1",1
5010,"Bayesia System",648,2815754508.02808,"theta_1",1
5011,"Bayesia System",1095,4919593790.72485,"theta_1",1
5012,"Bayesia System",6,35321652.1329658,"theta_1",1
5013,"Bayesia System",1391,5961636248.11526,"theta_1",1
5014,"Bayesia System",1742,7878025894.4481,"theta_1",1
5015,"Bayesia System",15,45533466.2496209,"theta_1",1
5016,"Bayesia System",466,1962115747.07915,"theta_1",1
5017,"Bayesia System",113,546500041.234283,"theta_1",1
5018,"Bayesia System",847,3516676685.78926,"theta_1",1
5019,"Bayesia System",194,881248899.892298,"theta_1",1
5020,"Bayesia System",2687,11265428998.5388,"theta_1",1
5021,"Bayesia System",3624,15465703637.5977,"theta_1",1
5022,"Bayesia System",68,281170649.362286,"theta_1",1
5023,"Bayesia System",498,2230118598.35915,"theta_1",1
5024,"Bayesia System",88,427612058.107612,"theta_1",1
5025,"Bayesia System",713,3149607809.26826,"theta_1",1
5026,"Bayesia System",5083,22668572669.7015,"theta_1",1
5027,"Bayesia System",347,1510392288.06961,"theta_1",1
5028,"Bayesia System",2538,10919000669.3177,"theta_1",1
5029,"Bayesia System",149,663882115.509898,"theta_1",1
5030,"Bayesia System",247,1074401259.21482,"theta_1",1
5031,"Bayesia System",2288,9930003737.64216,"theta_1",1
5032,"Bayesia System",1221,5542453129.92451,"theta_1",1
5033,"Bayesia System",311,1528300209.26896,"theta_1",1
5034,"Bayesia System",3928,17128461857.3696,"theta_1",1
5035,"Bayesia System",112,532976249.24528,"theta_1",1
5036,"Bayesia System",554,2476962205.28323,"theta_1",1
5037,"Bayesia System",2321,10384491294.7341,"theta_1",1
5038,"Bayesia System",62,216469438.023124,"theta_1",1
5039,"Bayesia System",130,453588493.834665,"theta_1",1
5040,"Bayesia System",290,1268122732.09236,"theta_1",1
5041,"Bayesia System",1670,7287525263.53553,"theta_1",1
5042,"Bayesia System",1215,4980460975.39377,"theta_1",1
5043,"Bayesia System",131,652116003.475147,"theta_1",1
5044,"Bayesia System",3317,13895102448.31,"theta_1",1
5045,"Bayesia System",628,2917910233.7632,"theta_1",1
5046,"Bayesia System",21,95495724.2566279,"theta_1",1
5047,"Bayesia System",39,126591415.659267,"theta_1",1
5048,"Bayesia System",415,2148753080.59954,"theta_1",1
5049,"Bayesia System",180,746478836.953336,"theta_1",1
5050,"Bayesia System",647,2821368280.96457,"theta_1",1
5051,"Bayesia System",296,1389406865.42476,"theta_1",1
5052,"Bayesia System",517,2209481069.416,"theta_1",1
5053,"Bayesia System",182,816624641.564762,"theta_1",1
5054,"Bayesia System",41,191528415.387315,"theta_1",1
5055,"Bayesia System",1086,4722654188.80822,"theta_1",1
5056,"Bayesia System",2508,10818040694.4846,"theta_1",1
5057,"Bayesia System",828,3741570038.80371,"theta_1",1
5058,"Bayesia System",1436,6824621932.36268,"theta_1",1
5059,"Bayesia System",3006,12463050291.0243,"theta_1",1
5060,"Bayesia System",1485,6211881744.15398,"theta_1",1
5061,"Bayesia System",1395,6116811309.53565,"theta_1",1
5062,"Bayesia System",4431,19318992554.5883,"theta_1",1
5063,"Bayesia System",67,322455017.08494,"theta_1",1
5064,"Bayesia System",387,1977407217.34327,"theta_1",1
5065,"Bayesia System",1199,5007425931.29521,"theta_1",1
5066,"Bayesia System",1330,6081123136.37996,"theta_1",1
5067,"Bayesia System",977,4272614070.02782,"theta_1",1
5068,"Bayesia System",82,375962763.171596,"theta_1",1
5069,"Bayesia System",3060,13111617629.0374,"theta_1",1
5070,"Bayesia System",208,843261501.093078,"theta_1",1
5071,"Bayesia System",912,4066091370.54769,"theta_1",1
5072,"Bayesia System",299,1266554999.65298,"theta_1",1
5073,"Bayesia System",647,2738977561.12117,"theta_1",1
5074,"Bayesia System",65,292394496.317132,"theta_1",1
5075,"Bayesia System",251,1218522901.66121,"theta_1",1
5076,"Bayesia System",827,3260664568.86446,"theta_1",1
5077,"Bayesia System",510,1986725522.5814,"theta_1",1
5078,"Bayesia System",2201,9406184685.20246,"theta_1",1
5079,"Bayesia System",3287,13465193227.5161,"theta_1",1
5080,"Bayesia System",338,1291671096.12354,"theta_1",1
5081,"Bayesia System",612,2471901549.1346,"theta_1",1
5082,"Bayesia System",880,3675389894.71785,"theta_1",1
5083,"Bayesia System",259,1012712939.05406,"theta_1",1
5084,"Bayesia System",1339,5592030780.91956,"theta_1",1
5085,"Bayesia System",620,2486131166.53409,"theta_1",1
5086,"Bayesia System",205,794511354.993851,"theta_1",1
5087,"Bayesia System",117,744841645.093537,"theta_1",1
5088,"Bayesia System",216,894638956.805067,"theta_1",1
5089,"Bayesia System",4013,18560131494.7537,"theta_1",1
5090,"Bayesia System",779,4057364728.42241,"theta_1",1
5091,"Bayesia System",549,2434824622.28754,"theta_1",1
5092,"Bayesia System",2840,12850808119.288,"theta_1",1
5093,"Bayesia System",449,1884338821.43956,"theta_1",1
5094,"Bayesia System",1023,4045711372.32304,"theta_1",1
5095,"Bayesia System",513,2446631996.75206,"theta_1",1
5096,"Bayesia System",2562,11129028691.9636,"theta_1",1
5097,"Bayesia System",688,3246067927.66239,"theta_1",1
5098,"Bayesia System",868,4046570142.40759,"theta_1",1
5099,"Bayesia System",148,567622945.982545,"theta_1",1
5100,"Bayesia System",100,415501088.184917,"theta_1",1
5101,"Bayesia System",188,786408040.184384,"theta_1",1
5102,"Bayesia System",980,4304455661.49411,"theta_1",1
5103,"Bayesia System",758,3106458174.97331,"theta_1",1
5104,"Bayesia System",508,2357791444.85628,"theta_1",1
5105,"Bayesia System",1152,4817284786.07848,"theta_1",1
5106,"Bayesia System",1804,8449177902.25449,"theta_1",1
5107,"Bayesia System",124,432841927.874728,"theta_1",1
5108,"Bayesia System",57,208115480.303039,"theta_1",1
5109,"Bayesia System",2005,9237679700.27393,"theta_1",1
5110,"Bayesia System",974,4145557920.91438,"theta_1",1
5111,"Bayesia System",190,816230976.742888,"theta_1",1
5112,"Bayesia System",253,946719099.324515,"theta_1",1
5113,"Bayesia System",2067,8980445033.34626,"theta_1",1
5114,"Bayesia System",572,2253825453.45206,"theta_1",1
5115,"Bayesia System",1385,6217564072.43681,"theta_1",1
5116,"Bayesia System",1959,8191197072.29015,"theta_1",1
5117,"Bayesia System",182,668587152.661182,"theta_1",1
5118,"Bayesia System",645,2865612502.05083,"theta_1",1
5119,"Bayesia System",873,3799512849.44016,"theta_1",1
5120,"Bayesia System",498,1959530428.76166,"theta_1",1
5121,"Bayesia System",398,2155496618.43911,"theta_1",1
5122,"Bayesia System",430,1710413124.89393,"theta_1",1
5123,"Bayesia System",3773,17117813203.7517,"theta_1",1
5124,"Bayesia System",252,1050068389.08891,"theta_1",1
5125,"Bayesia System",129,582299335.965409,"theta_1",1
5126,"Bayesia System",3389,14821850955.6927,"theta_1",1
5127,"Bayesia System",36,229969538.940282,"theta_1",1
5128,"Bayesia System",3197,13660672351.0937,"theta_1",1
5129,"Bayesia System",1684,7354314572.83364,"theta_1",1
5130,"Bayesia System",2177,9995334694.28955,"theta_1",1
5131,"Bayesia System",1552,7136812521.22496,"theta_1",1
5132,"Bayesia System",176,807314894.608941,"theta_1",1
5133,"Bayesia System",1605,6744477228.74192,"theta_1",1
5134,"Bayesia System",38,187913633.210563,"theta_1",1
5135,"Bayesia System",789,3389326312.01693,"theta_1",1
5136,"Bayesia System",308,1564279515.28047,"theta_1",1
5137,"Bayesia System",1426,6604023563.4653,"theta_1",1
5138,"Bayesia System",417,1756282992.68986,"theta_1",1
5139,"Bayesia System",955,4258514635.64706,"theta_1",1
5140,"Bayesia System",1630,7576585123.42492,"theta_1",1
5141,"Bayesia System",125,700779700.331975,"theta_1",1
5142,"Bayesia System",570,2707675454.42408,"theta_1",1
5143,"Bayesia System",526,2233046811.20244,"theta_1",1
5144,"Bayesia System",517,2049862077.58491,"theta_1",1
5145,"Bayesia System",968,4219163293.20594,"theta_1",1
5146,"Bayesia System",449,1971592054.02999,"theta_1",1
5147,"Bayesia System",86,301650040.30191,"theta_1",1
5148,"Bayesia System",311,1403825015.33111,"theta_1",1
5149,"Bayesia System",2031,9441664998.38332,"theta_1",1
5150,"Bayesia System",588,2608082269.46139,"theta_1",1
5151,"Bayesia System",975,4296078697.29478,"theta_1",1
5152,"Bayesia System",257,1099041639.08814,"theta_1",1
5153,"Bayesia System",1872,8134802096.06458,"theta_1",1
5154,"Bayesia System",12,118044471.862372,"theta_1",1
5155,"Bayesia System",986,4113408159.51678,"theta_1",1
5156,"Bayesia System",686,3158288694.89744,"theta_1",1
5157,"Bayesia System",724,3116503900.41055,"theta_1",1
5158,"Bayesia System",1386,5994223381.01315,"theta_1",1
5159,"Bayesia System",539,2392830040.66013,"theta_1",1
5160,"Bayesia System",85,407594202.231392,"theta_1",1
5161,"Bayesia System",245,1048198209.10707,"theta_1",1
5162,"Bayesia System",1178,5315300983.94002,"theta_1",1
5163,"Bayesia System",1080,4476232576.40313,"theta_1",1
5164,"Bayesia System",1149,4815439287.53797,"theta_1",1
5165,"Bayesia System",451,1840941288.05199,"theta_1",1
5166,"Bayesia System",1410,6235227208.61437,"theta_1",1
5167,"Bayesia System",119,521406987.224997,"theta_1",1
5168,"Bayesia System",718,3320447936.31282,"theta_1",1
5169,"Bayesia System",736,2938484960.97876,"theta_1",1
5170,"Bayesia System",29,242568119.208777,"theta_1",1
5171,"Bayesia System",721,3217343634.35605,"theta_1",1
5172,"Bayesia System",730,3189396509.85147,"theta_1",1
5173,"Bayesia System",770,3452205596.55263,"theta_1",1
5174,"Bayesia System",358,1584390984.70953,"theta_1",1
5175,"Bayesia System",726,2949867947.53159,"theta_1",1
5176,"Bayesia System",350,1392789865.37402,"theta_1",1
5177,"Bayesia System",2767,11340578504.0979,"theta_1",1
5178,"Bayesia System",1010,4439896549.16668,"theta_1",1
5179,"Bayesia System",315,1333079838.90084,"theta_1",1
5180,"Bayesia System",1776,7808852920.23675,"theta_1",1
5181,"Bayesia System",325,1234764350.11691,"theta_1",1
5182,"Bayesia System",95,525376360.671283,"theta_1",1
5183,"Bayesia System",196,756738965.776295,"theta_1",1
5184,"Bayesia System",775,3379106648.63702,"theta_1",1
5185,"Bayesia System",13,32975720.0393191,"theta_1",1
5186,"Bayesia System",1379,6426742464.81119,"theta_1",1
5187,"Bayesia System",698,2974210786.87265,"theta_1",1
5188,"Bayesia System",212,709993145.95064,"theta_1",1
5189,"Bayesia System",1572,7307192294.10768,"theta_1",1
5190,"Bayesia System",79,324782220.172023,"theta_1",1
5191,"Bayesia System",3189,14531916098.2263,"theta_1",1
5192,"Bayesia System",591,2322785848.96325,"theta_1",1
5193,"Bayesia System",2876,12761054874.8819,"theta_1",1
5194,"Bayesia System",551,2499453196.7182,"theta_1",1
5195,"Bayesia System",157,740804534.791706,"theta_1",1
5196,"Bayesia System",207,806777610.55386,"theta_1",1
5197,"Bayesia System",620,2932752814.09682,"theta_1",1
5198,"Bayesia System",1225,5691525920.98487,"theta_1",1
5199,"Bayesia System",1012,4480632459.1668,"theta_1",1
5200,"Bayesia System",244,1224701127.52404,"theta_1",1
5201,"Bayesia System",539,2376793347.31084,"theta_1",1
5202,"Bayesia System",1116,5009734569.1949,"theta_1",1
5203,"Bayesia System",824,3110080602.38624,"theta_1",1
5204,"Bayesia System",546,2389829138.43652,"theta_1",1
5205,"Bayesia System",91,469439696.772833,"theta_1",1
5206,"Bayesia System",0,0,"theta_1",1
5207,"Bayesia System",148,815630982.574429,"theta_1",1
5208,"Bayesia System",2008,8393488516.54281,"theta_1",1
5209,"Bayesia System",2025,9246962312.48845,"theta_1",1
5210,"Bayesia System",1751,7074187258.58676,"theta_1",1
5211,"Bayesia System",170,643698730.850591,"theta_1",1
5212,"Bayesia System",627,2668567403.34546,"theta_1",1
5213,"Bayesia System",1545,7183726709.78252,"theta_1",1
5214,"Bayesia System",159,778417711.162447,"theta_1",1
5215,"Bayesia System",1452,6097977228.13211,"theta_1",1
5216,"Bayesia System",917,3793504275.66638,"theta_1",1
5217,"Bayesia System",105,413485634.702407,"theta_1",1
5218,"Bayesia System",1388,5855949493.72929,"theta_1",1
5219,"Bayesia System",45,183075783.803484,"theta_1",1
5220,"Bayesia System",351,1638323283.1554,"theta_1",1
5221,"Bayesia System",2994,13313215416.7628,"theta_1",1
5222,"Bayesia System",2997,12988910908.3617,"theta_1",1
5223,"Bayesia System",56,217590552.778803,"theta_1",1
5224,"Bayesia System",329,1337760770.28178,"theta_1",1
5225,"Bayesia System",374,1446843785.29599,"theta_1",1
5226,"Bayesia System",204,925982420.501406,"theta_1",1
5227,"Bayesia System",2935,12072593251.5394,"theta_1",1
5228,"Bayesia System",1404,6242997881.79047,"theta_1",1
5229,"Bayesia System",199,624731877.101806,"theta_1",1
5230,"Bayesia System",678,2742535451.89518,"theta_1",1
5231,"Bayesia System",2025,8191763534.29369,"theta_1",1
5232,"Bayesia System",1424,6167255953.95105,"theta_1",1
5233,"Bayesia System",191,792673954.589749,"theta_1",1
5234,"Bayesia System",11,61130659.0657752,"theta_1",1
5235,"Bayesia System",605,2790092223.87692,"theta_1",1
5236,"Bayesia System",755,3109171105.95525,"theta_1",1
5237,"Bayesia System",492,1843210348.28278,"theta_1",1
5238,"Bayesia System",424,1615909446.62801,"theta_1",1
5239,"Bayesia System",690,2950141030.79667,"theta_1",1
5240,"Bayesia System",1229,5667896859.56,"theta_1",1
5241,"Bayesia System",1726,7512370231.89855,"theta_1",1
5242,"Bayesia System",1454,6461621599.14925,"theta_1",1
5243,"Bayesia System",515,2003884936.90277,"theta_1",1
5244,"Bayesia System",1594,7143005358.80099,"theta_1",1
5245,"Bayesia System",400,1742453756.94997,"theta_1",1
5246,"Bayesia System",1176,4916896504.28665,"theta_1",1
5247,"Bayesia System",1922,8149939188.82201,"theta_1",1
5248,"Bayesia System",340,1556745247.77179,"theta_1",1
5249,"Bayesia System",2785,12402486513.7597,"theta_1",1
5250,"Bayesia System",209,740524663.142887,"theta_1",1
5251,"Bayesia System",4185,17770169912.4083,"theta_1",1
5252,"Bayesia System",773,3321477743.63552,"theta_1",1
5253,"Bayesia System",3144,13499355091.9785,"theta_1",1
5254,"Bayesia System",476,2160192911.6128,"theta_1",1
5255,"Bayesia System",1444,6066987569.37314,"theta_1",1
5256,"Bayesia System",753,3346111267.8526,"theta_1",1
5257,"Bayesia System",1929,8867785947.82645,"theta_1",1
5258,"Bayesia System",3711,16418591572.8137,"theta_1",1
5259,"Bayesia System",391,1584204574.44457,"theta_1",1
5260,"Bayesia System",515,2590334379.85482,"theta_1",1
5261,"Bayesia System",617,2434431208.99988,"theta_1",1
5262,"Bayesia System",803,3839869675.95298,"theta_1",1
5263,"Bayesia System",1554,7431445401.70359,"theta_1",1
5264,"Bayesia System",1285,5290629250.57831,"theta_1",1
5265,"Bayesia System",846,3775558963.00665,"theta_1",1
5266,"Bayesia System",482,2373458450.4739,"theta_1",1
5267,"Bayesia System",926,3910248009.04742,"theta_1",1
5268,"Bayesia System",1837,7893729613.98333,"theta_1",1
5269,"Bayesia System",120,482678885.399191,"theta_1",1
5270,"Bayesia System",152,585618734.603016,"theta_1",1
5271,"Bayesia System",163,914266506.689801,"theta_1",1
5272,"Bayesia System",209,984218023.229853,"theta_1",1
5273,"Bayesia System",891,3944472004.04735,"theta_1",1
5274,"Bayesia System",408,1837056244.86924,"theta_1",1
5275,"Bayesia System",30,152213653.891515,"theta_1",1
5276,"Bayesia System",22,59196334.5557549,"theta_1",1
5277,"Bayesia System",1857,7900166036.10382,"theta_1",1
5278,"Bayesia System",425,1768592070.73126,"theta_1",1
5279,"Bayesia System",541,2515476650.23413,"theta_1",1
5280,"Bayesia System",319,1361290745.75874,"theta_1",1
5281,"Bayesia System",108,406055716.189443,"theta_1",1
5282,"Bayesia System",291,1141177962.00304,"theta_1",1
5283,"Bayesia System",2571,11604342976.4926,"theta_1",1
5284,"Bayesia System",401,1722580742.43641,"theta_1",1
5285,"Bayesia System",814,3213520285.34682,"theta_1",1
5286,"Bayesia System",4414,19494157901.5387,"theta_1",1
5287,"Bayesia System",753,3447830486.28792,"theta_1",1
5288,"Bayesia System",413,1971501839.31996,"theta_1",1
5289,"Bayesia System",4350,19034673401.1785,"theta_1",1
5290,"Bayesia System",1312,5458816257.47528,"theta_1",1
5291,"Bayesia System",222,768636166.088918,"theta_1",1
5292,"Bayesia System",471,2132239993.8015,"theta_1",1
5293,"Bayesia System",1114,5066886133.7836,"theta_1",1
5294,"Bayesia System",3246,14192037509.3247,"theta_1",1
5295,"Bayesia System",514,2193150727.69962,"theta_1",1
5296,"Bayesia System",922,3996665120.1677,"theta_1",1
5297,"Bayesia System",413,1729666650.82078,"theta_1",1
5298,"Bayesia System",2328,10268595994.5313,"theta_1",1
5299,"Bayesia System",854,3616687666.83278,"theta_1",1
5300,"Bayesia System",308,1146117313.15209,"theta_1",1
5301,"Bayesia System",1495,6200913090.63813,"theta_1",1
5302,"Bayesia System",88,345061480.945524,"theta_1",1
5303,"Bayesia System",491,2102387419.30094,"theta_1",1
5304,"Bayesia System",225,1029747296.12321,"theta_1",1
5305,"Bayesia System",159,813130025.985587,"theta_1",1
5306,"Bayesia System",590,2244575426.64456,"theta_1",1
5307,"Bayesia System",2230,9959467190.26127,"theta_1",1
5308,"Bayesia System",610,2694702842.1461,"theta_1",1
5309,"Bayesia System",569,2557769698.47095,"theta_1",1
5310,"Bayesia System",1153,4658162311.09125,"theta_1",1
5311,"Bayesia System",729,2862828759.61121,"theta_1",1
5312,"Bayesia System",2683,11134167919.8305,"theta_1",1
5313,"Bayesia System",1955,7928383820.31161,"theta_1",1
5314,"Bayesia System",306,1272388451.90621,"theta_1",1
5315,"Bayesia System",1253,5934163016.56502,"theta_1",1
5316,"Bayesia System",442,2128236862.6794,"theta_1",1
5317,"Bayesia System",146,670211922.525203,"theta_1",1
5318,"Bayesia System",560,2616238869.05056,"theta_1",1
5319,"Bayesia System",593,2530398798.34391,"theta_1",1
5320,"Bayesia System",141,515870763.084059,"theta_1",1
5321,"Bayesia System",2398,10042178600.0227,"theta_1",1
5322,"Bayesia System",1201,5174410653.83672,"theta_1",1
5323,"Bayesia System",1066,5248312704.8892,"theta_1",1
5324,"Bayesia System",484,1902031133.88448,"theta_1",1
5325,"Bayesia System",762,2994446069.69056,"theta_1",1
5326,"Bayesia System",315,1514200044.4566,"theta_1",1
5327,"Bayesia System",146,656051806.470977,"theta_1",1
5328,"Bayesia System",342,1391336125.81511,"theta_1",1
5329,"Bayesia System",22,109816515.614029,"theta_1",1
5330,"Bayesia System",1391,5901315189.53172,"theta_1",1
5331,"Bayesia System",1709,7782466626.20193,"theta_1",1
5332,"Bayesia System",797,3169210921.2058,"theta_1",1
5333,"Bayesia System",580,2491917352.63971,"theta_1",1
5334,"Bayesia System",194,802278460.093755,"theta_1",1
5335,"Bayesia System",2142,9373052109.09896,"theta_1",1
5336,"Bayesia System",866,3471777787.67717,"theta_1",1
5337,"Bayesia System",526,2207864723.26459,"theta_1",1
5338,"Bayesia System",509,2319615198.70174,"theta_1",1
5339,"Bayesia System",2251,9631750625.29266,"theta_1",1
5340,"Bayesia System",506,2269460224.88201,"theta_1",1
5341,"Bayesia System",425,1905736425.05636,"theta_1",1
5342,"Bayesia System",1727,7355203713.14574,"theta_1",1
5343,"Bayesia System",1510,6933506642.05441,"theta_1",1
5344,"Bayesia System",329,1586961692.9715,"theta_1",1
5345,"Bayesia System",41,214529260.862633,"theta_1",1
5346,"Bayesia System",255,1260855003.71323,"theta_1",1
5347,"Bayesia System",942,4054680820.51024,"theta_1",1
5348,"Bayesia System",1252,5769238750.59673,"theta_1",1
5349,"Bayesia System",1488,6926126404.99991,"theta_1",1
5350,"Bayesia System",2252,9710856671.63789,"theta_1",1
5351,"Bayesia System",1457,6549345778.25797,"theta_1",1
5352,"Bayesia System",306,1331744134.43166,"theta_1",1
5353,"Bayesia System",5446,23718725656.6921,"theta_1",1
5354,"Bayesia System",929,4081950603.03136,"theta_1",1
5355,"Bayesia System",1520,6651162269.26339,"theta_1",1
5356,"Bayesia System",472,2242735351.50682,"theta_1",1
5357,"Bayesia System",319,1454466708.48528,"theta_1",1
5358,"Bayesia System",3405,14747228165.2927,"theta_1",1
5359,"Bayesia System",657,2995934294.10786,"theta_1",1
5360,"Bayesia System",2710,12462439663.2069,"theta_1",1
5361,"Bayesia System",52,159955824.64313,"theta_1",1
5362,"Bayesia System",42,167212149.57243,"theta_1",1
5363,"Bayesia System",1291,5296803790.57272,"theta_1",1
5364,"Bayesia System",2523,11718177457.0581,"theta_1",1
5365,"Bayesia System",936,4070582247.55021,"theta_1",1
5366,"Bayesia System",3266,14458164557.7622,"theta_1",1
5367,"Bayesia System",1189,4900599760.64995,"theta_1",1
5368,"Bayesia System",1118,5434071258.94757,"theta_1",1
5369,"Bayesia System",211,1020713910.36889,"theta_1",1
5370,"Bayesia System",2313,9845675094.56195,"theta_1",1
5371,"Bayesia System",320,1510059034.40764,"theta_1",1
5372,"Bayesia System",812,3669408744.60988,"theta_1",1
5373,"Bayesia System",24,198958869.104271,"theta_1",1
5374,"Bayesia System",585,2900197876.22472,"theta_1",1
5375,"Bayesia System",322,1675888177.67679,"theta_1",1
5376,"Bayesia System",440,2103573032.30828,"theta_1",1
5377,"Bayesia System",583,2595712024.53369,"theta_1",1
5378,"Bayesia System",1003,4766360246.23646,"theta_1",1
5379,"Bayesia System",623,2692990858.54857,"theta_1",1
5380,"Bayesia System",562,2590366854.08476,"theta_1",1
5381,"Bayesia System",1061,4881025377.16794,"theta_1",1
5382,"Bayesia System",1088,4771403702.11281,"theta_1",1
5383,"Bayesia System",554,2189634326.62556,"theta_1",1
5384,"Bayesia System",573,2871161586.132,"theta_1",1
5385,"Bayesia System",230,1307656745.33074,"theta_1",1
5386,"Bayesia System",3082,13070159505.8752,"theta_1",1
5387,"Bayesia System",596,2453859858.90847,"theta_1",1
5388,"Bayesia System",741,3118551032.79169,"theta_1",1
5389,"Bayesia System",1164,5463510724.38833,"theta_1",1
5390,"Bayesia System",157,601739228.031261,"theta_1",1
5391,"Bayesia System",489,2112831838.20674,"theta_1",1
5392,"Bayesia System",1187,5567438071.39034,"theta_1",1
5393,"Bayesia System",466,2046726368.52915,"theta_1",1
5394,"Bayesia System",1725,7629461356.77151,"theta_1",1
5395,"Bayesia System",430,1851074340.2685,"theta_1",1
5396,"Bayesia System",1321,6112084183.59462,"theta_1",1
5397,"Bayesia System",290,1325409625.79885,"theta_1",1
5398,"Bayesia System",2114,9661308070.33075,"theta_1",1
5399,"Bayesia System",87,330720770.429605,"theta_1",1
5400,"Bayesia System",739,2808060946.69083,"theta_1",1
5401,"Bayesia System",45,243119838.537297,"theta_1",1
5402,"Bayesia System",530,2450110193.02516,"theta_1",1
5403,"Bayesia System",1383,6468847153.03187,"theta_1",1
5404,"Bayesia System",912,4052890018.98749,"theta_1",1
5405,"Bayesia System",250,1102006984.90069,"theta_1",1
5406,"Bayesia System",453,1984326593.67287,"theta_1",1
5407,"Bayesia System",704,3044404851.52936,"theta_1",1
5408,"Bayesia System",69,248025929.890745,"theta_1",1
5409,"Bayesia System",144,631435899.654945,"theta_1",1
5410,"Bayesia System",536,2232325827.7181,"theta_1",1
5411,"Bayesia System",1873,7982702517.25692,"theta_1",1
5412,"Bayesia System",622,2556320162.77017,"theta_1",1
5413,"Bayesia System",871,3568732216.81214,"theta_1",1
5414,"Bayesia System",168,767793366.932373,"theta_1",1
5415,"Bayesia System",1854,7877205575.2446,"theta_1",1
5416,"Bayesia System",440,1982353662.86858,"theta_1",1
5417,"Bayesia System",679,2897452121.75784,"theta_1",1
5418,"Bayesia System",305,1348864736.64032,"theta_1",1
5419,"Bayesia System",563,2296734489.07145,"theta_1",1
5420,"Bayesia System",37,198820056.166059,"theta_1",1
5421,"Bayesia System",153,898937410.45074,"theta_1",1
5422,"Bayesia System",98,369499559.580145,"theta_1",1
5423,"Bayesia System",764,3338135881.83766,"theta_1",1
5424,"Bayesia System",291,1138008356.03487,"theta_1",1
5425,"Bayesia System",4755,21100630731.3216,"theta_1",1
5426,"Bayesia System",767,3561858443.29563,"theta_1",1
5427,"Bayesia System",779,3622272490.35522,"theta_1",1
5428,"Bayesia System",143,622444320.859751,"theta_1",1
5429,"Bayesia System",1118,4632356579.74854,"theta_1",1
5430,"Bayesia System",2167,10539097846.23,"theta_1",1
5431,"Bayesia System",109,434002114.179716,"theta_1",1
5432,"Bayesia System",478,2144927564.6435,"theta_1",1
5433,"Bayesia System",2113,8542588505.40751,"theta_1",1
5434,"Bayesia System",56,167677162.973843,"theta_1",1
5435,"Bayesia System",1554,7077802257.77197,"theta_1",1
5436,"Bayesia System",300,1294553693.12414,"theta_1",1
5437,"Bayesia System",672,3063693585.61109,"theta_1",1
5438,"Bayesia System",11,72015583.7111047,"theta_1",1
5439,"Bayesia System",470,1827160707.65588,"theta_1",1
5440,"Bayesia System",699,3358499076.69788,"theta_1",1
5441,"Bayesia System",203,1056746868.22741,"theta_1",1
5442,"Bayesia System",1370,5924628695.08564,"theta_1",1
5443,"Bayesia System",1866,8164016696.01195,"theta_1",1
5444,"Bayesia System",785,3542589212.36422,"theta_1",1
5445,"Bayesia System",4343,18575749699.1521,"theta_1",1
5446,"Bayesia System",733,3325772907.85175,"theta_1",1
5447,"Bayesia System",517,2560887907.85645,"theta_1",1
5448,"Bayesia System",216,995354224.347547,"theta_1",1
5449,"Bayesia System",640,2705319208.89864,"theta_1",1
5450,"Bayesia System",224,955783425.115945,"theta_1",1
5451,"Bayesia System",466,2213176255.23958,"theta_1",1
5452,"Bayesia System",394,2100894674.43289,"theta_1",1
5453,"Bayesia System",203,1020835263.00927,"theta_1",1
5454,"Bayesia System",2769,12776111784.4592,"theta_1",1
5455,"Bayesia System",737,3351592121.23128,"theta_1",1
5456,"Bayesia System",1233,5546028161.44777,"theta_1",1
5457,"Bayesia System",958,4207831407.15125,"theta_1",1
5458,"Bayesia System",395,1780038158.39305,"theta_1",1
5459,"Bayesia System",681,3015695080.08774,"theta_1",1
5460,"Bayesia System",808,3087933092.85855,"theta_1",1
5461,"Bayesia System",2466,10591774615.6222,"theta_1",1
5462,"Bayesia System",235,1053668916.4572,"theta_1",1
5463,"Bayesia System",1,322210.23742865,"theta_1",1
5464,"Bayesia System",567,2583056754.58742,"theta_1",1
5465,"Bayesia System",457,2034538580.23468,"theta_1",1
5466,"Bayesia System",829,3353216848.10101,"theta_1",1
