"sim","equipment_type","agg_loss","claim_count"
1238,"Ion Pulverizer",1227654.72,15
1238,"Quantum Bore",9117510.76,74
1238,"ReglAggregators",5930748.08,83
1239,"FexStram Carrier",4177991.62,55
1239,"Flux Rider",42415326.99,572
1239,"Graviton Extractor",5281923.83,77
1239,"Ion Pulverizer",1292919.38,18
1239,"Quantum Bore",10409864.79,78
1239,"ReglAggregators",4553394.82,62
1240,"FexStram Carrier",3773007.46,54
1240,"Flux Rider",43125438.55,556
1240,"Graviton Extractor",6232416.38,84
1240,"Ion Pulverizer",1002134.23,14
1240,"Quantum Bore",12920038.57,103
1240,"ReglAggregators",5344672.76,69
1241,"FexStram Carrier",3978594.89,57
1241,"Flux Rider",41807732.27,567
1241,"Graviton Extractor",6365192.23,83
1241,"Ion Pulverizer",1054843.82,18
1241,"Quantum Bore",9876019.7,85
1241,"ReglAggregators",4320032.98,57
1242,"FexStram Carrier",5017108.91,71
1242,"Flux Rider",46914907.38,597
1242,"Graviton Extractor",7371435.68,89
1242,"Ion Pulverizer",1207513.92,17
1242,"Quantum Bore",9724935.04,80
1242,"ReglAggregators",4989104.19,65
1243,"FexStram Carrier",4673854.74,60
1243,"Flux Rider",41470284.7,540
1243,"Graviton Extractor",6775936.48,90
1243,"Ion Pulverizer",1178529.28,17
1243,"Quantum Bore",10527223.26,86
1243,"ReglAggregators",4721566.62,63
1244,"FexStram Carrier",5515623.44,66
1244,"Flux Rider",38866819.25,490
1244,"Graviton Extractor",4772682.54,62
1244,"Ion Pulverizer",1038200.91,12
1244,"Quantum Bore",10838070.72,89
1244,"ReglAggregators",6943111.83,80
1245,"FexStram Carrier",4809195.88,63
1245,"Flux Rider",42941841.23,559
1245,"Graviton Extractor",6334849.74,84
1245,"Ion Pulverizer",2023108.56,23
1245,"Quantum Bore",10978967.14,87
1245,"ReglAggregators",6103762.56,83
1246,"FexStram Carrier",4033604.99,45
1246,"Flux Rider",44963996.49,583
1246,"Graviton Extractor",6471205.73,89
1246,"Ion Pulverizer",512069.28,8
1246,"Quantum Bore",9085964.97,75
1246,"ReglAggregators",4673443.82,60
1247,"FexStram Carrier",4642774.53,64
1247,"Flux Rider",39579896.86,515
1247,"Graviton Extractor",7324560.42,86
1247,"Ion Pulverizer",1515926.63,20
1247,"Quantum Bore",9286802.53,77
1247,"ReglAggregators",6172727.37,77
1248,"FexStram Carrier",4317142.09,54
1248,"Flux Rider",43769946.51,546
1248,"Graviton Extractor",5886446.52,78
1248,"Ion Pulverizer",1808478.43,26
1248,"Quantum Bore",15134144.08,85
1248,"ReglAggregators",5306622.36,67
1249,"FexStram Carrier",4013674.26,58
1249,"Flux Rider",45680147.49,593
1249,"Graviton Extractor",7210684.14,83
1249,"Ion Pulverizer",869953.92,15
1249,"Quantum Bore",12268501.28,83
1249,"ReglAggregators",4155980.18,60
1250,"FexStram Carrier",3131319.62,43
1250,"Flux Rider",46069839.02,595
1250,"Graviton Extractor",4318800.33,62
1250,"Ion Pulverizer",1101683.83,15
1250,"Quantum Bore",9827535.19,70
1250,"ReglAggregators",6519627.49,78
1251,"FexStram Carrier",4949880.51,70
1251,"Flux Rider",44005497.54,574
1251,"Graviton Extractor",5822129.71,72
1251,"Ion Pulverizer",1665563.73,20
1251,"Quantum Bore",8936399.65,84
1251,"ReglAggregators",4620399.48,62
1252,"FexStram Carrier",4366546.47,61
1252,"Flux Rider",42338058.15,550
1252,"Graviton Extractor",6598260.31,88
1252,"Ion Pulverizer",1128561.91,18
1252,"Quantum Bore",9167734.56,67
1252,"ReglAggregators",6161526,78
1253,"FexStram Carrier",4965719,59
1253,"Flux Rider",43584622.08,562
1253,"Graviton Extractor",7076252.4,97
1253,"Ion Pulverizer",1122594.55,16
1253,"Quantum Bore",10310949.23,80
1253,"ReglAggregators",6027043.05,70
1254,"FexStram Carrier",4130335.83,62
1254,"Flux Rider",41558632.61,558
1254,"Graviton Extractor",6240848.37,78
1254,"Ion Pulverizer",1264791.45,16
1254,"Quantum Bore",12176025.38,93
1254,"ReglAggregators",5838382.62,78
1255,"FexStram Carrier",4925660.32,70
1255,"Flux Rider",44124869.68,582
1255,"Graviton Extractor",5938921.76,75
1255,"Ion Pulverizer",921109.23,16
1255,"Quantum Bore",9427845.42,76
1255,"ReglAggregators",4145591.61,61
1256,"FexStram Carrier",4241741.78,52
1256,"Flux Rider",42289174.02,552
1256,"Graviton Extractor",5913885.46,82
1256,"Ion Pulverizer",801300.35,14
1256,"Quantum Bore",12637547.27,88
1256,"ReglAggregators",5093114.63,65
1257,"FexStram Carrier",4118389.49,55
1257,"Flux Rider",46552033.82,612
1257,"Graviton Extractor",5243178.88,77
1257,"Ion Pulverizer",1002847.36,13
1257,"Quantum Bore",13845737.59,79
1257,"ReglAggregators",4472137.99,58
1258,"FexStram Carrier",4191745.44,55
1258,"Flux Rider",44578862.74,584
1258,"Graviton Extractor",7879908.09,99
1258,"Ion Pulverizer",1513419.58,11
1258,"Quantum Bore",10893544.86,86
1258,"ReglAggregators",6596765.08,79
1259,"FexStram Carrier",4856764.31,57
1259,"Flux Rider",41256903.72,527
1259,"Graviton Extractor",6267468.17,75
1259,"Ion Pulverizer",1809051.77,21
1259,"Quantum Bore",9442577.23,79
1259,"ReglAggregators",6092598.09,80
1260,"FexStram Carrier",4290195.66,58
1260,"Flux Rider",41109315.88,536
1260,"Graviton Extractor",6593963.12,81
1260,"Ion Pulverizer",1646024.5,19
1260,"Quantum Bore",11876551.59,91
1260,"ReglAggregators",5615746.52,77
1261,"FexStram Carrier",3443222.99,50
1261,"Flux Rider",43914793.56,590
1261,"Graviton Extractor",7038208.65,84
1261,"Ion Pulverizer",1086443.23,18
1261,"Quantum Bore",12011347.03,91
1261,"ReglAggregators",6837143.06,81
1262,"FexStram Carrier",4215115.36,58
1262,"Flux Rider",44151089.49,587
1262,"Graviton Extractor",5640996.9,79
1262,"Ion Pulverizer",1757170.2,18
1262,"Quantum Bore",14841067.36,83
1262,"ReglAggregators",6920416.5,76
1263,"FexStram Carrier",4689212.68,61
1263,"Flux Rider",46289450.21,607
1263,"Graviton Extractor",6545850.8,86
1263,"Ion Pulverizer",880921.41,9
1263,"Quantum Bore",7974495.86,70
1263,"ReglAggregators",5203082.51,66
1264,"FexStram Carrier",4336089.79,58
1264,"Flux Rider",42394902.54,564
1264,"Graviton Extractor",7086121.14,94
1264,"Ion Pulverizer",1482517.53,16
1264,"Quantum Bore",12460327.97,96
1264,"ReglAggregators",5114935.72,68
1265,"FexStram Carrier",3358486.71,48
1265,"Flux Rider",44814344.73,552
1265,"Graviton Extractor",6029010.7,73
1265,"Ion Pulverizer",2006401.49,26
1265,"Quantum Bore",9168468.59,81
1265,"ReglAggregators",4549635.79,57
1266,"FexStram Carrier",4685178.98,57
1266,"Flux Rider",41519438.9,546
1266,"Graviton Extractor",6655369.88,88
1266,"Ion Pulverizer",1470371.99,18
1266,"Quantum Bore",9980328.75,86
1266,"ReglAggregators",4428408.55,64
1267,"FexStram Carrier",4573347.25,58
1267,"Flux Rider",44830974.15,567
1267,"Graviton Extractor",5485790.3,80
1267,"Ion Pulverizer",2212200.76,22
1267,"Quantum Bore",10560161.28,80
1267,"ReglAggregators",6509204.29,79
1268,"FexStram Carrier",4057100.57,51
1268,"Flux Rider",40559732.35,547
1268,"Graviton Extractor",6218845.68,79
1268,"Ion Pulverizer",1488002.24,23
1268,"Quantum Bore",13268587.49,102
1268,"ReglAggregators",4364479.55,64
1269,"FexStram Carrier",4529660.51,58
1269,"Flux Rider",44635863.45,575
1269,"Graviton Extractor",5586186.02,80
1269,"Ion Pulverizer",1248610.15,18
1269,"Quantum Bore",13379718.24,85
1269,"ReglAggregators",4238997.69,59
1270,"FexStram Carrier",4510460.83,59
1270,"Flux Rider",39857659.65,546
1270,"Graviton Extractor",7578466.53,90
1270,"Ion Pulverizer",1122101.82,15
1270,"Quantum Bore",9500249.75,81
1270,"ReglAggregators",4517367.24,59
1271,"FexStram Carrier",4004538.97,50
1271,"Flux Rider",46271339.37,577
1271,"Graviton Extractor",7609452.31,83
1271,"Ion Pulverizer",676772.14,15
1271,"Quantum Bore",10872393.32,75
1271,"ReglAggregators",6993392.71,92
1272,"FexStram Carrier",3941721.18,53
1272,"Flux Rider",43350497.18,569
1272,"Graviton Extractor",5771511.15,83
1272,"Ion Pulverizer",1325352.57,17
1272,"Quantum Bore",13372471.12,106
1272,"ReglAggregators",5282859.45,70
1273,"FexStram Carrier",4676599.92,58
1273,"Flux Rider",44567596.48,587
1273,"Graviton Extractor",8131142.23,97
1273,"Ion Pulverizer",1065997.46,17
1273,"Quantum Bore",8281721.91,79
1273,"ReglAggregators",6705218.88,79
1274,"FexStram Carrier",4776341.58,58
1274,"Flux Rider",43396067.48,587
1274,"Graviton Extractor",6685736.85,87
1274,"Ion Pulverizer",1388938.05,20
1274,"Quantum Bore",8923037,70
1274,"ReglAggregators",5363039.2,76
1275,"FexStram Carrier",3916351.05,53
1275,"Flux Rider",43955588.6,567
1275,"Graviton Extractor",6002869.94,70
1275,"Ion Pulverizer",1955714.81,27
1275,"Quantum Bore",12527835.44,93
1275,"ReglAggregators",5844164.98,71
1276,"FexStram Carrier",4297979.87,54
1276,"Flux Rider",41916638.9,551
1276,"Graviton Extractor",5671565.07,74
1276,"Ion Pulverizer",1111834.26,16
1276,"Quantum Bore",10281096.06,84
1276,"ReglAggregators",6479835.39,83
1277,"FexStram Carrier",4372605.26,61
1277,"Flux Rider",44460786.47,571
1277,"Graviton Extractor",7369224.86,89
1277,"Ion Pulverizer",1728082.83,22
1277,"Quantum Bore",13118749.85,87
1277,"ReglAggregators",5469459.28,76
1278,"FexStram Carrier",4139736.89,50
1278,"Flux Rider",44816444.26,559
1278,"Graviton Extractor",6412369.24,88
1278,"Ion Pulverizer",1283605.71,14
1278,"Quantum Bore",8775853.16,69
1278,"ReglAggregators",5251473.66,64
1279,"FexStram Carrier",4813291.08,56
1279,"Flux Rider",45731774.09,619
1279,"Graviton Extractor",7505088.76,96
1279,"Ion Pulverizer",1449203.2,24
1279,"Quantum Bore",12773831.32,87
1279,"ReglAggregators",5981689.64,77
1280,"FexStram Carrier",4670649.52,64
1280,"Flux Rider",40425291.38,510
1280,"Graviton Extractor",7664967.08,102
1280,"Ion Pulverizer",1331431.89,18
1280,"Quantum Bore",11474018.76,92
1280,"ReglAggregators",5172814.63,70
1281,"FexStram Carrier",4970948.36,58
1281,"Flux Rider",40179156.54,542
1281,"Graviton Extractor",6450081.77,81
1281,"Ion Pulverizer",1398660.47,20
1281,"Quantum Bore",11629763.14,87
1281,"ReglAggregators",5821632.03,69
1282,"FexStram Carrier",5502194.7,68
1282,"Flux Rider",39898504.7,535
1282,"Graviton Extractor",6603211.97,90
1282,"Ion Pulverizer",1488467.18,23
1282,"Quantum Bore",13584193.56,82
1282,"ReglAggregators",5740527.75,83
1283,"FexStram Carrier",4951759.57,60
1283,"Flux Rider",45857363.84,604
1283,"Graviton Extractor",6877989.36,91
1283,"Ion Pulverizer",835699.32,15
1283,"Quantum Bore",12199444.55,84
1283,"ReglAggregators",5409709.07,69
1284,"FexStram Carrier",4236372.71,53
1284,"Flux Rider",42846409.97,562
1284,"Graviton Extractor",5632876.53,82
1284,"Ion Pulverizer",936875.29,13
1284,"Quantum Bore",12170930.74,88
1284,"ReglAggregators",5254898.81,75
1285,"FexStram Carrier",4845601.78,60
1285,"Flux Rider",42385434.72,551
1285,"Graviton Extractor",6285940.94,91
1285,"Ion Pulverizer",2211549.48,22
1285,"Quantum Bore",10514873.17,89
1285,"ReglAggregators",6068748.32,77
1286,"FexStram Carrier",4943495.05,69
1286,"Flux Rider",43588765.34,570
1286,"Graviton Extractor",5343047.39,74
1286,"Ion Pulverizer",1436569.18,20
1286,"Quantum Bore",9024266.05,77
1286,"ReglAggregators",6255670.5,80
1287,"FexStram Carrier",4760675.72,62
1287,"Flux Rider",44983954.37,599
1287,"Graviton Extractor",5873353.18,71
1287,"Ion Pulverizer",1791299.97,20
1287,"Quantum Bore",10746329.73,75
1287,"ReglAggregators",5462125.88,78
1288,"FexStram Carrier",5012472.55,60
1288,"Flux Rider",45053836.49,584
1288,"Graviton Extractor",6196162.55,71
1288,"Ion Pulverizer",1608884.93,21
1288,"Quantum Bore",8655281.04,71
1288,"ReglAggregators",5043363.73,69
1289,"FexStram Carrier",4198198.73,54
1289,"Flux Rider",41711486.62,559
1289,"Graviton Extractor",6555341.29,84
1289,"Ion Pulverizer",1115836.15,16
1289,"Quantum Bore",9464821.46,83
1289,"ReglAggregators",7464546.05,86
1290,"FexStram Carrier",4752185.75,58
1290,"Flux Rider",40759419.76,553
1290,"Graviton Extractor",6829380.76,83
1290,"Ion Pulverizer",1540638.15,12
1290,"Quantum Bore",14474231.56,84
1290,"ReglAggregators",5349710.25,76
1291,"FexStram Carrier",4306466.88,62
1291,"Flux Rider",48287820.16,600
1291,"Graviton Extractor",5866184.93,77
1291,"Ion Pulverizer",1350360.44,16
1291,"Quantum Bore",9684168.39,79
1291,"ReglAggregators",6282722.13,74
1292,"FexStram Carrier",3415516.6,56
1292,"Flux Rider",46521099.73,606
1292,"Graviton Extractor",5248097.37,69
1292,"Ion Pulverizer",1492505.06,19
1292,"Quantum Bore",15808300.38,86
1292,"ReglAggregators",5518135.93,80
1293,"FexStram Carrier",3533913.48,48
1293,"Flux Rider",43138900.86,578
1293,"Graviton Extractor",5611469,76
1293,"Ion Pulverizer",1207303.86,16
1293,"Quantum Bore",12102833,72
1293,"ReglAggregators",5060436.33,71
1294,"FexStram Carrier",4204111.09,59
1294,"Flux Rider",41392488.99,547
1294,"Graviton Extractor",7547595.35,88
1294,"Ion Pulverizer",1145240.6,15
1294,"Quantum Bore",9990085.67,78
1294,"ReglAggregators",4376149.51,55
1295,"FexStram Carrier",3960883.08,56
1295,"Flux Rider",41261686.06,530
1295,"Graviton Extractor",7608377.9,97
1295,"Ion Pulverizer",1021298.61,13
1295,"Quantum Bore",11333833.26,74
1295,"ReglAggregators",5670679.21,67
1296,"FexStram Carrier",5078492.67,67
1296,"Flux Rider",47702656.39,611
1296,"Graviton Extractor",6023954.24,85
1296,"Ion Pulverizer",1279870.51,18
1296,"Quantum Bore",9851805.17,81
1296,"ReglAggregators",6727339.35,83
1297,"FexStram Carrier",5006063.86,65
1297,"Flux Rider",43459277.03,562
1297,"Graviton Extractor",6646971.08,90
1297,"Ion Pulverizer",1348344.5,17
1297,"Quantum Bore",9208372.98,77
1297,"ReglAggregators",4811444.81,61
1298,"FexStram Carrier",3542882.14,43
1298,"Flux Rider",44522556.76,576
1298,"Graviton Extractor",6814577.58,94
1298,"Ion Pulverizer",1244148.74,19
1298,"Quantum Bore",8214412.83,71
1298,"ReglAggregators",6603727.5,91
1299,"FexStram Carrier",4533785.48,58
1299,"Flux Rider",44015345.42,562
1299,"Graviton Extractor",7589094.58,98
1299,"Ion Pulverizer",1515034.09,20
1299,"Quantum Bore",9620335.15,66
1299,"ReglAggregators",6077162.84,78
1300,"FexStram Carrier",4656627.67,59
1300,"Flux Rider",37163936.29,523
1300,"Graviton Extractor",6419157.24,87
1300,"Ion Pulverizer",651831.48,12
1300,"Quantum Bore",8534839.98,66
1300,"ReglAggregators",5582036.86,73
1301,"FexStram Carrier",3273966.68,52
1301,"Flux Rider",41304321.08,531
1301,"Graviton Extractor",7048385.66,91
1301,"Ion Pulverizer",856186.68,11
1301,"Quantum Bore",9867059.66,85
1301,"ReglAggregators",5729996.57,76
1302,"FexStram Carrier",5011918.04,61
1302,"Flux Rider",42364247.68,573
1302,"Graviton Extractor",6908648.7,92
1302,"Ion Pulverizer",593456.5,12
1302,"Quantum Bore",9649581.4,83
1302,"ReglAggregators",5248828.89,67
1303,"FexStram Carrier",4543720.47,54
1303,"Flux Rider",45919142.22,579
1303,"Graviton Extractor",5612440.91,79
1303,"Ion Pulverizer",1012412.19,16
1303,"Quantum Bore",11543659.77,81
1303,"ReglAggregators",5927586.6,82
1304,"FexStram Carrier",4454281.15,66
1304,"Flux Rider",40350753.74,540
1304,"Graviton Extractor",6550191.57,85
1304,"Ion Pulverizer",1166352.47,14
1304,"Quantum Bore",9530889.92,80
1304,"ReglAggregators",5171392.67,63
1305,"FexStram Carrier",5086339.11,60
1305,"Flux Rider",43691792.4,551
1305,"Graviton Extractor",5876935.82,67
1305,"Ion Pulverizer",1449075.9,17
1305,"Quantum Bore",12768572.15,87
1305,"ReglAggregators",5762166.27,76
1306,"FexStram Carrier",4410044.99,60
1306,"Flux Rider",41107914.49,541
1306,"Graviton Extractor",5262549.27,78
1306,"Ion Pulverizer",773212.01,11
1306,"Quantum Bore",11551282.71,70
1306,"ReglAggregators",5079788.63,67
1307,"FexStram Carrier",4416620.1,59
1307,"Flux Rider",40033225.28,515
1307,"Graviton Extractor",5621575.69,78
1307,"Ion Pulverizer",1230357.83,17
1307,"Quantum Bore",10401032.83,80
1307,"ReglAggregators",5556771.92,78
1308,"FexStram Carrier",5786753.48,68
1308,"Flux Rider",46315712.73,569
1308,"Graviton Extractor",5839314.83,71
1308,"Ion Pulverizer",2020830.5,23
1308,"Quantum Bore",13526868.25,99
1308,"ReglAggregators",5909560.92,75
1309,"FexStram Carrier",5023288.79,63
1309,"Flux Rider",44012986.39,567
1309,"Graviton Extractor",5582581.3,78
1309,"Ion Pulverizer",1589263.81,18
1309,"Quantum Bore",9715902.25,78
1309,"ReglAggregators",6823707.21,83
1310,"FexStram Carrier",4117319.95,60
1310,"Flux Rider",43660200.62,576
1310,"Graviton Extractor",6099814.34,89
1310,"Ion Pulverizer",1391888.79,18
1310,"Quantum Bore",8897850.29,81
1310,"ReglAggregators",4836248.72,69
1311,"FexStram Carrier",4320717.36,62
1311,"Flux Rider",44055220.18,554
1311,"Graviton Extractor",6380557.99,76
1311,"Ion Pulverizer",1333789.08,21
1311,"Quantum Bore",10189088.15,85
1311,"ReglAggregators",4802959.28,69
1312,"FexStram Carrier",4165167.49,57
1312,"Flux Rider",45790134.19,585
1312,"Graviton Extractor",6914244.48,88
1312,"Ion Pulverizer",1322227.78,22
1312,"Quantum Bore",12363877.21,94
1312,"ReglAggregators",6026349.8,81
1313,"FexStram Carrier",4169973.39,52
1313,"Flux Rider",45520769.5,574
1313,"Graviton Extractor",6347318.46,80
1313,"Ion Pulverizer",1447593.39,19
1313,"Quantum Bore",7945642.88,68
1313,"ReglAggregators",5040737.32,78
1314,"FexStram Carrier",5308005.28,70
1314,"Flux Rider",43526698.37,560
1314,"Graviton Extractor",6091340.4,78
1314,"Ion Pulverizer",1100770.43,13
1314,"Quantum Bore",8456038.56,76
1314,"ReglAggregators",5813666.15,74
1315,"FexStram Carrier",5243386.43,62
1315,"Flux Rider",44489532.68,571
1315,"Graviton Extractor",5070373.44,72
1315,"Ion Pulverizer",1359719.63,22
1315,"Quantum Bore",15381165.21,90
1315,"ReglAggregators",5829869.4,75
1316,"FexStram Carrier",4137610.3,56
1316,"Flux Rider",43285109.86,554
1316,"Graviton Extractor",5566061.82,76
1316,"Ion Pulverizer",907966.29,11
1316,"Quantum Bore",10267776.12,82
1316,"ReglAggregators",6211702.43,81
1317,"FexStram Carrier",5506766.23,62
1317,"Flux Rider",41818997.75,541
1317,"Graviton Extractor",6373769.53,83
1317,"Ion Pulverizer",2051949.17,27
1317,"Quantum Bore",11394904.81,87
1317,"ReglAggregators",4132686.83,65
1318,"FexStram Carrier",4739382.27,63
1318,"Flux Rider",44291238.81,571
1318,"Graviton Extractor",5964946.26,80
1318,"Ion Pulverizer",917022.22,15
1318,"Quantum Bore",9580138.21,78
1318,"ReglAggregators",5828605.48,76
1319,"FexStram Carrier",5146980.04,71
1319,"Flux Rider",48163091.99,607
1319,"Graviton Extractor",5870937.24,79
1319,"Ion Pulverizer",934531.96,11
1319,"Quantum Bore",12771607,82
1319,"ReglAggregators",4843836.54,65
1320,"FexStram Carrier",3951444.52,53
1320,"Flux Rider",44576718.43,570
1320,"Graviton Extractor",5936803.83,76
1320,"Ion Pulverizer",1460474.41,10
1320,"Quantum Bore",8681419.34,74
1320,"ReglAggregators",6460401.17,97
1321,"FexStram Carrier",4171795.21,57
1321,"Flux Rider",42475117.29,563
1321,"Graviton Extractor",5079693.07,66
1321,"Ion Pulverizer",2101243.96,29
1321,"Quantum Bore",13106620.57,96
1321,"ReglAggregators",4405186.71,65
1322,"FexStram Carrier",3789415.32,48
1322,"Flux Rider",41484167.89,532
1322,"Graviton Extractor",5098865.24,68
1322,"Ion Pulverizer",1124382.68,15
1322,"Quantum Bore",13739849.09,71
1322,"ReglAggregators",5895755.76,76
1323,"FexStram Carrier",4250839.57,56
1323,"Flux Rider",41265150.75,554
1323,"Graviton Extractor",7663505.43,100
1323,"Ion Pulverizer",769425.8,10
1323,"Quantum Bore",9969285.57,77
1323,"ReglAggregators",5029020.02,69
1324,"FexStram Carrier",3617974.47,55
1324,"Flux Rider",43917684.47,564
1324,"Graviton Extractor",6490537.17,81
1324,"Ion Pulverizer",1035208.01,11
1324,"Quantum Bore",8720970.56,70
1324,"ReglAggregators",4566220.24,67
1325,"FexStram Carrier",3590199.05,59
1325,"Flux Rider",45765122.27,576
1325,"Graviton Extractor",6505555.15,93
1325,"Ion Pulverizer",1635508.33,20
1325,"Quantum Bore",9404935.91,75
1325,"ReglAggregators",6720950.78,80
1326,"FexStram Carrier",5068916.22,67
1326,"Flux Rider",41133982.03,545
1326,"Graviton Extractor",4226113.01,63
1326,"Ion Pulverizer",1257788.86,18
1326,"Quantum Bore",10268107.26,69
1326,"ReglAggregators",5479937.08,77
1327,"FexStram Carrier",3122155.91,42
1327,"Flux Rider",45022425.31,574
1327,"Graviton Extractor",6269363.31,74
1327,"Ion Pulverizer",1692344.57,22
1327,"Quantum Bore",10069616.94,83
1327,"ReglAggregators",5502111.11,73
1328,"FexStram Carrier",3930923.72,57
1328,"Flux Rider",45525022.09,599
1328,"Graviton Extractor",5003780.32,69
1328,"Ion Pulverizer",1430341.35,13
1328,"Quantum Bore",10609898.91,82
1328,"ReglAggregators",4623658.71,66
1329,"FexStram Carrier",5300471.67,63
1329,"Flux Rider",45539279.32,607
1329,"Graviton Extractor",6671456.41,93
1329,"Ion Pulverizer",1683603.93,20
1329,"Quantum Bore",10012075.26,85
1329,"ReglAggregators",6237536.63,73
1330,"FexStram Carrier",5446142.03,60
1330,"Flux Rider",40830148.82,532
1330,"Graviton Extractor",6669170.45,90
1330,"Ion Pulverizer",1036140.38,15
1330,"Quantum Bore",9453469.9,85
1330,"ReglAggregators",6015365.28,78
1331,"FexStram Carrier",4412069.46,59
1331,"Flux Rider",46490764.51,591
1331,"Graviton Extractor",6345412.25,84
1331,"Ion Pulverizer",1403966.87,17
1331,"Quantum Bore",17222965.58,93
1331,"ReglAggregators",6320654.49,72
1332,"FexStram Carrier",4588298.98,64
1332,"Flux Rider",43418469.54,572
1332,"Graviton Extractor",5637073.24,82
1332,"Ion Pulverizer",1140532.12,15
1332,"Quantum Bore",12457699.16,86
1332,"ReglAggregators",5533146.67,76
1333,"FexStram Carrier",5890623.69,67
1333,"Flux Rider",47417118.15,602
1333,"Graviton Extractor",4977393.1,74
1333,"Ion Pulverizer",949764.47,13
1333,"Quantum Bore",10877380.94,87
1333,"ReglAggregators",6085542.38,75
1334,"FexStram Carrier",3406766.91,50
1334,"Flux Rider",44223856.03,564
1334,"Graviton Extractor",6246747.81,85
1334,"Ion Pulverizer",1881535.71,21
1334,"Quantum Bore",12244923.04,96
1334,"ReglAggregators",5529288.55,79
1335,"FexStram Carrier",4554690.84,60
1335,"Flux Rider",44963741.6,593
1335,"Graviton Extractor",7038534.44,84
1335,"Ion Pulverizer",1720155.35,20
1335,"Quantum Bore",9493113.01,87
1335,"ReglAggregators",5788737.31,75
1336,"FexStram Carrier",3949229.63,50
1336,"Flux Rider",43876374.97,563
1336,"Graviton Extractor",6614372.22,85
1336,"Ion Pulverizer",1389430.29,20
1336,"Quantum Bore",9923227.08,83
1336,"ReglAggregators",5969497.5,66
1337,"FexStram Carrier",4191149.51,61
1337,"Flux Rider",45352214.19,574
1337,"Graviton Extractor",5706190.87,64
1337,"Ion Pulverizer",513165.52,9
1337,"Quantum Bore",11276189.87,69
1337,"ReglAggregators",5001672.65,71
1338,"FexStram Carrier",3756549.9,56
1338,"Flux Rider",41473799.97,551
1338,"Graviton Extractor",4905945.03,70
1338,"Ion Pulverizer",1658919.7,19
1338,"Quantum Bore",9835745.28,78
1338,"ReglAggregators",6443987.08,80
1339,"FexStram Carrier",3413392.33,47
1339,"Flux Rider",42036602.12,536
1339,"Graviton Extractor",5844732.1,89
1339,"Ion Pulverizer",1591237.47,15
1339,"Quantum Bore",10157602.23,84
1339,"ReglAggregators",4890403.02,67
1340,"FexStram Carrier",4335105.82,58
1340,"Flux Rider",42970078.78,564
1340,"Graviton Extractor",6278183.36,87
1340,"Ion Pulverizer",902951.4,14
1340,"Quantum Bore",7667211.73,67
1340,"ReglAggregators",5156447.52,68
1341,"FexStram Carrier",3712169.04,51
1341,"Flux Rider",43510759.3,569
1341,"Graviton Extractor",7298644.35,95
1341,"Ion Pulverizer",1247664.86,16
1341,"Quantum Bore",10748271.75,79
1341,"ReglAggregators",6190621.88,80
1342,"FexStram Carrier",4004293.64,59
1342,"Flux Rider",43969229.59,557
1342,"Graviton Extractor",6332736.38,82
1342,"Ion Pulverizer",1896325.56,17
1342,"Quantum Bore",15124492.48,90
1342,"ReglAggregators",5015752.62,68
1343,"FexStram Carrier",4498278.53,60
1343,"Flux Rider",42008625.05,546
1343,"Graviton Extractor",6708252.95,88
1343,"Ion Pulverizer",1949816.86,19
1343,"Quantum Bore",14252418.69,78
1343,"ReglAggregators",6014293.91,82
1344,"FexStram Carrier",3414951.84,51
1344,"Flux Rider",44244125.55,565
1344,"Graviton Extractor",5763267.8,69
1344,"Ion Pulverizer",1056478.53,16
1344,"Quantum Bore",10620067.91,79
1344,"ReglAggregators",4944338.85,70
1345,"FexStram Carrier",3336419.6,48
1345,"Flux Rider",43108627.97,559
1345,"Graviton Extractor",6793187.95,88
1345,"Ion Pulverizer",1458121.02,19
1345,"Quantum Bore",10536355.81,88
1345,"ReglAggregators",7189009.59,83
1346,"FexStram Carrier",4879028.69,64
1346,"Flux Rider",38141330.84,495
1346,"Graviton Extractor",6432037.4,86
1346,"Ion Pulverizer",861547.63,14
1346,"Quantum Bore",11776699.94,87
1346,"ReglAggregators",5534339.17,70
1347,"FexStram Carrier",4181546.89,54
1347,"Flux Rider",42806622.05,566
1347,"Graviton Extractor",6711709.6,85
1347,"Ion Pulverizer",1549684.43,16
1347,"Quantum Bore",11255437.37,89
1347,"ReglAggregators",4747713.14,62
1348,"FexStram Carrier",5055978.16,68
1348,"Flux Rider",39430430.62,517
1348,"Graviton Extractor",6245467.51,85
1348,"Ion Pulverizer",1587247.41,24
1348,"Quantum Bore",11666857.31,77
1348,"ReglAggregators",4718380.01,59
1349,"FexStram Carrier",3959839.12,55
1349,"Flux Rider",41666821.93,566
1349,"Graviton Extractor",5986864.31,68
1349,"Ion Pulverizer",1240979.83,18
1349,"Quantum Bore",11592166.06,73
1349,"ReglAggregators",6609765.32,79
1350,"FexStram Carrier",3654540.93,45
1350,"Flux Rider",41377840.79,556
1350,"Graviton Extractor",5704275.62,75
1350,"Ion Pulverizer",1704268.84,27
1350,"Quantum Bore",14373582.75,82
1350,"ReglAggregators",6001408.03,75
1351,"FexStram Carrier",3759860.94,50
1351,"Flux Rider",44563219.97,583
1351,"Graviton Extractor",6009395.16,76
1351,"Ion Pulverizer",1729948.37,18
1351,"Quantum Bore",11592415.33,92
1351,"ReglAggregators",4636367.22,62
1352,"FexStram Carrier",3972282.44,55
1352,"Flux Rider",42484319.75,559
