"sim","solar_system_original","agg_loss","claim_count"
1051,"Oryn Delta",7028795.57,91
1052,"Bayesian System",17472850.23,229
1052,"Helionis Cluster",46495821.92,588
1052,"Oryn Delta",7826355.33,102
1053,"Bayesian System",18948344.97,227
1053,"Helionis Cluster",48645932.07,614
1053,"Oryn Delta",6550543.73,86
1054,"Bayesian System",16276649.42,195
1054,"Helionis Cluster",44746207.21,561
1054,"Oryn Delta",7440990.66,94
1055,"Bayesian System",15334458.21,197
1055,"Helionis Cluster",47817710.31,565
1055,"Oryn Delta",5664742.08,75
1056,"Bayesian System",17827244.91,212
1056,"Helionis Cluster",43699247.7,566
1056,"Oryn Delta",8397544.61,98
1057,"Bayesian System",16295216.29,201
1057,"Helionis Cluster",50468014.09,606
1057,"Oryn Delta",8433406.62,108
1058,"Bayesian System",17430611.21,207
1058,"Helionis Cluster",47604246.47,581
1058,"Oryn Delta",7681314.12,95
1059,"Bayesian System",15648138.76,199
1059,"Helionis Cluster",45088533.31,582
1059,"Oryn Delta",6839954.73,92
1060,"Bayesian System",16569264.96,203
1060,"Helionis Cluster",43212730.37,554
1060,"Oryn Delta",8723063.43,89
1061,"Bayesian System",15036322.37,191
1061,"Helionis Cluster",52629294.41,564
1061,"Oryn Delta",9519651.25,105
1062,"Bayesian System",18923983.06,228
1062,"Helionis Cluster",48476208.47,585
1062,"Oryn Delta",7636519.42,88
1063,"Bayesian System",18944690.51,201
1063,"Helionis Cluster",48164727.39,607
1063,"Oryn Delta",9022991.6,106
1064,"Bayesian System",15618283.94,194
1064,"Helionis Cluster",49851001.32,594
1064,"Oryn Delta",7272508.72,90
1065,"Bayesian System",18616449.12,221
1065,"Helionis Cluster",47233532.79,592
1065,"Oryn Delta",7120781.78,86
1066,"Bayesian System",16740797.73,202
1066,"Helionis Cluster",47405302.49,595
1066,"Oryn Delta",8458750.83,98
1067,"Bayesian System",18146941.81,217
1067,"Helionis Cluster",51036241.55,577
1067,"Oryn Delta",11704433.61,93
1068,"Bayesian System",17004183.87,208
1068,"Helionis Cluster",50616019.97,589
1068,"Oryn Delta",7402792.01,82
1069,"Bayesian System",15754121.13,194
1069,"Helionis Cluster",45318385.38,575
1069,"Oryn Delta",6286387.41,73
1070,"Bayesian System",17221583.51,204
1070,"Helionis Cluster",49060644.85,611
1070,"Oryn Delta",6956718.43,78
1071,"Bayesian System",20279666.92,239
1071,"Helionis Cluster",46142693.06,580
1071,"Oryn Delta",7749451.08,104
1072,"Bayesian System",16778158.07,212
1072,"Helionis Cluster",44051021.88,556
1072,"Oryn Delta",7270312.39,86
1073,"Bayesian System",15117022.98,181
1073,"Helionis Cluster",42012921.01,519
1073,"Oryn Delta",8493412.06,113
1074,"Bayesian System",19535851.01,232
1074,"Helionis Cluster",46686104.72,584
1074,"Oryn Delta",8714535.22,98
1075,"Bayesian System",16208239.77,221
1075,"Helionis Cluster",48101509.7,584
1075,"Oryn Delta",8506458.35,102
1076,"Bayesian System",17366397.46,202
1076,"Helionis Cluster",44731143.4,534
1076,"Oryn Delta",7693781.82,86
1077,"Bayesian System",16430506.87,201
1077,"Helionis Cluster",48993259.19,589
1077,"Oryn Delta",7663063.26,98
1078,"Bayesian System",16717823.9,212
1078,"Helionis Cluster",48324840.27,609
1078,"Oryn Delta",8975614.66,109
1079,"Bayesian System",17819534.22,213
1079,"Helionis Cluster",42157437.97,524
1079,"Oryn Delta",6705096.13,91
1080,"Bayesian System",19918748.51,218
1080,"Helionis Cluster",48688018.52,590
1080,"Oryn Delta",8315057.04,103
1081,"Bayesian System",16734896.23,204
1081,"Helionis Cluster",48954370.91,581
1081,"Oryn Delta",7538347.2,97
1082,"Bayesian System",16295136.82,198
1082,"Helionis Cluster",49999602.49,600
1082,"Oryn Delta",8793589.9,105
1083,"Bayesian System",18485011.71,204
1083,"Helionis Cluster",44598760.77,561
1083,"Oryn Delta",7947258.04,90
1084,"Bayesian System",16051759.73,197
1084,"Helionis Cluster",47047879.44,574
1084,"Oryn Delta",6924710.85,82
1085,"Bayesian System",17797797.44,210
1085,"Helionis Cluster",43947189.45,553
1085,"Oryn Delta",7905057.12,105
1086,"Bayesian System",14504184,187
1086,"Helionis Cluster",46136671.54,571
1086,"Oryn Delta",7234849.13,100
1087,"Bayesian System",15131171.54,201
1087,"Helionis Cluster",46316026.99,586
1087,"Oryn Delta",7177223.92,85
1088,"Bayesian System",13508988.72,169
1088,"Helionis Cluster",46421372.3,594
1088,"Oryn Delta",7168220.84,82
1089,"Bayesian System",17531153.47,192
1089,"Helionis Cluster",45651118.52,577
1089,"Oryn Delta",8037433.16,95
1090,"Bayesian System",15388613.39,195
1090,"Helionis Cluster",48632949.65,587
1090,"Oryn Delta",7239691.13,94
1091,"Bayesian System",17191951.82,201
1091,"Helionis Cluster",44825626.67,555
1091,"Oryn Delta",8223610.77,93
1092,"Bayesian System",18191593.02,219
1092,"Helionis Cluster",46857957.5,578
1092,"Oryn Delta",7657540.22,86
1093,"Bayesian System",16124905.55,206
1093,"Helionis Cluster",50155960.3,573
1093,"Oryn Delta",7229158.18,85
1094,"Bayesian System",14129012.53,183
1094,"Helionis Cluster",50651411.91,611
1094,"Oryn Delta",6952042.77,84
1095,"Bayesian System",16093799.95,198
1095,"Helionis Cluster",42714740.61,544
1095,"Oryn Delta",6394666.43,78
1096,"Bayesian System",17144946.15,211
1096,"Helionis Cluster",44210678.43,567
1096,"Oryn Delta",7354876.43,77
1097,"Bayesian System",14953245.44,194
1097,"Helionis Cluster",52400517,629
1097,"Oryn Delta",7605853.61,91
1098,"Bayesian System",16891993.97,210
1098,"Helionis Cluster",48572611.52,582
1098,"Oryn Delta",8789011.93,100
1099,"Bayesian System",16298310.23,203
1099,"Helionis Cluster",48305533.18,575
1099,"Oryn Delta",8518328.01,96
1100,"Bayesian System",15000408.17,186
1100,"Helionis Cluster",44154962.21,563
1100,"Oryn Delta",6647026.46,80
1101,"Bayesian System",16891478.82,213
1101,"Helionis Cluster",47471266.7,584
1101,"Oryn Delta",7066908.45,84
1102,"Bayesian System",14867670.12,190
1102,"Helionis Cluster",48299826.73,598
1102,"Oryn Delta",6798747.91,85
1103,"Bayesian System",15444477.43,177
1103,"Helionis Cluster",46937452.45,563
1103,"Oryn Delta",7221194.6,89
1104,"Bayesian System",15290982.25,186
1104,"Helionis Cluster",48233825.16,584
1104,"Oryn Delta",8398065.57,88
1105,"Bayesian System",15465929.6,190
1105,"Helionis Cluster",49806112.51,594
1105,"Oryn Delta",8532759.19,100
1106,"Bayesian System",17061745.03,219
1106,"Helionis Cluster",48654984.68,575
1106,"Oryn Delta",7604609.58,86
1107,"Bayesian System",16618729.67,211
1107,"Helionis Cluster",48458850.67,545
1107,"Oryn Delta",9017331.83,114
1108,"Bayesian System",17188092.12,198
1108,"Helionis Cluster",45917141.64,609
1108,"Oryn Delta",9375180.52,106
1109,"Bayesian System",17319697.9,199
1109,"Helionis Cluster",46969678.14,575
1109,"Oryn Delta",7586225.1,92
1110,"Bayesian System",16776600.08,211
1110,"Helionis Cluster",49368938.89,598
1110,"Oryn Delta",7427704.77,96
1111,"Bayesian System",16976851.63,210
1111,"Helionis Cluster",44258830.7,579
1111,"Oryn Delta",8069956.83,91
1112,"Bayesian System",17025603.57,203
1112,"Helionis Cluster",47321000.96,600
1112,"Oryn Delta",7185097.05,83
1113,"Bayesian System",18260393.27,210
1113,"Helionis Cluster",42062713.98,539
1113,"Oryn Delta",7828139.56,97
1114,"Bayesian System",15759230.66,205
1114,"Helionis Cluster",47796579.13,594
1114,"Oryn Delta",9128894.48,113
1115,"Bayesian System",16786755.31,200
1115,"Helionis Cluster",45587007.09,563
1115,"Oryn Delta",7687633.19,85
1116,"Bayesian System",15125606.99,179
1116,"Helionis Cluster",45222710.59,553
1116,"Oryn Delta",6411157.13,80
1117,"Bayesian System",16137866.56,200
1117,"Helionis Cluster",47295667.43,580
1117,"Oryn Delta",8322546.93,90
1118,"Bayesian System",16273415.97,193
1118,"Helionis Cluster",48216622.05,591
1118,"Oryn Delta",9128844.46,91
1119,"Bayesian System",15396151.59,187
1119,"Helionis Cluster",46119275.93,567
1119,"Oryn Delta",7496491.05,92
1120,"Bayesian System",15894849.86,186
1120,"Helionis Cluster",46821679.88,561
1120,"Oryn Delta",8724449.34,78
1121,"Bayesian System",15739176.03,197
1121,"Helionis Cluster",45685329.4,556
1121,"Oryn Delta",9341416.6,109
1122,"Bayesian System",17277479.62,208
1122,"Helionis Cluster",46892968.36,594
1122,"Oryn Delta",6956302.75,94
1123,"Bayesian System",20193431.74,212
1123,"Helionis Cluster",47894886.82,574
1123,"Oryn Delta",7121416.31,91
1124,"Bayesian System",17397896.35,221
1124,"Helionis Cluster",46937997.32,564
1124,"Oryn Delta",8025103.7,96
1125,"Bayesian System",14504172.78,188
1125,"Helionis Cluster",50615939.65,608
1125,"Oryn Delta",6240611.08,81
1126,"Bayesian System",17001276.99,208
1126,"Helionis Cluster",46791806.7,575
1126,"Oryn Delta",8625917.7,99
1127,"Bayesian System",12814632.59,155
1127,"Helionis Cluster",46235924.05,571
1127,"Oryn Delta",8748482.08,104
1128,"Bayesian System",15830873.09,191
1128,"Helionis Cluster",48813648.88,601
1128,"Oryn Delta",6097374.34,84
1129,"Bayesian System",15227457.27,205
1129,"Helionis Cluster",53650005.84,666
1129,"Oryn Delta",7619822.21,96
1130,"Bayesian System",18001536.21,214
1130,"Helionis Cluster",47018125.02,572
1130,"Oryn Delta",6166102.85,81
1131,"Bayesian System",16032111.42,191
1131,"Helionis Cluster",49637970.88,595
1131,"Oryn Delta",5717080.84,79
1132,"Bayesian System",16668169.33,198
1132,"Helionis Cluster",47919061.29,562
1132,"Oryn Delta",5755858.59,80
1133,"Bayesian System",18202778.49,208
1133,"Helionis Cluster",47307170.89,578
1133,"Oryn Delta",7739220.97,103
1134,"Bayesian System",18749051.71,209
1134,"Helionis Cluster",47859713.86,585
1134,"Oryn Delta",9344463.02,94
1135,"Bayesian System",15961998.29,207
1135,"Helionis Cluster",49839510.45,612
1135,"Oryn Delta",8487355.03,108
1136,"Bayesian System",19639774.99,207
1136,"Helionis Cluster",45021810.39,566
1136,"Oryn Delta",6156460.23,81
1137,"Bayesian System",18096715.38,226
1137,"Helionis Cluster",47906583.53,600
1137,"Oryn Delta",8073688.21,92
1138,"Bayesian System",17625778.76,217
1138,"Helionis Cluster",50654665.06,595
1138,"Oryn Delta",7768180.28,95
1139,"Bayesian System",16302600.39,206
1139,"Helionis Cluster",47606444.55,593
1139,"Oryn Delta",7484256.38,94
1140,"Bayesian System",17280311.72,201
1140,"Helionis Cluster",47421222.04,577
1140,"Oryn Delta",9052347.78,101
1141,"Bayesian System",17218641.01,201
1141,"Helionis Cluster",48272586.18,596
1141,"Oryn Delta",6297645.17,79
1142,"Bayesian System",18369193.5,230
1142,"Helionis Cluster",44374563.19,575
1142,"Oryn Delta",8287533.6,93
1143,"Bayesian System",16605321.57,206
1143,"Helionis Cluster",47116398.68,571
1143,"Oryn Delta",8123540.79,100
1144,"Bayesian System",17296816.32,224
1144,"Helionis Cluster",42610313.98,529
1144,"Oryn Delta",8140391.81,104
1145,"Bayesian System",16215855.16,194
1145,"Helionis Cluster",54696896.41,570
1145,"Oryn Delta",8631600.46,103
1146,"Bayesian System",15645603.59,196
1146,"Helionis Cluster",44646928.09,562
1146,"Oryn Delta",7171338.47,93
1147,"Bayesian System",15309558.08,194
1147,"Helionis Cluster",45595725.15,575
1147,"Oryn Delta",9824386.46,105
1148,"Bayesian System",16066957.07,205
1148,"Helionis Cluster",44830690.87,556
1148,"Oryn Delta",7715653.64,92
1149,"Bayesian System",16207097.17,198
1149,"Helionis Cluster",45175439.43,568
1149,"Oryn Delta",8123104.94,94
1150,"Bayesian System",15446519.69,190
1150,"Helionis Cluster",47206895.27,563
1150,"Oryn Delta",8643841.2,102
1151,"Bayesian System",15613243.02,188
1151,"Helionis Cluster",45472456.83,561
1151,"Oryn Delta",9135629.42,109
1152,"Bayesian System",19205376.04,220
1152,"Helionis Cluster",48932973.59,581
1152,"Oryn Delta",5599621.58,71
1153,"Bayesian System",14342867.98,185
1153,"Helionis Cluster",46903547.25,557
1153,"Oryn Delta",7407831.73,94
1154,"Bayesian System",15934476.3,203
1154,"Helionis Cluster",50992745.09,589
1154,"Oryn Delta",7592126.31,97
1155,"Bayesian System",15464137.63,183
1155,"Helionis Cluster",45025383.35,562
1155,"Oryn Delta",6653613.55,91
1156,"Bayesian System",14587261.26,192
1156,"Helionis Cluster",46958741.54,594
1156,"Oryn Delta",6400281.95,91
1157,"Bayesian System",17288475.6,218
1157,"Helionis Cluster",46649885.22,583
1157,"Oryn Delta",8254623.05,93
1158,"Bayesian System",17274029.2,212
1158,"Helionis Cluster",46270215.29,560
1158,"Oryn Delta",6961371.35,82
1159,"Bayesian System",16096976.41,207
1159,"Helionis Cluster",47278501.8,607
1159,"Oryn Delta",6804158.09,95
1160,"Bayesian System",16389188.4,194
1160,"Helionis Cluster",49859474.42,613
1160,"Oryn Delta",13010565.95,103
1161,"Bayesian System",17689672.7,200
1161,"Helionis Cluster",47544186.75,597
1161,"Oryn Delta",8911533.33,104
1162,"Bayesian System",17865584.48,206
1162,"Helionis Cluster",48831791.04,586
1162,"Oryn Delta",9772472.54,87
1163,"Bayesian System",16269986.87,202
1163,"Helionis Cluster",48233724.36,583
1163,"Oryn Delta",9334974.52,106
1164,"Bayesian System",14736411.34,197
1164,"Helionis Cluster",44195593.67,567
1164,"Oryn Delta",10181213.38,111
1165,"Bayesian System",14989685.94,188
1165,"Helionis Cluster",49927406.18,592
1165,"Oryn Delta",7605044.72,88
1166,"Bayesian System",14300591.99,182
1166,"Helionis Cluster",46588277.49,537
1166,"Oryn Delta",7307034.09,97
1167,"Bayesian System",16239150.74,210
1167,"Helionis Cluster",44548958.34,552
1167,"Oryn Delta",5502901.69,72
1168,"Bayesian System",15186368.62,187
1168,"Helionis Cluster",48907745.54,579
1168,"Oryn Delta",7500679.77,94
1169,"Bayesian System",13373287.09,165
1169,"Helionis Cluster",45849184.7,583
1169,"Oryn Delta",6569575.54,91
1170,"Bayesian System",17082771.31,204
1170,"Helionis Cluster",51027335.75,608
1170,"Oryn Delta",6286506.6,85
1171,"Bayesian System",16784071.37,214
1171,"Helionis Cluster",46316335.77,582
1171,"Oryn Delta",8094314.86,95
1172,"Bayesian System",17137322.34,205
1172,"Helionis Cluster",45775126.12,576
1172,"Oryn Delta",9040171.52,114
1173,"Bayesian System",16332779.62,205
1173,"Helionis Cluster",45832257.89,581
1173,"Oryn Delta",10179561.84,121
1174,"Bayesian System",16488785.9,201
1174,"Helionis Cluster",50750575.5,600
1174,"Oryn Delta",6338088.86,80
1175,"Bayesian System",18320865.14,188
1175,"Helionis Cluster",53233904.41,632
1175,"Oryn Delta",8711067.57,107
1176,"Bayesian System",19086830.93,232
1176,"Helionis Cluster",45485152.28,580
1176,"Oryn Delta",5796507.92,77
1177,"Bayesian System",16187163.2,209
1177,"Helionis Cluster",47973598.26,566
1177,"Oryn Delta",7788722.84,87
1178,"Bayesian System",14942806.62,188
1178,"Helionis Cluster",47041655.18,595
1178,"Oryn Delta",6223234.87,82
1179,"Bayesian System",14668020.71,176
1179,"Helionis Cluster",43347494.57,556
1179,"Oryn Delta",7803940.95,94
1180,"Bayesian System",16649666.68,197
1180,"Helionis Cluster",45968835.47,574
1180,"Oryn Delta",7680598.41,84
1181,"Bayesian System",15164207.27,186
1181,"Helionis Cluster",45087252.64,571
1181,"Oryn Delta",6876546,90
1182,"Bayesian System",20573836.45,259
1182,"Helionis Cluster",41490238.8,523
1182,"Oryn Delta",7740122.95,92
1183,"Bayesian System",15327845.99,196
1183,"Helionis Cluster",46640449.32,580
1183,"Oryn Delta",9196167.54,110
1184,"Bayesian System",17800817.37,222
1184,"Helionis Cluster",48066219.02,618
1184,"Oryn Delta",6971961.18,100
1185,"Bayesian System",16801110.8,203
1185,"Helionis Cluster",49542067.61,580
1185,"Oryn Delta",11200817.69,88
1186,"Bayesian System",18023735.52,212
1186,"Helionis Cluster",48289412.23,603
1186,"Oryn Delta",4791720.83,65
1187,"Bayesian System",15425300.12,179
1187,"Helionis Cluster",45669418.03,571
1187,"Oryn Delta",5716531.42,69
1188,"Bayesian System",16388774.39,192
1188,"Helionis Cluster",53039457.98,656
1188,"Oryn Delta",7260592.48,88
1189,"Bayesian System",18027861.32,204
1189,"Helionis Cluster",42109749.78,520
1189,"Oryn Delta",6528934.85,84
1190,"Bayesian System",16472351.99,204
1190,"Helionis Cluster",48026691.95,630
1190,"Oryn Delta",6801561.81,96
1191,"Bayesian System",14976049.59,181
1191,"Helionis Cluster",45560952.02,552
1191,"Oryn Delta",7229376.76,99
1192,"Bayesian System",14875781.97,190
1192,"Helionis Cluster",49837076.36,614
1192,"Oryn Delta",7715011.36,86
1193,"Bayesian System",13983463.79,184
1193,"Helionis Cluster",50264810.25,584
1193,"Oryn Delta",6611656.93,81
1194,"Bayesian System",16119663.01,179
1194,"Helionis Cluster",45628226.27,579
1194,"Oryn Delta",8171219.35,90
1195,"Bayesian System",13980770.66,178
1195,"Helionis Cluster",49029220.98,604
1195,"Oryn Delta",7153745.19,82
1196,"Bayesian System",15465982.57,185
1196,"Helionis Cluster",44955097.09,569
1196,"Oryn Delta",8717980.15,98
1197,"Bayesian System",15258948.52,200
1197,"Helionis Cluster",46106392.61,578
1197,"Oryn Delta",8191363.18,95
1198,"Bayesian System",17248910.17,182
1198,"Helionis Cluster",43887259.97,546
1198,"Oryn Delta",9166952.23,89
1199,"Bayesian System",16633598.28,219
1199,"Helionis Cluster",44971712.18,577
1199,"Oryn Delta",8893681.63,108
1200,"Bayesian System",16522821.63,199
1200,"Helionis Cluster",48301124.05,597
1200,"Oryn Delta",7284588.9,92
1201,"Bayesian System",18665307.9,218
1201,"Helionis Cluster",49191493.81,607
1201,"Oryn Delta",8937783.52,106
1202,"Bayesian System",17628105.63,211
1202,"Helionis Cluster",49625093.63,600
1202,"Oryn Delta",8072754.87,99
1203,"Bayesian System",16078255.7,198
1203,"Helionis Cluster",48153313.43,550
1203,"Oryn Delta",6775223.82,92
1204,"Bayesian System",16638961.02,213
1204,"Helionis Cluster",45953214.25,556
1204,"Oryn Delta",6924125.96,86
1205,"Bayesian System",15933338.42,193
1205,"Helionis Cluster",45708413.87,569
1205,"Oryn Delta",5969338.7,68
1206,"Bayesian System",18902278.7,227
1206,"Helionis Cluster",45472465.37,582
1206,"Oryn Delta",7938620.89,95
1207,"Bayesian System",14786057.15,199
1207,"Helionis Cluster",45157455.64,564
1207,"Oryn Delta",7026992.76,94
1208,"Bayesian System",16210507.65,197
1208,"Helionis Cluster",44554936.44,583
1208,"Oryn Delta",7470054.2,97
1209,"Bayesian System",22356510.94,211
1209,"Helionis Cluster",50201312.88,584
1209,"Oryn Delta",6975678.13,85
1210,"Bayesian System",15898862.44,211
1210,"Helionis Cluster",48027379,583
1210,"Oryn Delta",8234631.9,91
1211,"Bayesian System",15284284.88,200
1211,"Helionis Cluster",45515592.48,568
1211,"Oryn Delta",5974287.1,75
1212,"Bayesian System",16500474.31,192
1212,"Helionis Cluster",49840216.65,625
1212,"Oryn Delta",8336173.45,95
1213,"Bayesian System",14536645.62,185
1213,"Helionis Cluster",49563633.37,604
1213,"Oryn Delta",6720280.89,79
1214,"Bayesian System",17310629.83,213
1214,"Helionis Cluster",47184019.07,567
1214,"Oryn Delta",7274743.57,82
1215,"Bayesian System",14879096.42,182
1215,"Helionis Cluster",46329632.85,565
1215,"Oryn Delta",5735746.41,75
1216,"Bayesian System",13764678.3,178
1216,"Helionis Cluster",47635716.86,570
1216,"Oryn Delta",8853217.99,100
1217,"Bayesian System",16349801.23,202
1217,"Helionis Cluster",46936476.81,605
1217,"Oryn Delta",7584576.73,92
1218,"Bayesian System",14848270.94,189
1218,"Helionis Cluster",45257190.26,552
1218,"Oryn Delta",8990371.34,108
1219,"Bayesian System",15637516.22,204
1219,"Helionis Cluster",45956860.34,570
1219,"Oryn Delta",6268465.33,83
1220,"Bayesian System",15093493.39,184
1220,"Helionis Cluster",50025018.1,625
1220,"Oryn Delta",7448443.45,94
1221,"Bayesian System",15652040.55,207
1221,"Helionis Cluster",44804928.42,566
1221,"Oryn Delta",8518494.37,111
1222,"Bayesian System",16231850.41,201
1222,"Helionis Cluster",48537812.91,586
1222,"Oryn Delta",8054231.83,95
1223,"Bayesian System",21261397.98,216
1223,"Helionis Cluster",45517766.64,545
1223,"Oryn Delta",8888319.64,101
1224,"Bayesian System",15042538.07,185
1224,"Helionis Cluster",50136106.65,596
1224,"Oryn Delta",7162224.66,94
1225,"Bayesian System",17634944.28,215
1225,"Helionis Cluster",48575995.09,605
1225,"Oryn Delta",9517852.88,117
1226,"Bayesian System",16764557.1,210
1226,"Helionis Cluster",45441285.81,566
1226,"Oryn Delta",7433193.41,90
1227,"Bayesian System",16281000.61,202
1227,"Helionis Cluster",47994186.85,579
1227,"Oryn Delta",9692155.85,109
1228,"Bayesian System",15173457.23,195
1228,"Helionis Cluster",47528926.01,581
1228,"Oryn Delta",7186333.03,93
1229,"Bayesian System",17108784.31,210
1229,"Helionis Cluster",46367518.84,573
1229,"Oryn Delta",7988583.18,96
1230,"Bayesian System",16528122.48,203
1230,"Helionis Cluster",47439593.6,568
1230,"Oryn Delta",6513305.62,91
1231,"Bayesian System",16772036.6,213
1231,"Helionis Cluster",48151563.2,599
1231,"Oryn Delta",8190305.83,111
1232,"Bayesian System",16770825.06,196
1232,"Helionis Cluster",49339748.84,616
1232,"Oryn Delta",8245989.73,99
1233,"Bayesian System",15427456.98,197
1233,"Helionis Cluster",51085997.38,578
1233,"Oryn Delta",7321632.26,92
1234,"Bayesian System",15010160.18,189
1234,"Helionis Cluster",45241483.33,566
1234,"Oryn Delta",6266484.79,77
1235,"Bayesian System",14155178.71,182
1235,"Helionis Cluster",47046095.22,599
1235,"Oryn Delta",7872862.77,97
1236,"Bayesian System",15255325.66,191
1236,"Helionis Cluster",49394018.63,593
1236,"Oryn Delta",7267328.23,104
1237,"Bayesian System",17509479.53,212
1237,"Helionis Cluster",52614791.54,629
1237,"Oryn Delta",12573513.64,89
1238,"Bayesian System",16801958.29,202
1238,"Helionis Cluster",46373974.05,567
1238,"Oryn Delta",6940584.26,85
1239,"Bayesian System",14150516.83,194
1239,"Helionis Cluster",48375246.97,585
1239,"Oryn Delta",5605657.64,83
1240,"Bayesian System",17896348.73,209
1240,"Helionis Cluster",44861455.47,557
1240,"Oryn Delta",9639903.76,114
1241,"Bayesian System",16234234.06,209
1241,"Helionis Cluster",42508718.58,558
1241,"Oryn Delta",8659463.26,100
1242,"Bayesian System",15903567.61,200
1242,"Helionis Cluster",50668786.3,618
1242,"Oryn Delta",8652651.21,101
1243,"Bayesian System",15876953.27,202
1243,"Helionis Cluster",44997135.22,559
1243,"Oryn Delta",8473306.6,95
1244,"Bayesian System",16234538.89,181
1244,"Helionis Cluster",44839718.73,528
1244,"Oryn Delta",6900251.07,90
1245,"Bayesian System",18615872.28,221
1245,"Helionis Cluster",46401444.43,573
1245,"Oryn Delta",8174408.39,105
1246,"Bayesian System",16817592.1,205
1246,"Helionis Cluster",45673213.79,567
1246,"Oryn Delta",7249479.4,88
1247,"Bayesian System",17179755.64,201
1247,"Helionis Cluster",44473892.69,548
1247,"Oryn Delta",6869040.01,90
1248,"Bayesian System",16835516.57,205
1248,"Helionis Cluster",49213489.37,553
1248,"Oryn Delta",10173774.06,98
1249,"Bayesian System",18154755.26,211
1249,"Helionis Cluster",45749876.51,590
1249,"Oryn Delta",10294309.51,91
1250,"Bayesian System",17040144.25,200
1250,"Helionis Cluster",46667233.48,568
1250,"Oryn Delta",7261427.74,95
1251,"Bayesian System",17778087.42,226
1251,"Helionis Cluster",45250964.7,565
1251,"Oryn Delta",6970818.49,91
1252,"Bayesian System",16042500.07,196
1252,"Helionis Cluster",45271312.89,573
1252,"Oryn Delta",8446874.44,93
1253,"Bayesian System",16975185.26,214
1253,"Helionis Cluster",46191297.14,551
1253,"Oryn Delta",9920697.91,119
1254,"Bayesian System",17367393.17,216
1254,"Helionis Cluster",46748147.33,579
1254,"Oryn Delta",7093475.76,90
1255,"Bayesian System",14662355.41,193
1255,"Helionis Cluster",48554587.03,606
1255,"Oryn Delta",6267055.57,81
1256,"Bayesian System",14355700.24,189
1256,"Helionis Cluster",46842308.32,556
1256,"Oryn Delta",9778754.95,108
1257,"Bayesian System",18116153.07,206
1257,"Helionis Cluster",49531897.15,595
1257,"Oryn Delta",7586274.9,93
1258,"Bayesian System",15614219.4,185
1258,"Helionis Cluster",50384238.29,621
1258,"Oryn Delta",9655788.11,108
1259,"Bayesian System",18283876.71,220
1259,"Helionis Cluster",42491912.51,514
1259,"Oryn Delta",8949574.07,105
1260,"Bayesian System",15891463.1,193
1260,"Helionis Cluster",48444968.5,578
1260,"Oryn Delta",6795365.66,91
1261,"Bayesian System",17428160.85,215
1261,"Helionis Cluster",48891601.61,605
1261,"Oryn Delta",8011396.05,94
1262,"Bayesian System",18178755.47,218
1262,"Helionis Cluster",52040779.81,602
1262,"Oryn Delta",7306320.52,81
1263,"Bayesian System",15670221.25,202
1263,"Helionis Cluster",47781486.18,604
1263,"Oryn Delta",8131306.04,93
1264,"Bayesian System",15497345.65,190
1264,"Helionis Cluster",49562749.86,614
1264,"Oryn Delta",7814799.18,92
1265,"Bayesian System",15120523.69,179
1265,"Helionis Cluster",46760766.51,558
1265,"Oryn Delta",8045057.81,100
1266,"Bayesian System",14523740.29,189
1266,"Helionis Cluster",45629407.79,569
1266,"Oryn Delta",8585948.98,101
1267,"Bayesian System",15986313.57,197
1267,"Helionis Cluster",51414769.88,608
1267,"Oryn Delta",6770594.59,81
1268,"Bayesian System",16702316.83,192
1268,"Helionis Cluster",45230053.39,577
1268,"Oryn Delta",8024377.65,97
1269,"Bayesian System",19343534.72,192
1269,"Helionis Cluster",45669289.88,585
1269,"Oryn Delta",8606211.47,98
1270,"Bayesian System",14538019.18,191
1270,"Helionis Cluster",46519753.71,578
1270,"Oryn Delta",6028532.93,81
1271,"Bayesian System",18706697.91,220
1271,"Helionis Cluster",46953407.01,563
1271,"Oryn Delta",10767783.91,109
1272,"Bayesian System",15563563.93,190
1272,"Helionis Cluster",48592440.03,598
1272,"Oryn Delta",8888408.68,110
1273,"Bayesian System",16648095.5,208
1273,"Helionis Cluster",49426173.33,618
1273,"Oryn Delta",7354008.05,91
1274,"Bayesian System",15047104.28,184
1274,"Helionis Cluster",47329065.7,614
1274,"Oryn Delta",8156990.17,100
1275,"Bayesian System",18419695.11,213
1275,"Helionis Cluster",49469234.77,586
1275,"Oryn Delta",6313594.95,82
1276,"Bayesian System",17316287.38,204
1276,"Helionis Cluster",45543028.94,576
1276,"Oryn Delta",6899633.22,82
1277,"Bayesian System",18452517.66,220
1277,"Helionis Cluster",49551179.52,592
1277,"Oryn Delta",8515211.37,94
1278,"Bayesian System",16620495.49,199
1278,"Helionis Cluster",46861087.07,561
1278,"Oryn Delta",7197900.37,84
1279,"Bayesian System",18172851.32,224
1279,"Helionis Cluster",51525883.63,625
1279,"Oryn Delta",8556143.14,110
1280,"Bayesian System",15307867.65,193
1280,"Helionis Cluster",48055118.35,570
1280,"Oryn Delta",7376187.26,93
1281,"Bayesian System",15393928.87,195
1281,"Helionis Cluster",45919871.07,554
1281,"Oryn Delta",9136442.37,108
1282,"Bayesian System",17385447.54,201
1282,"Helionis Cluster",45728679.2,573
1282,"Oryn Delta",9702973.11,107
1283,"Bayesian System",18189268.62,217
1283,"Helionis Cluster",50525879.14,617
1283,"Oryn Delta",7416817.95,89
1284,"Bayesian System",16011426.48,196
1284,"Helionis Cluster",47805163.02,588
