"sim","Bayesia System","Helionis Cluster","Oryn Delta"
2691,427370.39,752331.97,278374.71
2692,484952.39,779634.26,209753.42
2693,370927.97,807718.21,233169.85
2694,372560.33,683423.11,225474.69
2695,342025.52,747396.52,173553.34
2696,323652.92,850571.57,183093.37
2697,277870.61,764564.77,244935.19
2698,408024.44,553964.2,325072.47
2699,388440.53,789147.12,191006.4
2700,525827.77,675316.41,275958.59
2701,429371.24,677122.9,189203.22
2702,534604.43,835354.1,173953.43
2703,418568.61,689396.51,208428.56
2704,572489.03,974523.98,215895
2705,362820.69,771548.12,246917.87
2706,412521.2,936350.75,192521.95
2707,336419.75,752491.44,188011.81
2708,270677.62,1067146.95,189735.91
2709,325116.65,687975.02,338231.86
2710,346732.05,835555.96,288491.37
2711,430247.87,875199.81,213934.52
2712,361861.57,709856.06,231803.79
2713,445913.96,702541.74,299403.86
2714,449342.89,783411.4,259230.1
2715,277750.38,672408.24,258740.32
2716,322299.19,803961.38,198054.93
2717,335316.65,750334.14,241438.21
2718,390859.79,818439.21,187237.2
2719,335053.16,649498.06,142225.44
2720,307404.92,829933.59,217341.54
2721,321423.49,919265.48,232300.08
2722,413949.47,630016.2,176634.59
2723,522799.8,583258.2,214612.45
2724,539887.15,755629.01,162633.07
2725,362786.83,637320.23,235156.86
2726,357316.91,594912,298074.38
2727,323685.81,755407.97,288943.77
2728,412665.44,717947.51,192418.38
2729,454932.25,712178.79,153942.94
2730,469080.78,997935.27,218056.26
2731,416917.34,723891.77,221240.37
2732,459395.14,788372.98,230264.33
2733,391741.35,656870.37,232104.45
2734,364239.37,763974.62,213495.95
2735,328827.01,783386.56,339069.01
2736,331665.58,847482.62,243472.73
2737,509823.59,845953.07,212312.1
2738,341630.53,742482.5,224041.79
2739,373315.49,620094.51,212974.86
2740,266354.38,657151.47,240366.2
2741,336604.83,627986.1,233229.3
2742,456251.71,839388.62,289186.51
2743,327071.41,762976.79,246433.35
2744,318968.72,710212.73,168578.23
2745,341951.48,783218.92,362620.48
2746,385172.94,954789.7,176068.1
2747,379415.36,878556.73,239908.99
2748,350216.32,688290.19,234901.18
2749,301893.42,670887.44,299992.18
2750,358300.28,796811.93,234813.37
2751,351550.85,742361.63,187496.92
2752,292375.51,747928.43,396937.42
2753,306755.81,714762.73,217438.92
2754,416940.93,977802.64,209513.43
2755,303013.64,673932.8,237596.71
2756,382859.42,901857.32,327831.96
2757,281878.26,647638.36,275485.91
2758,319114.44,744887.02,227002.67
2759,429115.23,882691.03,206612.17
2760,301762.54,867959.33,250687.3
2761,286503.31,851637.31,176350.5
2762,462409.62,732165.99,300933.98
2763,356080,682029.02,230905.88
2764,336281.19,729626.49,188531.06
2765,383358.88,809803.26,189634.34
2766,387568.15,840481.6,232351.51
2767,392623.28,753525.31,160852.6
2768,367452.39,602345.34,175765.01
2769,311721.11,803775.03,170533.34
2770,410689.75,659571.28,282665.68
2771,379481.29,937385.95,269491.24
2772,270318.4,772556.6,250685.53
2773,387651.1,845727.28,226489.39
2774,357476.94,776674.93,180685.28
2775,400882.4,712448.86,221750.68
2776,438037.6,727256.37,207458
2777,346562.33,808721.82,213287.04
2778,313509.27,874697.03,243218.33
2779,294554.93,709148.75,257185.05
2780,345059.78,727661.26,207444.21
2781,431431.16,1103424.78,158864.55
2782,390240.85,847717.83,309361.76
2783,543889.3,845539.9,228051.2
2784,324436.87,828003.39,219557.56
2785,333763.22,694741.66,269655.41
2786,316860.63,757432.59,173253.33
2787,361619.35,955578.3,194668.53
2788,338191.24,801557.17,252406.15
2789,613912.41,677329.07,225102.4
2790,502909.58,784812.74,201167.12
2791,337203.23,780869.36,140471.16
2792,315436.57,753052.22,255730.84
2793,360429.04,773960.25,332478.59
2794,345093.08,648112.66,198764.6
2795,362046.15,871064.63,179260.88
2796,339535.35,689964.62,207413.02
2797,447233.71,907577.92,253269.88
2798,434361.73,857728.31,200918.07
2799,505235.64,797315.91,219445.5
2800,425545.47,787286.32,218100.38
2801,440484,775495.07,269769.73
2802,406529.35,874655.47,198432.02
2803,459639.46,767841.58,231575.1
2804,438465.67,707146.23,210708.71
2805,498596.43,645609.74,384335.76
2806,390269.94,643471.1,211369.19
2807,430709.97,985103.59,321085.6
2808,370807.89,766245.99,183082.28
2809,459519.96,1109165.73,375332.23
2810,247924.93,878951.61,244604.14
2811,385776.3,820139.33,267806.48
2812,410705.03,975754.06,171528.01
2813,331861.98,751064.48,228820.27
2814,475565.58,741008.88,161963.32
2815,382608.26,783053.85,192056.41
2816,331441.9,879869.41,208681.38
2817,375797.53,676658.36,296374.89
2818,334594.41,997971.19,228181.33
2819,311039.5,848856.39,210661.47
2820,524513.05,811685.39,198621.12
2821,419336.13,699948.1,139619.16
2822,355294.36,658745.57,182212.07
2823,458346.82,836253.62,146397.05
2824,349746.47,697765.13,182783.82
2825,411342.42,912086.33,153662.79
2826,365288.74,823371.01,268116.42
2827,300693.94,834071.16,153126.48
2828,307301.34,841937.68,192931.69
2829,311728.58,771999.74,230904.63
2830,324202.58,879453.78,200895.77
2831,471760.74,957345.92,179270.7
2832,366336.46,723524.14,211180.08
2833,296159.7,837811.58,218891.34
2834,378865.87,907338.78,192280.23
2835,460663.35,874151.56,176559.06
2836,246773.4,731430.66,190029.66
2837,314154.2,655243.83,207429.97
2838,332799.07,706306.59,230275.87
2839,354451.45,736198.57,211084.27
2840,333397.17,771486.97,201848.01
2841,401898.82,744392.2,194179.19
2842,389260.23,897774.02,149702.05
2843,445197.9,724228.69,243688.73
2844,446585.04,719973.48,368816.12
2845,384837.65,739848.9,243077.79
2846,367879.6,1006051.91,243366.41
2847,502718.91,810894.39,243879.41
2848,350196.1,791878.05,207091.54
2849,347905.06,695468.87,231245.9
2850,332553.7,803307.18,189685.06
2851,349382.24,831712.75,211825.15
2852,351939.09,724213.24,197441.18
2853,351023.34,940995.93,202866.8
2854,377451.35,808132.38,294633.95
2855,487662.26,676785.07,243370.39
2856,318193.01,815116.88,165963.44
2857,334125.1,750348.71,328659.78
2858,529384.77,771773.75,167639.47
2859,390335.39,751194.41,183302.87
2860,426696.76,901956.12,274717.53
2861,443585.03,798139.94,295515
2862,449955.78,716660.52,242445.48
2863,389517.99,802645.54,196635.92
2864,331822.1,989726.07,235093.69
2865,248636.59,744424.45,171400.4
2866,432244.07,766679.77,260559.04
2867,380819.78,962843.04,259754.05
2868,314493.4,906413.19,213186.2
2869,407141.13,834372.67,143042.58
2870,496096.94,786514.75,244798.37
2871,345396.12,697053.72,238448.55
2872,377395.37,788982.39,229335.92
2873,413971.69,695091.15,200653.1
2874,311230.01,723839.75,210436.92
2875,367500.52,804359.09,195646.11
2876,380222.33,887510.25,277301.08
2877,450903.04,1019260.02,244991.53
2878,304201.06,822038.1,247018.08
2879,422498.08,910350.81,189846.6
2880,333836.52,594385.82,190652.19
2881,430900.42,728917.14,195697.59
2882,381803.94,975176.32,211593.34
2883,320775.8,861261.48,276739.76
2884,360503.34,865383.87,215361.72
2885,329055.46,853695.88,196018.27
2886,318510.2,752387.59,218420.36
2887,562357.12,749394.4,217371.45
2888,367284.3,710097.2,159945.63
2889,360643.68,847771.37,176883.77
2890,318899.33,883881.36,216656.52
2891,396048.67,786677.6,143338.3
2892,382027.66,734566.84,235095.69
2893,306330.13,747896.05,180430.05
2894,357436.62,667962.15,150498.37
2895,365320.86,723215.18,291025.9
2896,375808.16,870128.86,160223.82
2897,373782.17,803498.7,218585.03
2898,328180.16,732052.95,167107.08
2899,393455.05,897515.62,275505.06
2900,367702.33,733905.95,257411.6
2901,336563,775426.02,187367.31
2902,286198.84,715642.99,231858.51
2903,337325.95,867357.35,272667.33
2904,525948.1,714111.86,241716.96
2905,361118.36,709166.41,271422.55
2906,443582.87,810231.54,228057.42
2907,380270.81,691305.52,249941.91
2908,440379.52,799128.59,252034.86
2909,430465.21,699803.67,186267.18
2910,312865.91,920427.59,244734.9
2911,485015.68,801975,175428.06
2912,386896.1,817540.43,197369.73
2913,356080.58,709820.4,194013.12
2914,613918.59,668200.42,239511.64
2915,443200.57,772888.47,142532.37
2916,431268.6,671122.45,198642.33
2917,428443.96,896964.56,213498.57
2918,363461.87,728236.11,211408.88
2919,341379.7,647578.48,216157.39
2920,342115.26,724692.39,219118.14
2921,373820.32,727029.81,302775.89
2922,376194.9,874318.43,237856.11
2923,429541.67,748203.18,245388.28
2924,417773.42,1041049.85,208740.86
2925,336076.91,689996.08,300919.23
2926,376476.95,718836.94,321062.79
2927,299797.45,921620.25,188177.42
2928,330539.24,850593.14,229196.03
2929,510131.06,722047.55,165188.45
2930,423949.1,685264.15,368357.96
2931,383190.86,671117.67,278233.52
2932,342104.67,865589.38,196639.95
2933,330517.36,814152.8,196788.75
2934,409030.28,961399.91,188980.55
2935,390757.3,837306.3,199218.74
2936,385011.65,808134.66,212718.46
2937,424164.71,833416.6,174250.52
2938,314931.95,965258.17,237741.41
2939,394777.53,851573.69,155519.91
2940,353672.16,821720.31,200297.6
2941,397273.15,739449.5,204688
2942,346965.53,728277.18,239327.65
2943,389281.7,765952.64,301238.35
2944,345563.12,762399.76,180585.98
2945,318643.31,959321.45,231486.82
2946,374429.05,933285.49,190909.85
2947,309340.65,808301.52,235608.22
2948,300698.05,943834.54,221299.73
2949,462519.95,799934.29,296789.62
2950,439011.73,681427.11,343248.33
2951,345609.84,679962.8,224075.18
2952,383506.06,868951.79,233017.75
2953,357158.11,717671.23,245601.84
2954,414531.47,895246.34,253435.65
2955,352729.24,982843.94,184994.04
2956,369922.9,823229.05,198670.88
2957,284666.03,649928.16,388590.99
2958,400537.16,792074.92,228063.83
2959,371364.96,772938.35,231207.83
2960,320075.41,794673.78,321826.36
2961,272548.21,989098.75,360090.64
2962,259561.94,773525.54,193064.61
2963,319082.66,615628.58,319668.64
2964,327908.96,767297.63,208751.13
2965,333173.2,775348.88,253558.47
2966,448189.65,739890.4,261575.47
2967,315767.35,726728.49,163943.44
2968,354573.11,801488.27,204173.85
2969,379236.64,848382.68,259174.93
2970,382782.83,1048099.61,304947.89
2971,339873.15,659368.66,180354.74
2972,314215.19,722669.56,280089.73
2973,318852.63,750335.76,227007.56
2974,329680.99,849594.97,406023.83
2975,494297.73,680019.75,306804.4
2976,393653.34,886239.93,235191.71
2977,338840.55,748173.4,191105.39
2978,683746.62,856293.76,237257.81
2979,257587.1,820898.38,181215.64
2980,387632.41,696498.97,298649.85
2981,388339.48,738938.84,170380.43
2982,388393,1012205.25,251150.51
2983,321549.77,739467.02,202643.87
2984,368122.36,921803.39,177861.27
2985,389989.82,842359.18,169073.62
2986,336150.48,853320.44,210685.08
2987,339515.03,795158.79,282474.97
2988,334995,908213.55,222683.1
2989,408741.44,753948.37,249770.71
2990,378032.7,804866.89,177173.07
2991,444744.09,766898.37,238337.01
2992,273345.64,789144.2,221110.97
2993,307618.46,1085887.59,376783.91
2994,314297.2,643469.42,231549.76
2995,432358.55,797033.02,240584.55
2996,386570.5,742906.63,215830.22
2997,542670.88,958885.77,156936.18
2998,330542.37,838350.59,185598.11
2999,330682.14,801862.13,267411.78
3000,396303.56,689492.51,314986.69
3001,429004.68,617972.52,195116.39
3002,357826.33,726958.7,220824.33
3003,397279.03,650153.77,261564.37
3004,357595.36,810140.81,239163.25
3005,345622.46,738707.75,204985.9
3006,350188.45,782259.01,283466.44
3007,389600.35,678013.56,177837.97
3008,569172.84,713851.62,202330.6
3009,317951.52,635021.68,208124.14
3010,331646.77,835775.28,200752.97
3011,345701.48,951222.11,291438.5
3012,318773.16,648127.72,253472.57
3013,490647.22,722035.09,204443.81
3014,549733.4,785681.02,184927.87
3015,372297.87,1013045.95,341856.82
3016,392442.55,724207.35,231263.12
3017,341735.19,698115.6,285533.34
3018,315326.61,778184.34,271205.57
3019,401685.59,841112.73,157190.77
3020,334046.9,786671.26,419225.59
3021,389905.13,896502.27,220199.17
3022,298678.15,711780.13,265488.15
3023,388666.7,786608.36,252347.51
3024,321624.02,798503.64,160173.83
3025,382152.12,857245.41,192547.36
3026,292886.46,732000.6,230523.03
3027,519451.36,717924.81,211691.17
3028,382803.58,699878.59,230759.95
3029,401013.28,768834.29,220948.85
3030,335400.05,877003.01,306022.33
3031,327148.64,645830.73,218636.88
3032,319594.89,729835.34,252812.76
3033,382230.94,686442.37,201321.51
3034,328028.23,699012.7,288446.32
3035,375712.97,710765.38,224509.52
3036,421018.72,846747.89,213840.78
3037,353956.89,757028.62,327862.92
3038,352309.26,743164.92,189971.75
3039,325654.53,856740.35,216416.89
3040,502327.39,830060.22,212763.01
3041,434443.45,977728.67,196235.54
3042,365787.2,803645.98,300744.93
3043,427789.06,685004.78,319016.75
3044,338827.12,899811.15,211394.47
3045,352569.97,891684.77,143521.75
3046,558472.54,687246.73,207600.07
3047,322234.82,761756.2,277217.18
3048,422561.24,760600.57,230566.58
3049,325090.69,810625.07,271936.16
3050,387349.92,763125.76,198902.71
3051,297372.5,805883.02,350684.38
3052,397907.42,788820.19,163402.43
3053,289032.11,762065.65,235808.54
3054,510382.78,630994.57,207805.36
3055,480478.08,741465.75,179767.76
3056,364404.15,716846.69,236930.93
3057,288645.13,965427.23,273548.88
3058,341220.8,623419.5,195211.22
3059,432032.61,751564.24,231306.79
3060,441857.86,709152.35,290120.7
3061,378713.83,713475.79,262727.23
3062,386279.37,650497.17,290109.21
3063,517501.68,764993.41,270029.34
3064,458146.81,762553.74,217246.52
3065,355204.46,630933.36,278474.89
3066,323608.62,672145.47,230005.09
3067,407494.89,704377.76,207039.17
3068,336244.37,866079.32,221162.96
3069,345802.89,813628.12,176623.89
3070,335567.82,637730.23,246231.05
3071,316427.12,916430.86,269599.81
3072,390693.75,887438.96,446054.01
3073,319506.11,838669,228174.15
3074,336304.29,907901.06,245132.47
3075,402194.16,869574.42,255215.45
3076,456876.02,821188,250793.31
3077,349474.4,816440.03,222830.73
3078,285737.36,912689.31,196773.31
3079,473053.67,739188.07,195751.75
3080,347405.28,781250.28,262417.15
3081,356467.02,835276.39,201443.81
3082,363603.66,734942.72,180472.1
3083,423855.11,695991.54,186225.81
3084,389242.59,689911.21,273797.83
3085,442526.76,901934.47,231750.23
3086,309380.68,802712.34,189370.01
3087,444912.9,774668.3,226810.13
3088,529742.49,991630.43,204680.73
3089,314972.75,732568.33,180735.76
3090,335537.63,801761.41,213818.04
3091,354931.75,941091.19,170860.91
3092,298762.49,737647.17,375542.53
3093,381683.23,791999.13,208335.77
3094,391568.15,811812.94,244539.27
3095,566548.17,711024.55,218004.57
3096,434010.9,695261.36,359947.54
3097,384407.96,866815.24,218402.89
3098,340923.32,712822.91,209110.92
3099,337667.32,847782.35,279616.73
3100,252782.16,865400.38,198628.23
3101,340658.31,855725.12,240306.74
3102,331855.87,720418.82,172051.66
3103,437009.71,798587.3,317102.93
3104,450680.05,893572.98,159510.56
3105,371125.1,676131.15,180997.79
3106,389366.51,684946.12,211918.87
3107,360061.23,821228.12,197508.91
3108,334551.75,884177.42,161670.64
3109,426911.67,712574.61,173151.66
3110,448461.5,818880.81,259707.48
3111,378319.77,703050.6,217976.44
3112,449502.84,750076.97,283612.55
3113,400203.89,989425.76,205140
3114,387877.5,762530.09,232650.03
3115,350050.61,728418.29,256945.11
3116,385209.79,724630.46,209585.09
3117,349475.01,864180.55,212032.35
3118,272720.54,909981.98,213566.41
3119,344129.16,739836.72,317762.33
3120,299242.73,920024.53,188260.65
3121,472733.19,705486.26,224320.1
3122,393730.63,830630.74,194006
3123,282499.74,842009.24,163422.91
3124,338396.57,688157.9,210292.21
3125,398875.04,755995.16,190298.54
3126,358571.64,807074.05,211093.78
3127,398623.27,631984.41,172233
3128,330581.26,756644.66,225600.02
3129,282787.09,731991.19,166802.15
3130,384743.2,855094.68,249606.98
3131,343049.28,804049.63,229678.48
3132,396763.59,867435.33,217990.66
3133,363517.55,823554.51,193688.02
3134,504770.96,846874.67,319042.37
3135,404788.89,818016.53,226719.9
3136,497810.98,688486.32,321913.55
3137,310065.35,948549.45,261172.43
3138,381546.32,766425.68,238990.76
3139,410148.42,731956.36,163323.75
3140,400786.19,777247.43,240213.88
3141,321709.07,789113.63,263366.84
3142,418971.93,729874.16,247230.47
3143,329975.91,766726.77,233301.51
3144,508456.17,744555.01,185561.1
3145,239832.93,758339.12,234159.93
3146,327962.57,716541.22,279044.5
3147,378167.49,791509.23,214221.62
3148,359354.88,763772.28,219857.24
3149,337113.32,828434.98,230716.02
3150,336374.19,866127.41,205974.13
3151,341134.77,735936.16,279627.69
3152,394127.55,779618.46,191071.11
3153,359778.17,678664.76,198399.55
3154,420491.74,787620.32,327830.08
3155,448657.45,680810.6,311346.25
3156,414665.67,762826.73,232575.27
3157,411902.78,836238.75,252682.39
3158,419406,624698.88,253806.11
3159,366326.58,783570.69,238994.53
3160,325953.03,999436.69,237519.56
3161,448103.86,682797.55,171411.09
3162,286253.15,700632.97,247647.97
3163,434213.4,789872.35,282075.06
3164,346208.31,739262.77,194361.46
3165,325549.27,818009.71,443435.07
3166,474547.52,1107541.1,194697.2
3167,314003.47,955715.22,230794.1
3168,310134.39,640682.2,286927.48
3169,287494.5,781006.47,280372.25
3170,413564.76,629129.9,210162.48
3171,363416.87,708491.91,222999.35
3172,390587.14,826436.22,202959.05
3173,312775.01,630354.63,165936.14
3174,445024.61,829862.57,310876.78
3175,393253.19,860540.92,189482.82
3176,376513.08,819241.41,324910.94
3177,415726.69,837321.12,189005.04
3178,376910.04,902493.57,279678.94
3179,372124.09,816845.02,260471.62
3180,362003.23,887581.63,270942.75
3181,345220.86,709556.98,237327.13
3182,327718.02,747756.77,196626.75
3183,464732.05,694705.98,221234.18
3184,410359.21,783011.87,173150.6
3185,349525.88,738524.52,155640.31
3186,405753.91,812265.43,280605.72
3187,445942.92,750495.94,207730.05
3188,387083.52,754312.03,315329.82
3189,301587.67,665850.14,166757.62
3190,305820.61,779686.68,242046.56
3191,319038.38,896372.39,125788.65
3192,365490.6,618381.56,265822.87
3193,420391.51,626926.74,292805.44
3194,359438.24,886672.35,189502.84
3195,355878.87,764032.92,224863.02
3196,267924.24,768643.87,217033.34
3197,452683.99,958660.03,195754.6
3198,260833.99,832476.98,197933.39
3199,353951.26,778920.24,229692.5
3200,308767.24,936246.22,192855.09
3201,423449.94,732020.15,302441.79
3202,362000.92,711236.89,264933.16
3203,349548.55,774382.05,180405.21
3204,263037.08,731072.34,268590.24
3205,380660.99,811707.46,393602.25
3206,401189.56,804256.89,189995.09
3207,472150.97,880258.39,202016.73
3208,291797.55,726265.96,163069.9
3209,394075.84,958021,179995.13
3210,321895.98,818257.02,240468.23
3211,327173.13,900699.12,242672.82
3212,488361.59,739779.58,199482.53
3213,372532.02,736065.05,293117.31
3214,457932.45,796244.02,155361.05
3215,321218.85,792081.66,236685.38
3216,321189.4,824483.76,225441.78
3217,273548.15,744636.87,304968.6
3218,532301.18,808903.54,232420.45
3219,318705.64,818628.77,246726.45
3220,381427.75,765459.36,168760.04
3221,360947.27,589375.4,158769.11
3222,380002.68,737257.07,250499.57
3223,396354.42,823032.14,171572.8
3224,569921.97,873138.85,186913.66
3225,375696.57,717106.06,232601.4
3226,467491.16,766006.7,207433.69
3227,324475.4,1055888.85,218724.33
3228,287742.32,644048.85,212524.51
3229,289270.15,802548.13,177669.62
3230,342624.92,670884.99,187379.34
3231,425638.86,863747.37,222648.57
3232,284508.56,687847.53,263480.71
3233,367561.93,657967.97,235084.07
3234,320040.6,676747.58,193881.31
3235,426544.66,781867.28,169730.61
3236,281035.78,873631.72,237518.43
3237,491500.13,781792.61,269567.71
3238,464511.73,800071.07,222411.11
3239,447657.28,810801.5,202005.73
3240,323326.09,818519.33,188425.29
3241,370303.14,791309.62,215410.53
3242,326726.88,1028159.93,198943.6
3243,338145.07,738196.33,232060.94
3244,396462.33,630977.61,210867.8
3245,294848.37,780901.91,220490.89
3246,385956.73,766981.55,315227.29
3247,331501.39,670011.6,213129.74
3248,369625.58,624621.55,226214.37
3249,317255.18,905023.43,185220.13
3250,296225.17,760244.06,225885.3
3251,368960.34,692084.09,314099.29
3252,489671.71,748854.93,211021.69
3253,349037.78,828856.8,272544.33
3254,395668.88,798133.09,276815.16
3255,331029.92,610100.69,165256.59
3256,268155.17,622537.55,340895.35
3257,400102.76,946442.25,193818.53
3258,265927.16,818633.11,155716.95
3259,395630.88,739235.28,172213.89
3260,306531.91,1033350.43,174300.83
3261,301237.43,731030.44,188564.91
3262,332246.86,710888.44,189809.88
3263,444298.47,832543.31,253389.97
3264,416109.41,1012171.93,256027.52
3265,295862.26,818477.16,175630.33
3266,370304.71,770141.62,163372.34
3267,356610.04,672362.27,174065.78
3268,397788.23,656461.87,278046
3269,373465.05,794638.86,218270.19
3270,376411.93,772238.87,180150.04
3271,387806.46,791319.8,206291.1
3272,356936.22,905552.98,222176.42
3273,407838.71,723206.91,207456.89
3274,285904.47,799482.28,272990.07
3275,319509.63,711540.3,168859.63
3276,324017.27,724265.77,185289.61
3277,313221.39,776811.79,293020.41
3278,299760.46,653740.12,252437.46
3279,353691.3,695695.39,224246.71
3280,428019.55,685012.35,209654.1
3281,363146.83,892152.98,225088.25
3282,288233.02,595720.82,319643.82
3283,342563.87,704408.41,192566.53
3284,279212.74,887955.31,205354.38
3285,442121.2,780816.49,289658.86
3286,287683.06,1042195.79,273571.17
3287,492555.68,1019758.36,251719.62
3288,343060.59,976162.25,299431.21
3289,372293.9,815943.44,166164.19
3290,308519.79,670691.12,253247.84
3291,452756.1,674465.67,198447.89
3292,442986.63,695966.12,352413.43
3293,313368.63,685592.28,328521.76
3294,293162.39,775882.18,188984.62
3295,360880.81,843761.2,279186.68
3296,458484.04,725896.78,200648.51
3297,454437.71,715603.39,259626.13
3298,284746.51,896737.07,365365.24
3299,465858.76,1046585.17,433016.32
3300,352566.67,906095.77,242375.66
3301,313020.37,767459.52,216130.13
3302,294209.84,609939.6,166553.32
3303,375278.23,822122.2,258491.73
3304,376357.73,714788.05,313095.14
3305,398552.48,819327.14,211919.21
3306,281631.08,787637.41,173497.22
3307,367656.37,803261.58,194292.97
3308,417525.44,747698.62,320211.56
3309,399003.08,640679.84,184763.86
3310,518023.06,700599.16,239542.51
3311,319202.4,804386.05,248511.02
3312,431091.26,756490.5,151128.98
3313,358490.74,662626.64,202600.48
3314,270587.26,769966.61,177755.45
3315,361384.98,837998.65,271752.35
3316,357716.75,698614.14,206381.76
3317,455004.64,874915.15,208940.85
3318,346745.6,663470.82,280193.16
3319,334001.05,810213.89,269947.26
3320,340350.21,788476.02,344439.79
3321,546029.97,695061.24,352714.64
3322,279189.09,775128.27,338567.93
3323,396019.82,862222.71,212106.84
3324,357446.73,757791.64,249183.8
3325,373316.89,922602.94,170101.33
3326,559278.02,834115.1,258553.66
3327,426053.84,939444.51,209864.38
3328,376480.15,652044.47,141353.5
3329,409135.32,894774.77,256032.63
3330,297349.61,779901.84,230346.78
3331,393117.25,695536.1,310289.29
3332,458984.48,1023915.13,236059.22
3333,421897.77,701946.22,247089
3334,407977.19,854456.99,237598.35
3335,320960.56,676150.99,247302.86
3336,347225.44,686139.77,212225.73
3337,392909.24,774294.55,195746.97
3338,388080.22,821948.63,216423.72
3339,573478.17,753574.92,209000.61
3340,324185.52,816585.08,230751.99
3341,569028.11,967271.99,217282.12
3342,336712.18,799068.15,230525.66
3343,283678.17,786190.43,278393.22
3344,369706.16,797774.01,302588.29
3345,458294.37,643234.06,200582.77
3346,348208.16,655534.48,183686.05
3347,350647.57,722527.42,243705.75
3348,398969.07,802388.44,234609.87
3349,337437.12,751315.75,171224.72
3350,341947.45,737079.44,300802.55
3351,365541.63,810045.73,175131.4
3352,358310.53,896912.97,316458.86
3353,486657.99,738065.18,240447.98
3354,330778.94,782240.7,366584.74
3355,274094.06,807249.17,239375.33
3356,302861.14,728064.32,286730.46
3357,330751.18,818546.25,307139.78
3358,412318.77,837130.69,208463.52
3359,410199.16,714323.99,314567.39
3360,325205.1,729201.43,209073.64
3361,393836.8,695874.95,186542.41
3362,436783.93,708420.88,168379.61
3363,298014.68,768726.69,236863.9
3364,267698.86,647195.26,211910.44
3365,411902.6,936116.02,368215.62
3366,311196.52,779216.84,152166.83
3367,511113.07,843522.97,293735.38
3368,333187.78,773867.46,205032.57
3369,382312.25,644088.75,215540.92
3370,274286.53,794112.63,256464.68
3371,404624.23,869281.46,238127.12
3372,375678.08,846102.83,218408.45
3373,394904.42,877090.86,313334.74
3374,333784.45,809138.94,237796.51
3375,368551.62,824576.98,198302.78
3376,472355.12,778496.93,350906.31
3377,408567.91,709613.73,195054.87
3378,391900.37,753372.58,292951.58
3379,399233.61,718138.42,216717.17
3380,389307.7,785849.99,231889.52
3381,414144.19,787552.47,182633.11
3382,278229.01,762308.4,163632.95
3383,602581.43,856666.67,488278.7
3384,427799.28,693656.58,197794.51
3385,267029.76,730366.08,208738.21
3386,244998.05,701964.47,229994.77
3387,336069.04,683115.9,236878.5
3388,368278.71,659118.52,281256.76
3389,294485.45,687784.31,230483.06
3390,333537.58,964809.2,193635.48
3391,402835.15,751256.85,283252.97
3392,411792.1,818496.84,227123.12
3393,428620.91,691443.11,261872.23
3394,447495.55,842420.87,215820.77
3395,366849.45,704361.03,310954.26
3396,376960.53,679692.92,193297.89
3397,387297.82,835071.3,170695.23
3398,331328.38,819816.74,158523.08
3399,377397.68,734121.45,239363.81
3400,359361.77,771030.48,200376.32
3401,383656.16,591353.09,179946.88
3402,331508.88,756108.56,260969.77
3403,268149.22,837906.38,203082.98
3404,353747.54,736961.3,192906.7
3405,307405.94,841478.5,193724.01
3406,318427.02,914282.09,217813.43
3407,338935.83,902008.29,196534.85
3408,280998.87,665319.9,295851.18
3409,399613.61,667717.94,250337.9
3410,406505.92,812746.61,293613.59
3411,338931.26,847070.79,181280.81
3412,322172.28,860246.28,167700.12
3413,400143.39,813378.01,233802.69
3414,284147.31,747283.81,214382.75
3415,285667.37,1048235.86,269590.5
3416,554244.24,779883.01,332604.87
3417,275746.33,903634.47,270922.71
3418,385097.65,799281.96,216538.32
3419,380933.63,746194.37,238331.24
3420,498518.69,715648.01,207846.79
3421,350049.45,828869.69,188703.26
3422,600212.24,680632.69,287033.79
3423,402196.53,894446.83,202917.42
3424,300722.27,928549.9,354763.73
3425,327724.78,758644.91,341096.67
3426,447194.2,954691,212095.23
3427,382165.45,668306.42,235763.48
3428,410355.11,703514.15,292735.22
3429,334303.43,858898.74,234501.42
3430,424259,733817.47,194983.9
3431,368007.33,804351.44,328202.65
3432,429636.13,852841.25,267725.93
3433,319451.89,892095.75,287244.38
3434,362029.02,687051.18,259941.7
3435,261611.87,939273.54,188090.87
3436,334442.2,683680.82,183295.23
3437,394705.31,635646.31,194439.82
3438,317866.72,720857.59,179085.35
3439,324707.86,862782.83,285350.34
3440,321545.71,806808.72,248212.11
3441,326368.63,822873.11,219545.62
3442,317880.74,602384.55,264331.22
3443,471934.52,872863.88,231588.68
3444,338999.98,865911.22,238065.81
3445,449232.74,779694.2,236113.1
3446,358205.72,792858.86,274558.35
3447,395714.28,857536.64,184120.72
3448,327532.45,752824.97,230945.08
3449,291377.14,975512.04,206663.38
3450,314184.41,695729.71,220928.19
3451,374247.5,775311.11,259640.59
3452,494671.38,639812.26,181101.84
3453,303138.16,786743.69,282543.89
3454,315855.48,679359.98,243596.94
3455,415263.4,892494.62,291646.87
3456,379497.79,807773.2,214457.13
3457,275028.51,845444.55,327591.17
3458,289375.46,1037652.09,201026.07
3459,319761.48,1034069.4,304016.72
3460,510334.12,873607.2,215720.35
3461,344033.42,734533.38,198415.26
3462,409512.18,674468.21,244532.64
3463,438629.28,716156.32,144097.21
3464,381526.25,775809.05,358901.56
3465,345499.06,727985.76,159694.67
3466,343856.76,784826.07,213573.47
3467,464082.11,937487.57,287218.57
