"theta_scenario","theta_used","sim","claim_count","agg_loss"
"theta_1",1,8720,4506,20134680402.1665
"theta_1",1,8721,7568,34097205883.3319
"theta_1",1,8722,3406,15604809477.0927
"theta_1",1,8723,2915,12217837803.4593
"theta_1",1,8724,7584,32623856217.678
"theta_1",1,8725,3259,14136188518.9086
"theta_1",1,8726,7570,33565542812.3119
"theta_1",1,8727,2618,11280358680.0069
"theta_1",1,8728,3079,13763515937.3189
"theta_1",1,8729,3654,16719084438.7677
"theta_1",1,8730,3574,15360554501.9796
"theta_1",1,8731,3082,13108292054.512
"theta_1",1,8732,795,3680922678.27248
"theta_1",1,8733,2804,12270536267.3206
"theta_1",1,8734,2816,12514647478.7076
"theta_1",1,8735,1956,8716636562.36986
"theta_1",1,8736,1465,6221937423.30725
"theta_1",1,8737,4531,20397078416.3548
"theta_1",1,8738,2267,9657800545.32574
"theta_1",1,8739,2653,10942653667.5166
"theta_1",1,8740,7095,31066811080.2476
"theta_1",1,8741,4684,20784365942.5944
"theta_1",1,8742,6373,28849639349.2027
"theta_1",1,8743,11496,50501398385.2591
"theta_1",1,8744,4716,21516874758.082
"theta_1",1,8745,3383,15006716601.3566
"theta_1",1,8746,4212,18756272552.1487
"theta_1",1,8747,4101,17041747134.7079
"theta_1",1,8748,6641,29534281963.2173
"theta_1",1,8749,3205,14512897258.5701
"theta_1",1,8750,4216,17741641309.2946
"theta_1",1,8751,4453,19357743614.9274
"theta_1",1,8752,3727,16015523308.6868
"theta_1",1,8753,5212,22154566557.9072
"theta_1",1,8754,5117,22741243652.9689
"theta_1",1,8755,1534,6415426618.13383
"theta_1",1,8756,3279,14915265167.3232
"theta_1",1,8757,2344,10289082715.0331
"theta_1",1,8758,2904,12598026872.052
"theta_1",1,8759,1423,5817992468.27728
"theta_1",1,8760,1553,6822891488.17466
"theta_1",1,8761,3179,14317559926.0067
"theta_1",1,8762,2217,9430453347.985
"theta_1",1,8763,6621,29187842036.3267
"theta_1",1,8764,6082,26516928114.6526
"theta_1",1,8765,5734,24176861170.673
"theta_1",1,8766,6553,28243374798.1852
"theta_1",1,8767,3103,12984518417.6017
"theta_1",1,8768,6074,27278935544.2877
"theta_1",1,8769,7647,33399940173.8706
"theta_1",1,8770,2069,9150218777.10163
"theta_1",1,8771,2414,10970028174.7594
"theta_1",1,8772,2054,9370065258.09185
"theta_1",1,8773,3146,13892420183.634
"theta_1",1,8774,3240,15062552896.6918
"theta_1",1,8775,698,3046611545.5592
"theta_1",1,8776,2577,12004017667.1167
"theta_1",1,8777,7341,32523608323.3491
"theta_1",1,8778,2939,12944289994.638
"theta_1",1,8779,6197,25947260749.2376
"theta_1",1,8780,2461,10862674326.29
"theta_1",1,8781,6627,28511159327.582
"theta_1",1,8782,3466,14563978046.2774
"theta_1",1,8783,3578,15419938011.1975
"theta_1",1,8784,3847,16461586248.0257
"theta_1",1,8785,3410,14395779079.225
"theta_1",1,8786,1964,8437801830.32257
"theta_1",1,8787,5509,24198769601.5407
"theta_1",1,8788,4268,18598361164.5267
"theta_1",1,8789,3209,13634748266.027
"theta_1",1,8790,5055,21871116606.7419
"theta_1",1,8791,2086,9473568173.67385
"theta_1",1,8792,823,3841879322.44572
"theta_1",1,8793,3767,16550235899.0622
"theta_1",1,8794,3844,16823214285.5933
"theta_1",1,8795,3817,16006927268.9147
"theta_1",1,8796,1600,7341321141.79416
"theta_1",1,8797,2560,11411069425.7118
"theta_1",1,8798,4903,21432624372.4318
"theta_1",1,8799,1713,7555510313.38675
"theta_1",1,8800,3222,13398581803.9337
"theta_1",1,8801,3889,16605799746.486
"theta_1",1,8802,3907,17479481366.2445
"theta_1",1,8803,2780,12122444304.4899
"theta_1",1,8804,4272,18802708735.0266
"theta_1",1,8805,575,2594683608.39145
"theta_1",1,8806,3027,13476301896.0593
"theta_1",1,8807,3478,15419541539.2717
"theta_1",1,8808,6125,26550876337.916
"theta_1",1,8809,3601,15182320401.7148
"theta_1",1,8810,3065,13047729493.7664
"theta_1",1,8811,3100,14142717742.7029
"theta_1",1,8812,5276,24057787777.6064
"theta_1",1,8813,6162,27416688131.0154
"theta_1",1,8814,4353,19042128158.6895
"theta_1",1,8815,3049,13648815903.8531
"theta_1",1,8816,5839,25771829829.7909
"theta_1",1,8817,2089,8987436495.53463
"theta_1",1,8818,1737,7696581072.99604
"theta_1",1,8819,4138,18256756776.8154
"theta_1",1,8820,2173,9255097126.76887
"theta_1",1,8821,4585,19936930190.9989
"theta_1",1,8822,7753,34826960029.0724
"theta_1",1,8823,3555,16576456274.6227
"theta_1",1,8824,3107,14497793601.9398
"theta_1",1,8825,4966,22671509595.8721
"theta_1",1,8826,5642,24450725733.7657
"theta_1",1,8827,2943,13209609200.5419
"theta_1",1,8828,1953,8165825460.43001
"theta_1",1,8829,8437,37006975674.358
"theta_1",1,8830,8744,38036647480.4764
"theta_1",1,8831,1336,5566233096.23253
"theta_1",1,8832,7379,33561948716.5126
"theta_1",1,8833,8186,36223933151.6049
"theta_1",1,8834,3402,15599218797.3854
"theta_1",1,8835,3384,14685226280.5232
"theta_1",1,8836,3530,16390502810.396
"theta_1",1,8837,3085,13597795318.2918
"theta_1",1,8838,6319,27870348592.0814
"theta_1",1,8839,9608,41248888862.8701
"theta_1",1,8840,2838,12241253300.8536
"theta_1",1,8841,5745,25212893890.0615
"theta_1",1,8842,5559,24448796268.1981
"theta_1",1,8843,3467,14983062342.5025
"theta_1",1,8844,5485,23650160911.8143
"theta_1",1,8845,1981,9174228067.35052
"theta_1",1,8846,1447,6112416341.23152
"theta_1",1,8847,3913,18123345653.3511
"theta_1",1,8848,6247,26552850609.173
"theta_1",1,8849,1231,5089250365.08919
"theta_1",1,8850,5058,21849904078.0131
"theta_1",1,8851,848,3514631534.79904
"theta_1",1,8852,1673,7014136183.84343
"theta_1",1,8853,5750,25056213922.9699
"theta_1",1,8854,645,2622275422.94913
"theta_1",1,8855,5048,21876129883.8993
"theta_1",1,8856,3725,16652135455.1252
"theta_1",1,8857,926,4395811159.49613
"theta_1",1,8858,3426,15800077609.4956
"theta_1",1,8859,330,1772478635.49386
"theta_1",1,8860,1407,6401394571.6071
"theta_1",1,8861,3519,15776418458.8389
"theta_1",1,8862,2107,9485053290.32118
"theta_1",1,8863,909,3871917668.0472
"theta_1",1,8864,9484,41274920852.5021
"theta_1",1,8865,14336,62666937077.0382
"theta_1",1,8866,981,4746121706.5408
"theta_1",1,8867,12080,53201645330.1029
"theta_1",1,8868,2594,11481876287.3916
"theta_1",1,8869,2321,9787549319.22724
"theta_1",1,8870,2350,10140442301.197
"theta_1",1,8871,3403,15246942847.656
"theta_1",1,8872,3864,16984619604.8012
"theta_1",1,8873,3259,14052705439.5156
"theta_1",1,8874,6837,30127816613.5711
"theta_1",1,8875,3571,15469964057.3641
"theta_1",1,8876,3115,13780325581.2768
"theta_1",1,8877,862,3801592473.17704
"theta_1",1,8878,2457,10899620319.6209
"theta_1",1,8879,4082,16952714015.7467
"theta_1",1,8880,2157,9392644059.0782
"theta_1",1,8881,2732,12054853742.4093
"theta_1",1,8882,2432,11115787843.9434
"theta_1",1,8883,2665,11340993747.2128
"theta_1",1,8884,2503,10972147734.9482
"theta_1",1,8885,4330,19280269760.3675
"theta_1",1,8886,1859,7932317999.26795
"theta_1",1,8887,3706,16397887756.1656
"theta_1",1,8888,1018,3949505333.96404
"theta_1",1,8889,408,1803347338.9783
"theta_1",1,8890,2911,12442871834.9474
"theta_1",1,8891,5259,22557920932.0683
"theta_1",1,8892,3318,14760894621.9724
"theta_1",1,8893,3228,13716500172.192
"theta_1",1,8894,2032,9301193293.38472
"theta_1",1,8895,796,3300196280.05366
"theta_1",1,8896,3588,15199149614.8614
"theta_1",1,8897,2442,10863124748.0614
"theta_1",1,8898,1109,4942831827.37161
"theta_1",1,8899,2966,13202359090.1501
"theta_1",1,8900,1959,8802666214.33255
"theta_1",1,8901,16992,74381604587.9868
"theta_1",1,8902,2726,11883475410.9469
"theta_1",1,8903,3145,13425331656.033
"theta_1",1,8904,3282,15011907197.9709
"theta_1",1,8905,614,2480409170.97746
"theta_1",1,8906,3201,13665157443.9402
"theta_1",1,8907,1746,7295054415.22596
"theta_1",1,8908,4838,20979520017.2129
"theta_1",1,8909,9107,40091439100.9836
"theta_1",1,8910,2606,11020748749.4982
"theta_1",1,8911,3770,16982715231.9634
"theta_1",1,8912,4556,19796779655.2247
"theta_1",1,8913,1797,8052979106.33469
"theta_1",1,8914,5957,25538365037.596
"theta_1",1,8915,5437,23121490460.3179
"theta_1",1,8916,2689,11382378723.946
"theta_1",1,8917,3764,16031799319.6797
"theta_1",1,8918,2672,11791834819.9768
"theta_1",1,8919,3248,14271657249.9369
"theta_1",1,8920,3058,12761049880.5147
"theta_1",1,8921,3248,14553232157.0363
"theta_1",1,8922,592,2453730947.19205
"theta_1",1,8923,908,3815655770.71106
"theta_1",1,8924,6592,29039481302.808
"theta_1",1,8925,8823,38526612766.4794
"theta_1",1,8926,4064,18646213254.9137
"theta_1",1,8927,4187,18372048930.5481
"theta_1",1,8928,1477,5936662931.39197
"theta_1",1,8929,1670,6978067121.54663
"theta_1",1,8930,4055,18412259001.3447
"theta_1",1,8931,2707,11841884479.6092
"theta_1",1,8932,720,3116180024.1054
"theta_1",1,8933,5714,25317548736.306
"theta_1",1,8934,1833,8068725756.4284
"theta_1",1,8935,2241,10328719711.1473
"theta_1",1,8936,3179,13110030048.1306
"theta_1",1,8937,4255,19450635957.0043
"theta_1",1,8938,5332,23822835320.573
"theta_1",1,8939,3200,12838848806.4831
"theta_1",1,8940,2046,9225975313.78457
"theta_1",1,8941,6869,29483818114.7024
"theta_1",1,8942,9843,44046599239.5234
"theta_1",1,8943,1812,7985999543.58901
"theta_1",1,8944,1408,6255697037.13939
"theta_1",1,8945,4838,20345896951.2411
"theta_1",1,8946,7004,30134633590.1916
"theta_1",1,8947,3071,13221458082.0423
"theta_1",1,8948,730,2913781659.67278
"theta_1",1,8949,3927,16603178415.9256
"theta_1",1,8950,4510,20519136105.1235
"theta_1",1,8951,2302,9925120428.6237
"theta_1",1,8952,9798,42843167680.6846
"theta_1",1,8953,5970,27169868675.3546
"theta_1",1,8954,2303,10275477510.4408
"theta_1",1,8955,4301,18136029385.3886
"theta_1",1,8956,5312,24189741652.6241
"theta_1",1,8957,5583,24664348015.3537
"theta_1",1,8958,2292,10122885749.9406
"theta_1",1,8959,3108,14179169165.0688
"theta_1",1,8960,2109,9457582565.79708
"theta_1",1,8961,3671,16755736867.6427
"theta_1",1,8962,2352,9535861836.43174
"theta_1",1,8963,8372,36685538950.0185
"theta_1",1,8964,7843,33975961181.3642
"theta_1",1,8965,2536,12034586136.938
"theta_1",1,8966,3062,13693826993.0185
"theta_1",1,8967,4794,21023699927.0956
"theta_1",1,8968,656,2909723567.67505
"theta_1",1,8969,3856,16390600728.4346
"theta_1",1,8970,1710,7188621857.60691
"theta_1",1,8971,2667,11255929424.0009
"theta_1",1,8972,2826,11600622685.4036
"theta_1",1,8973,2814,11404062986.6573
"theta_1",1,8974,1501,6379781814.78775
"theta_1",1,8975,2942,13424358348.9611
"theta_1",1,8976,3330,14883290038.5016
"theta_1",1,8977,3318,14480897526.4959
"theta_1",1,8978,2666,11565619486.6786
"theta_1",1,8979,11236,48940871462.5157
"theta_1",1,8980,3374,13921474602.7323
"theta_1",1,8981,1908,8972467962.02156
"theta_1",1,8982,8860,37953367403.5866
"theta_1",1,8983,1742,7917533543.39591
"theta_1",1,8984,3945,16753306615.4982
"theta_1",1,8985,1582,7105603158.42883
"theta_1",1,8986,4069,17305625404.0976
"theta_1",1,8987,2757,11988443958.0649
"theta_1",1,8988,1938,8151178890.1341
"theta_1",1,8989,2976,12946789392.13
"theta_1",1,8990,2777,11404817899.8532
"theta_1",1,8991,2215,9839096132.58378
"theta_1",1,8992,3360,14866131758.4302
"theta_1",1,8993,1774,8132276037.63856
"theta_1",1,8994,2870,13062240876.0486
"theta_1",1,8995,1418,6186683597.79815
"theta_1",1,8996,2311,9671026462.73405
"theta_1",1,8997,7389,33125490932.8951
"theta_1",1,8998,3752,17152489764.8977
"theta_1",1,8999,2474,10852848263.7409
"theta_1",1,9000,6013,25646753475.3664
"theta_1",1,9001,1900,8733087704.27942
"theta_1",1,9002,2310,10561222637.169
"theta_1",1,9003,10233,44271320325.379
"theta_1",1,9004,1943,8149279947.65733
"theta_1",1,9005,2299,10785526161.3858
"theta_1",1,9006,5773,25237724588.8016
"theta_1",1,9007,4189,18804351417.9058
"theta_1",1,9008,3195,13276007657.2694
"theta_1",1,9009,3288,13760444718.2974
"theta_1",1,9010,5012,21676771086.135
"theta_1",1,9011,7449,32611791251.1842
"theta_1",1,9012,1320,5834790095.36054
"theta_1",1,9013,4048,18034206642.3539
"theta_1",1,9014,1505,6550103818.7136
"theta_1",1,9015,2136,9264027883.87188
"theta_1",1,9016,3703,16052457825.6006
"theta_1",1,9017,2406,10578173741.9876
"theta_1",1,9018,1326,5729831384.5215
"theta_1",1,9019,5640,24109834820.1125
"theta_1",1,9020,3789,16491706568.247
"theta_1",1,9021,1930,8593817902.11343
"theta_1",1,9022,3681,15911171009.7401
"theta_1",1,9023,1719,7508244176.10984
"theta_1",1,9024,710,2948912662.38281
"theta_1",1,9025,2219,9622579549.79436
"theta_1",1,9026,2463,10321315444.6008
"theta_1",1,9027,1590,6830103907.06878
"theta_1",1,9028,1025,4285882823.94794
"theta_1",1,9029,1574,6769506701.99186
"theta_1",1,9030,5109,21629111405.3344
"theta_1",1,9031,3826,15977413349.4806
"theta_1",1,9032,1249,5237941192.75403
"theta_1",1,9033,3059,13692433678.6145
"theta_1",1,9034,2319,10256032673.9622
"theta_1",1,9035,923,4003929004.7574
"theta_1",1,9036,4041,17384915522.2973
"theta_1",1,9037,4841,21827869597.1571
"theta_1",1,9038,4720,21377735482.2984
"theta_1",1,9039,6300,26970822286.0445
"theta_1",1,9040,1900,7921224117.38165
"theta_1",1,9041,5171,22680105375.1799
"theta_1",1,9042,3936,17366058449.0717
"theta_1",1,9043,1298,5309466139.82123
"theta_1",1,9044,3763,16968890516.5013
"theta_1",1,9045,4716,21470199365.9311
"theta_1",1,9046,2356,9521955076.33662
"theta_1",1,9047,5579,23720376583.8702
"theta_1",1,9048,7009,31461790726.1482
"theta_1",1,9049,4785,20261838087.5083
"theta_1",1,9050,3371,15083937901.6011
"theta_1",1,9051,4768,20582609020.5121
"theta_1",1,9052,5120,22425087582.134
"theta_1",1,9053,3267,14652600593.6145
"theta_1",1,9054,2203,9401153735.8019
"theta_1",1,9055,11858,52197871109.8053
"theta_1",1,9056,10512,47038269163.0602
"theta_1",1,9057,4167,18007875519.9079
"theta_1",1,9058,3092,14367379128.2433
"theta_1",1,9059,4912,22028704778.2512
"theta_1",1,9060,1468,6522067108.58345
"theta_1",1,9061,4028,18426262472.3128
"theta_1",1,9062,3087,13678922488.69
"theta_1",1,9063,2701,12481918954.6562
"theta_1",1,9064,9246,41419189024.9925
"theta_1",1,9065,997,4229485568.74346
"theta_1",1,9066,4180,17944742106.3647
"theta_1",1,9067,2334,10198480198.9414
"theta_1",1,9068,520,2127322150.4375
"theta_1",1,9069,4632,21191739530.0071
"theta_1",1,9070,3541,15045788724.7341
"theta_1",1,9071,6912,30188540937.5313
"theta_1",1,9072,1842,7967050679.86795
"theta_1",1,9073,4221,17889889252.1685
"theta_1",1,9074,3284,13887237379.5655
"theta_1",1,9075,2211,9053606331.23715
"theta_1",1,9076,5108,22634895665.9155
"theta_1",1,9077,3098,13311355009.0408
"theta_1",1,9078,7617,32898996342.4776
"theta_1",1,9079,1324,6449481159.27319
"theta_1",1,9080,7986,33771482426.4422
"theta_1",1,9081,10663,47159362684.8356
"theta_1",1,9082,2670,11499006244.1493
"theta_1",1,9083,4616,19729047107.3328
"theta_1",1,9084,3329,14663394791.8245
"theta_1",1,9085,4125,17907388792.1557
"theta_1",1,9086,3574,15268639106.5127
"theta_1",1,9087,1515,6312144096.53636
"theta_1",1,9088,2293,9003006568.1399
"theta_1",1,9089,7937,34146793510.5084
"theta_1",1,9090,1347,5758157453.53747
"theta_1",1,9091,2594,10697141838.6662
"theta_1",1,9092,3729,15910955226.1909
"theta_1",1,9093,2113,9270502275.57325
"theta_1",1,9094,2719,12123008488.4822
"theta_1",1,9095,5937,25527849649.1249
"theta_1",1,9096,5908,25266982922.6868
"theta_1",1,9097,2751,12321208564.3732
"theta_1",1,9098,4074,18167079962.9165
"theta_1",1,9099,3373,14517155006.2492
"theta_1",1,9100,2471,11015426454.7277
"theta_1",1,9101,900,4052423367.57363
"theta_1",1,9102,3283,14804778416.8631
"theta_1",1,9103,3759,16381855563.44
"theta_1",1,9104,1649,7323568798.26227
"theta_1",1,9105,3176,13963430527.5516
"theta_1",1,9106,444,2058487835.68325
"theta_1",1,9107,4283,19050401023.6465
"theta_1",1,9108,3833,16521360830.8579
"theta_1",1,9109,771,3581850660.64402
"theta_1",1,9110,2817,11909728453.2309
"theta_1",1,9111,1214,5500896683.57585
"theta_1",1,9112,3778,16071546538.1944
"theta_1",1,9113,4227,18286514876.7338
"theta_1",1,9114,1753,7667378036.88138
"theta_1",1,9115,5773,24450853828.0929
"theta_1",1,9116,2230,9942194896.30787
"theta_1",1,9117,3737,15633204644.5934
"theta_1",1,9118,2472,11147112751.6986
"theta_1",1,9119,3947,16817621086.1357
"theta_1",1,9120,1294,5662648667.52364
"theta_1",1,9121,776,2932027772.69201
"theta_1",1,9122,5629,24037039166.2396
"theta_1",1,9123,1830,8157739243.55947
"theta_1",1,9124,2223,9417994291.26708
"theta_1",1,9125,1039,4686412922.43363
"theta_1",1,9126,1184,5180134303.92733
"theta_1",1,9127,1098,4676218041.76743
"theta_1",1,9128,4345,18955309903.2282
"theta_1",1,9129,1752,7810298358.54894
"theta_1",1,9130,5462,24900490238.8201
"theta_1",1,9131,1960,8122019114.02073
"theta_1",1,9132,1819,7838981528.94535
"theta_1",1,9133,828,3585727431.69047
"theta_1",1,9134,2983,12947562377.9821
"theta_1",1,9135,2802,12419641306.8687
"theta_1",1,9136,886,4338012235.78509
"theta_1",1,9137,4682,21174230128.3173
"theta_1",1,9138,1393,6213753530.19243
"theta_1",1,9139,1474,6616229521.72567
"theta_1",1,9140,4419,20654103633.3094
"theta_1",1,9141,3938,17277103387.2675
"theta_1",1,9142,1849,7843940631.5393
"theta_1",1,9143,2519,10643690479.1512
"theta_1",1,9144,3031,13226934883.6585
"theta_1",1,9145,2907,12263145908.9172
"theta_1",1,9146,2279,9969469483.20692
"theta_1",1,9147,858,3812915995.15036
"theta_1",1,9148,5559,25292966001.3526
"theta_1",1,9149,3381,15202280503.0605
"theta_1",1,9150,4706,20435215567.0516
"theta_1",1,9151,3302,14338299150.6682
"theta_1",1,9152,6246,27016921882.7918
"theta_1",1,9153,2906,12666273349.4374
"theta_1",1,9154,10647,45924988066.8513
"theta_1",1,9155,5470,24639338233.3107
"theta_1",1,9156,3583,15050176585.2629
"theta_1",1,9157,4623,21185535606.7251
"theta_1",1,9158,3854,16868183937.436
"theta_1",1,9159,3524,15236670205.2645
"theta_1",1,9160,4849,21669493046.4674
"theta_1",1,9161,6145,27474536204.6669
"theta_1",1,9162,11474,51061936371.1251
"theta_1",1,9163,1241,5470716199.48097
"theta_1",1,9164,2643,11060659457.7964
"theta_1",1,9165,1724,7667290335.947
"theta_1",1,9166,3136,13356717003.5509
"theta_1",1,9167,5004,22597595806.8362
"theta_1",1,9168,3445,14778540426.9898
"theta_1",1,9169,2919,12290452174.9382
"theta_1",1,9170,1420,6449061190.01568
"theta_1",1,9171,5964,25489367511.4202
"theta_1",1,9172,7206,32548050310.6154
"theta_1",1,9173,795,3744631699.20066
"theta_1",1,9174,642,2606603934.24447
"theta_1",1,9175,1804,8113740540.80272
"theta_1",1,9176,3540,15502123406.8257
"theta_1",1,9177,2332,10321188749.6918
"theta_1",1,9178,5374,23707581502.9426
"theta_1",1,9179,1887,7287107728.27244
"theta_1",1,9180,1289,5517023878.60732
"theta_1",1,9181,3887,16741522460.8673
"theta_1",1,9182,4183,18853278495.9476
"theta_1",1,9183,4695,21219193106.8546
"theta_1",1,9184,5702,24794166934.4541
"theta_1",1,9185,3833,16626850980.9155
"theta_1",1,9186,10544,45194136033.3417
"theta_1",1,9187,1881,8266913768.91229
"theta_1",1,9188,3224,14846167898.8442
"theta_1",1,9189,5821,24757501895.5564
"theta_1",1,9190,2960,13339940646.321
"theta_1",1,9191,1289,5677224385.61743
"theta_1",1,9192,5477,23541661079.4262
"theta_1",1,9193,2906,12095464174.7014
"theta_1",1,9194,3178,13236016553.3844
"theta_1",1,9195,2366,10203707455.3589
"theta_1",1,9196,1944,8428480251.93174
"theta_1",1,9197,1873,8676120023.72081
"theta_1",1,9198,8006,34379907518.8044
"theta_1",1,9199,7759,33533303772.2264
"theta_1",1,9200,3768,17619591424.8907
"theta_1",1,9201,1897,8843040441.32096
"theta_1",1,9202,3071,13385944057.8437
"theta_1",1,9203,1800,7536971430.63513
"theta_1",1,9204,346,1413317977.20761
"theta_1",1,9205,1309,5969421623.48343
"theta_1",1,9206,1689,6982851638.2544
"theta_1",1,9207,13414,59508212415.8647
"theta_1",1,9208,2697,12228875837.5844
"theta_1",1,9209,2339,10209400486.1315
"theta_1",1,9210,2168,9874096406.30143
"theta_1",1,9211,5024,22191505340.9191
"theta_1",1,9212,12394,53798827100.2699
"theta_1",1,9213,298,1189126598.39956
"theta_1",1,9214,5478,24406551947.1068
"theta_1",1,9215,6622,29561687858.0953
"theta_1",1,9216,1426,6450960185.47637
"theta_1",1,9217,7025,30312988169.0324
"theta_1",1,9218,4425,20177765336.1828
"theta_1",1,9219,2583,11540411397.6773
"theta_1",1,9220,1685,7288415522.21198
"theta_1",1,9221,4470,19143311352.8126
"theta_1",1,9222,8223,35472615550.6865
"theta_1",1,9223,4828,21197449710.1348
"theta_1",1,9224,4948,22197676535.8461
"theta_1",1,9225,4582,20459752735.9895
"theta_1",1,9226,12206,53654355165.2879
"theta_1",1,9227,10205,43015634165.5887
"theta_1",1,9228,6326,27579049962.176
"theta_1",1,9229,4166,17517827066.5872
"theta_1",1,9230,1123,4738162733.28298
"theta_1",1,9231,9791,44257966036.1194
"theta_1",1,9232,3264,14201557320.228
"theta_1",1,9233,3325,14783749995.2755
"theta_1",1,9234,1254,5767420140.70626
"theta_1",1,9235,9235,39948596069.4556
"theta_1",1,9236,6491,27995997205.0046
"theta_1",1,9237,2407,10723915347.7654
"theta_1",1,9238,2477,10673832940.2246
"theta_1",1,9239,782,3422894536.63301
"theta_1",1,9240,5382,23291555526.5512
"theta_1",1,9241,1968,8679723642.46712
"theta_1",1,9242,1487,6731571120.05849
"theta_1",1,9243,5581,24899436871.0269
"theta_1",1,9244,8589,37900051214.328
"theta_1",1,9245,2772,12416904887.3666
"theta_1",1,9246,2025,8512263714.02118
"theta_1",1,9247,2849,12886633431.0683
"theta_1",1,9248,5566,25549445471.9793
"theta_1",1,9249,1856,8564111087.40349
"theta_1",1,9250,2818,12669724284.16
"theta_1",1,9251,3046,13097273988.3936
"theta_1",1,9252,4423,19302527958.5339
"theta_1",1,9253,3601,15482302983.0116
"theta_1",1,9254,3499,16152373345.822
"theta_1",1,9255,6920,29858006538.5541
"theta_1",1,9256,1779,7791504046.45696
"theta_1",1,9257,4424,18676946544.0054
"theta_1",1,9258,3796,16646811768.2637
"theta_1",1,9259,2664,11158208968.0069
"theta_1",1,9260,1366,6526730284.23065
"theta_1",1,9261,2524,11352428458.534
"theta_1",1,9262,1665,7126723599.42273
"theta_1",1,9263,1902,8720339456.99123
"theta_1",1,9264,4133,19001423750.4801
"theta_1",1,9265,1083,5212280324.1257
"theta_1",1,9266,1085,4675734259.63916
"theta_1",1,9267,5390,23416107790.3533
"theta_1",1,9268,5495,24696764742.4043
"theta_1",1,9269,1469,6488772004.38285
"theta_1",1,9270,4328,18395559053.8443
"theta_1",1,9271,2835,11784487523.2947
"theta_1",1,9272,7162,31305693525.0978
"theta_1",1,9273,5142,22606837644.6156
"theta_1",1,9274,3002,13569387901.152
"theta_1",1,9275,591,2401553965.19559
"theta_1",1,9276,6719,28856588563.4264
"theta_1",1,9277,3849,16358873197.4124
"theta_1",1,9278,5199,22805390223.8967
"theta_1",1,9279,7654,33248022694.7882
"theta_1",1,9280,2402,10325374800.3359
"theta_1",1,9281,2810,12056993170.7939
"theta_1",1,9282,6888,29155717486.8451
"theta_1",1,9283,2484,11104774767.7353
"theta_1",1,9284,2925,13291265714.5228
"theta_1",1,9285,5116,22501763301.613
"theta_1",1,9286,3115,14009148691.6931
"theta_1",1,9287,2728,12168933206.5777
"theta_1",1,9288,958,4200112076.02429
"theta_1",1,9289,3185,14090268832.0822
"theta_1",1,9290,1771,7335786956.99798
"theta_1",1,9291,673,2984090425.70826
"theta_1",1,9292,5279,22949961189.1995
"theta_1",1,9293,5131,22381087116.8589
"theta_1",1,9294,10019,43882058724.0872
"theta_1",1,9295,5310,23505641809.1164
"theta_1",1,9296,2134,9126377180.39524
"theta_1",1,9297,3074,14007998708.7002
"theta_1",1,9298,3854,17505892181.0202
"theta_1",1,9299,10412,45261332464.6294
"theta_1",1,9300,2041,9107186125.54185
"theta_1",1,9301,1021,4327659233.53142
"theta_1",1,9302,2629,11101498970.5379
"theta_1",1,9303,2748,12059705296.5398
"theta_1",1,9304,4367,19435285376.4257
"theta_1",1,9305,5838,26522354527.9632
"theta_1",1,9306,1563,6688680918.88264
"theta_1",1,9307,5953,25479782218.886
"theta_1",1,9308,3522,15246476394.8599
"theta_1",1,9309,2910,12287262193.3359
"theta_1",1,9310,1993,8519376387.96532
"theta_1",1,9311,6434,27949658389.7901
"theta_1",1,9312,2483,10493269477.5817
"theta_1",1,9313,4449,19110773602.7123
"theta_1",1,9314,2441,10083921073.5982
"theta_1",1,9315,4447,19266107012.9806
"theta_1",1,9316,8530,38691208266.9578
"theta_1",1,9317,5658,23800922967.2059
"theta_1",1,9318,7251,30467750461.2424
"theta_1",1,9319,5110,22088825340.6551
"theta_1",1,9320,657,2901097165.12659
"theta_1",1,9321,12462,53254467508.5375
"theta_1",1,9322,6641,28964872292.8748
"theta_1",1,9323,909,3651778480.96629
"theta_1",1,9324,3128,13120303123.3428
"theta_1",1,9325,7179,31187122351.6294
"theta_1",1,9326,4273,17927242376.9782
"theta_1",1,9327,5788,25135569783.6213
"theta_1",1,9328,1634,7073669802.63533
"theta_1",1,9329,2552,11498297775.0472
"theta_1",1,9330,5053,21607799590.9315
"theta_1",1,9331,1360,5874415954.6246
"theta_1",1,9332,1505,6682314290.99853
"theta_1",1,9333,2520,10885239398.633
"theta_1",1,9334,3349,14391075996.9701
"theta_1",1,9335,3983,17486904766.1664
"theta_1",1,9336,4849,21306072881.6955
"theta_1",1,9337,3335,14359374759.3133
"theta_1",1,9338,2491,11302229226.552
"theta_1",1,9339,4168,19274362059.9203
"theta_1",1,9340,6101,27476003997.7248
"theta_1",1,9341,1733,7469461916.43993
"theta_1",1,9342,2953,12264565930.1215
"theta_1",1,9343,4833,21381943167.5503
"theta_1",1,9344,3176,14054137536.4887
"theta_1",1,9345,5735,24238450268.1717
"theta_1",1,9346,6049,25855978504.8741
"theta_1",1,9347,2731,11659895082.4392
"theta_1",1,9348,863,3617194777.3001
"theta_1",1,9349,1648,7034128754.30854
"theta_1",1,9350,4407,18836226447.9599
"theta_1",1,9351,1440,6146197639.74093
"theta_1",1,9352,4251,17845926115.2961
"theta_1",1,9353,5862,26098014787.3786
"theta_1",1,9354,641,2924757570.321
"theta_1",1,9355,5605,24919158460.8497
"theta_1",1,9356,1293,5966901533.03666
"theta_1",1,9357,7839,34299597520.0792
"theta_1",1,9358,560,2352399241.29386
