"theta_scenario","theta_used","sim","claim_count","agg_loss"
"theta_1",1,2309,1455,6351527688.25218
"theta_1",1,2310,7656,33797131981.9882
"theta_1",1,2311,4667,19781243450.2832
"theta_1",1,2312,2314,9696228139.89541
"theta_1",1,2313,2790,11751431468.5988
"theta_1",1,2314,3317,14645228658.962
"theta_1",1,2315,3683,15796918915.891
"theta_1",1,2316,3493,14998417583.5891
"theta_1",1,2317,1874,8151637500.85954
"theta_1",1,2318,985,3843090241.39665
"theta_1",1,2319,1943,8689120743.48741
"theta_1",1,2320,4693,20495600910.7039
"theta_1",1,2321,1282,5717876950.69201
"theta_1",1,2322,1559,6935149948.40533
"theta_1",1,2323,2954,13301282090
"theta_1",1,2324,1363,6000894032.15041
"theta_1",1,2325,931,3830009327.4521
"theta_1",1,2326,1357,6166169050.33286
"theta_1",1,2327,4890,21714696765.2782
"theta_1",1,2328,1242,5549822447.38079
"theta_1",1,2329,2195,9418859556.10061
"theta_1",1,2330,522,2571479639.70987
"theta_1",1,2331,1599,7635200179.76854
"theta_1",1,2332,2837,12603283540.923
"theta_1",1,2333,3352,14427866351.0756
"theta_1",1,2334,535,2262410201.63335
"theta_1",1,2335,2806,11938081358.2074
"theta_1",1,2336,4175,18754878656.3235
"theta_1",1,2337,6032,26396000961.6362
"theta_1",1,2338,7141,31703283332.931
"theta_1",1,2339,4300,19710565015.0022
"theta_1",1,2340,2257,9608840045.1658
"theta_1",1,2341,1914,8839704744.58239
"theta_1",1,2342,1805,7809741207.4305
"theta_1",1,2343,2933,12912809264.0682
"theta_1",1,2344,954,4561656749.8461
"theta_1",1,2345,7641,32816491732.716
"theta_1",1,2346,1955,9511430921.72806
"theta_1",1,2347,2069,8992957721.3764
"theta_1",1,2348,1665,7827257588.7732
"theta_1",1,2349,7244,31416329337.8118
"theta_1",1,2350,3200,13644122628.5663
"theta_1",1,2351,2699,11771825265.738
"theta_1",1,2352,2040,8749100042.89099
"theta_1",1,2353,1458,6324713184.42674
"theta_1",1,2354,11085,48310034991.6606
"theta_1",1,2355,6931,30551454340.0135
"theta_1",1,2356,4634,20518696892.8008
"theta_1",1,2357,6164,27123788280.9318
"theta_1",1,2358,2296,9874576599.69753
"theta_1",1,2359,13036,57349718420.8922
"theta_1",1,2360,2223,9388250667.14557
"theta_1",1,2361,3643,16705445434.5255
"theta_1",1,2362,9261,39795993413.303
"theta_1",1,2363,908,4162680858.81442
"theta_1",1,2364,2531,11159596621.8467
"theta_1",1,2365,4130,18193606782.4217
"theta_1",1,2366,1680,7473496425.54734
"theta_1",1,2367,1104,4969880796.0623
"theta_1",1,2368,1584,7276501258.96967
"theta_1",1,2369,2930,13362928963.1168
"theta_1",1,2370,3066,13850503007.3153
"theta_1",1,2371,1351,6148997995.13312
"theta_1",1,2372,1190,5223338045.60088
"theta_1",1,2373,2997,13493856133.3167
"theta_1",1,2374,3262,14070793030.4659
"theta_1",1,2375,578,2540176296.52036
"theta_1",1,2376,4560,19781283136.012
"theta_1",1,2377,1661,6822719500.63539
"theta_1",1,2378,3276,14498155988.9404
"theta_1",1,2379,3062,12867815918.4524
"theta_1",1,2380,4061,18401312503.0281
"theta_1",1,2381,2453,10546914570.5922
"theta_1",1,2382,2298,9761405195.07933
"theta_1",1,2383,3794,16337330466.3614
"theta_1",1,2384,1477,6772789231.75314
"theta_1",1,2385,5648,23766462908.8008
"theta_1",1,2386,3088,13235264441.6456
"theta_1",1,2387,1443,6014209112.46568
"theta_1",1,2388,8787,38744672880.8196
"theta_1",1,2389,5195,22702318320.7717
"theta_1",1,2390,1172,4716593822.41448
"theta_1",1,2391,3620,15625739068.2426
"theta_1",1,2392,3741,16935329644.4281
"theta_1",1,2393,6722,29238202972.4317
"theta_1",1,2394,7062,31303751509.665
"theta_1",1,2395,1254,5066306351.12079
"theta_1",1,2396,2608,10818831786.6868
"theta_1",1,2397,7694,34674873111.5259
"theta_1",1,2398,6451,27630811950.0358
"theta_1",1,2399,2053,9181586780.38298
"theta_1",1,2400,6510,27840554513.0723
"theta_1",1,2401,5411,22868606723.2521
"theta_1",1,2402,2596,11323040415.0676
"theta_1",1,2403,3302,14314558504.7835
"theta_1",1,2404,6635,29390589680.8825
"theta_1",1,2405,1683,7344142754.9089
"theta_1",1,2406,3338,14619989966.0291
"theta_1",1,2407,2180,9151975608.27078
"theta_1",1,2408,11205,49563490652.2501
"theta_1",1,2409,2670,11849114792.0603
"theta_1",1,2410,1873,7983560365.86126
"theta_1",1,2411,10468,46682967069.1704
"theta_1",1,2412,2823,12294683123.2137
"theta_1",1,2413,3563,15156113877.7024
"theta_1",1,2414,1317,5567904474.42792
"theta_1",1,2415,4393,19157828660.7151
"theta_1",1,2416,2846,12832529950.1319
"theta_1",1,2417,11251,50264862455.0805
"theta_1",1,2418,2201,9859019706.71511
"theta_1",1,2419,4520,19474244143.5691
"theta_1",1,2420,4633,19818934836.4648
"theta_1",1,2421,1661,7398427603.42858
"theta_1",1,2422,1283,5754780122.66679
"theta_1",1,2423,3198,13552253777.0504
"theta_1",1,2424,3934,16725801337.2591
"theta_1",1,2425,8916,39872372392.2025
"theta_1",1,2426,3047,13410502150.0065
"theta_1",1,2427,5515,24922790074.1917
"theta_1",1,2428,3957,17692234817.3416
"theta_1",1,2429,4680,20324023276.5722
"theta_1",1,2430,3349,15797067316.9536
"theta_1",1,2431,2682,12208484603.1438
"theta_1",1,2432,2378,10200587192.7502
"theta_1",1,2433,1553,6540976547.80453
"theta_1",1,2434,2212,9682720342.15808
"theta_1",1,2435,2105,8682917073.52262
"theta_1",1,2436,6723,29875804682.9553
"theta_1",1,2437,4536,19926663929.109
"theta_1",1,2438,3650,15605388198.1262
"theta_1",1,2439,3531,15211019352.3219
"theta_1",1,2440,768,3363526104.41317
"theta_1",1,2441,5268,22718121328.4335
"theta_1",1,2442,4631,20525297905.9176
"theta_1",1,2443,5437,23097466770.5872
"theta_1",1,2444,1420,6493212853.66389
"theta_1",1,2445,3146,13761336977.6698
"theta_1",1,2446,5483,23500114457.2003
"theta_1",1,2447,611,2719341180.65589
"theta_1",1,2448,804,4057932955.66398
"theta_1",1,2449,584,2388965207.59558
"theta_1",1,2450,1111,5162238879.18327
"theta_1",1,2451,7023,30669534464.0844
"theta_1",1,2452,4435,19080115734.0755
"theta_1",1,2453,1314,5537706347.50591
"theta_1",1,2454,2674,11070618718.2462
"theta_1",1,2455,5680,24129434237.8333
"theta_1",1,2456,565,2731142527.15697
"theta_1",1,2457,2637,12393931566.4262
"theta_1",1,2458,3386,15099359915.3364
"theta_1",1,2459,2883,12525419897.3266
"theta_1",1,2460,5923,26487947892.9148
"theta_1",1,2461,9937,44414859291.5471
"theta_1",1,2462,4574,19864563209.7014
"theta_1",1,2463,8212,36241866958.4174
"theta_1",1,2464,1651,6686992505.25896
"theta_1",1,2465,7177,30959689214.3158
"theta_1",1,2466,1913,7993388721.74585
"theta_1",1,2467,3255,14656018456.1282
"theta_1",1,2468,1051,4693691436.00179
"theta_1",1,2469,2108,8913063583.19596
"theta_1",1,2470,3812,16784725026.7986
"theta_1",1,2471,2394,11411598042.4549
"theta_1",1,2472,342,1391234251.2739
"theta_1",1,2473,3690,16755338614.7079
"theta_1",1,2474,10927,48581958063.214
"theta_1",1,2475,8625,38395759431.6977
"theta_1",1,2476,9465,41279470504.8554
"theta_1",1,2477,5533,24194229226.6196
"theta_1",1,2478,1922,7379288460.81719
"theta_1",1,2479,5690,25353619580.5261
"theta_1",1,2480,16128,69879820004.899
"theta_1",1,2481,3712,15550300877.5198
"theta_1",1,2482,4867,21829886185.1509
"theta_1",1,2483,7531,32804385736.3254
"theta_1",1,2484,4249,19027333715.5267
"theta_1",1,2485,4698,21241896438.2523
"theta_1",1,2486,13107,56698899420.78
"theta_1",1,2487,2304,9248633656.15071
"theta_1",1,2488,2532,10992928041.177
"theta_1",1,2489,5726,25570072654.1225
"theta_1",1,2490,2474,11062559450.0188
"theta_1",1,2491,624,2609692164.49282
"theta_1",1,2492,4057,18437244801.1983
"theta_1",1,2493,5639,25003514207.0541
"theta_1",1,2494,2359,10094402143.8808
"theta_1",1,2495,4111,18405489539.3039
"theta_1",1,2496,2492,10731947756.7194
"theta_1",1,2497,3020,13323607357.831
"theta_1",1,2498,5961,26422393021.6928
"theta_1",1,2499,5688,24657767340.1006
"theta_1",1,2500,5623,23333673462.5161
"theta_1",1,2501,766,3508975300.15593
"theta_1",1,2502,1457,6467477209.7708
"theta_1",1,2503,1880,8033204599.45982
"theta_1",1,2504,2657,11553568746.6866
"theta_1",1,2505,5913,26196264146.6915
"theta_1",1,2506,2139,9466994926.79115
"theta_1",1,2507,1150,4754540860.51321
"theta_1",1,2508,2262,9605441708.27943
"theta_1",1,2509,3840,17239893088.4502
"theta_1",1,2510,4569,19409161913.4061
"theta_1",1,2511,4671,20193363379.0548
"theta_1",1,2512,3111,13376311979.1827
"theta_1",1,2513,2206,9199688890.90715
"theta_1",1,2514,5844,26270249779.8208
"theta_1",1,2515,1666,6886642340.21168
"theta_1",1,2516,5703,24607203313.773
"theta_1",1,2517,5763,25567266619.9053
"theta_1",1,2518,884,4135489166.61387
"theta_1",1,2519,1841,8178961364.36348
"theta_1",1,2520,3760,17013343566.608
"theta_1",1,2521,3195,14005410670.8994
"theta_1",1,2522,5472,24057875399.1338
"theta_1",1,2523,794,3569801565.34482
"theta_1",1,2524,957,4395981993.81288
"theta_1",1,2525,4946,21865243210.039
"theta_1",1,2526,4961,22111881376.7018
"theta_1",1,2527,2751,12119814128.7194
"theta_1",1,2528,5506,23977185704.3063
"theta_1",1,2529,6327,27035761385.6373
"theta_1",1,2530,1289,5564178362.3885
"theta_1",1,2531,1743,7582456924.60029
"theta_1",1,2532,4416,18988012349.0138
"theta_1",1,2533,4713,20707183447.0009
"theta_1",1,2534,9662,42482147224.2905
"theta_1",1,2535,6584,28548648516.6064
"theta_1",1,2536,4243,19369552145.8738
"theta_1",1,2537,2545,11427142013.8993
"theta_1",1,2538,2516,11612088091.4125
"theta_1",1,2539,4227,17859459444.414
"theta_1",1,2540,829,3526934738.96214
"theta_1",1,2541,2847,13056391456.1047
"theta_1",1,2542,618,2848495835.08646
"theta_1",1,2543,1596,7143873108.63103
"theta_1",1,2544,503,1931305493.49308
"theta_1",1,2545,2902,12342328055.8895
"theta_1",1,2546,4125,17983732064.6667
"theta_1",1,2547,3065,13183034020.3769
"theta_1",1,2548,7005,30794023937.3538
"theta_1",1,2549,664,2686117567.16756
"theta_1",1,2550,2537,10957554211.2338
"theta_1",1,2551,693,2629469111.83946
"theta_1",1,2552,1998,8905244427.42669
"theta_1",1,2553,4285,17931059705.3729
"theta_1",1,2554,2998,13025980534.9869
"theta_1",1,2555,1298,5880292023.6483
"theta_1",1,2556,3189,13165582849.828
"theta_1",1,2557,2908,12172480114.452
"theta_1",1,2558,4771,20667208767.6373
"theta_1",1,2559,9071,38343045168.9052
"theta_1",1,2560,1228,5669078729.38141
"theta_1",1,2561,5133,22005787172.5703
"theta_1",1,2562,672,2656629249.35772
"theta_1",1,2563,2062,9039683798.97315
"theta_1",1,2564,6767,29284500971.8176
"theta_1",1,2565,1386,5797211021.30301
"theta_1",1,2566,2318,9697322326.55497
"theta_1",1,2567,5326,22779643635.3546
"theta_1",1,2568,1384,6284004769.49536
"theta_1",1,2569,2550,10970370311.378
"theta_1",1,2570,4032,17264806521.4861
"theta_1",1,2571,2026,8609874544.23783
"theta_1",1,2572,5494,23723673323.6923
"theta_1",1,2573,6511,29338978890.9977
"theta_1",1,2574,4299,18681174034.2782
"theta_1",1,2575,2563,10675096917.9009
"theta_1",1,2576,3747,16155540700.4127
"theta_1",1,2577,5748,25279962671.5863
"theta_1",1,2578,703,2901783695.2905
"theta_1",1,2579,7712,33662562456.4757
"theta_1",1,2580,5906,25605899093.6618
"theta_1",1,2581,4011,17621319414.4394
"theta_1",1,2582,6012,27717710919.9638
"theta_1",1,2583,3680,16502996744.8248
"theta_1",1,2584,5350,23167943508.1739
"theta_1",1,2585,6878,29942921911.9174
"theta_1",1,2586,1063,4799516835.01388
"theta_1",1,2587,8813,38695653814.3562
"theta_1",1,2588,2278,9514911403.58431
"theta_1",1,2589,5905,26473485281.1272
"theta_1",1,2590,5108,23237319574.634
"theta_1",1,2591,3727,16958940751.2679
"theta_1",1,2592,205,857808509.140401
"theta_1",1,2593,3855,16604821948.815
"theta_1",1,2594,4226,17978432568.2223
"theta_1",1,2595,2224,11007661281.5153
"theta_1",1,2596,2198,10068204090.2963
"theta_1",1,2597,4610,20165460511.1493
"theta_1",1,2598,4090,17844240407.8486
"theta_1",1,2599,2191,10443394141.0134
"theta_1",1,2600,1894,8616773074.01431
"theta_1",1,2601,6043,28087004801.2342
"theta_1",1,2602,4258,19257172228.5852
"theta_1",1,2603,2846,12924868682.0061
"theta_1",1,2604,1650,6904446250.96104
"theta_1",1,2605,1011,4421910174.49418
"theta_1",1,2606,5131,21379289983.196
"theta_1",1,2607,1626,6587666938.30158
"theta_1",1,2608,8633,38470400518.9618
"theta_1",1,2609,3162,13629929791.0012
"theta_1",1,2610,1865,8135585776.88895
"theta_1",1,2611,1864,8009202333.78391
"theta_1",1,2612,2544,11316854595.2574
"theta_1",1,2613,655,2847178996.22751
"theta_1",1,2614,7705,34103312842.6321
"theta_1",1,2615,2560,10666718494.5308
"theta_1",1,2616,2709,12327610309.8225
"theta_1",1,2617,4703,21085213991.2892
"theta_1",1,2618,3507,14738225780.8899
"theta_1",1,2619,2841,12303393557.6257
"theta_1",1,2620,5619,23682677378.5793
"theta_1",1,2621,6705,28105496915.8753
"theta_1",1,2622,8105,35370006906.3137
"theta_1",1,2623,1980,8123840164.35639
"theta_1",1,2624,3243,13573955183.2808
"theta_1",1,2625,5235,22161140134.2025
"theta_1",1,2626,1232,5781922682.54301
"theta_1",1,2627,2747,12127474051.5684
"theta_1",1,2628,5306,23845508821.2596
"theta_1",1,2629,1289,5305822043.08667
"theta_1",1,2630,5649,24476998629.2918
"theta_1",1,2631,5876,25192365323.7645
"theta_1",1,2632,736,2807154152.38209
"theta_1",1,2633,3781,16304258246.384
"theta_1",1,2634,6871,29900888383.7571
"theta_1",1,2635,710,2895970899.14671
"theta_1",1,2636,4153,18621768010.59
"theta_1",1,2637,4852,22001946759.6271
"theta_1",1,2638,4228,18151889704.6393
"theta_1",1,2639,3229,13786041778.4753
"theta_1",1,2640,1993,8840137833.11479
"theta_1",1,2641,1384,6749204723.3239
"theta_1",1,2642,1061,4527514125.97717
"theta_1",1,2643,9680,43553124824.0942
"theta_1",1,2644,2638,11339434870.2268
"theta_1",1,2645,6335,28449843961.9063
"theta_1",1,2646,2449,11031046612.9265
"theta_1",1,2647,3997,17984839392.0019
"theta_1",1,2648,3273,14178029449.6746
"theta_1",1,2649,3315,15110487724.2967
"theta_1",1,2650,1164,5033868083.36388
"theta_1",1,2651,1963,8797564821.38982
"theta_1",1,2652,6023,26397371106.8711
"theta_1",1,2653,837,3507256904.76434
"theta_1",1,2654,1409,5873866521.24365
"theta_1",1,2655,2721,11914892429.6347
"theta_1",1,2656,5885,24900174746.7589
"theta_1",1,2657,10373,47855587045.9806
"theta_1",1,2658,2906,12530324701.8109
"theta_1",1,2659,1277,5387762889.40282
"theta_1",1,2660,3865,17201888968.3257
"theta_1",1,2661,3482,15700094356.3401
"theta_1",1,2662,2419,9548901946.36839
"theta_1",1,2663,2314,10309710807.092
"theta_1",1,2664,2964,13346693298.0667
"theta_1",1,2665,833,3628253930.40857
"theta_1",1,2666,8415,36751163643.3716
"theta_1",1,2667,5770,24976695701.524
"theta_1",1,2668,2960,12620406280.2453
"theta_1",1,2669,3321,15148418237.7836
"theta_1",1,2670,7487,32383528958.5226
"theta_1",1,2671,2425,10976427204.4855
"theta_1",1,2672,5924,26081475582.7157
"theta_1",1,2673,2540,11458305164.747
"theta_1",1,2674,383,1363593857.94368
"theta_1",1,2675,1499,6340467740.03645
"theta_1",1,2676,1334,5557634515.48037
"theta_1",1,2677,6479,29041310407.2004
"theta_1",1,2678,1389,5878780063.24018
"theta_1",1,2679,6440,28390707435.8803
"theta_1",1,2680,1989,8846565530.06025
"theta_1",1,2681,2582,12197860514.4423
"theta_1",1,2682,5245,21475442366.4338
"theta_1",1,2683,6360,26538886565.1365
"theta_1",1,2684,1430,5999055146.95048
"theta_1",1,2685,3057,13202911965.484
"theta_1",1,2686,2909,12744873682.4321
"theta_1",1,2687,3943,17899252977.6016
"theta_1",1,2688,1311,5795570897.98867
"theta_1",1,2689,3183,14226588048.9262
"theta_1",1,2690,3986,17636856060.4969
"theta_1",1,2691,3741,16226883054.0959
"theta_1",1,2692,1334,5865241516.51537
"theta_1",1,2693,5727,25153674870.3897
"theta_1",1,2694,3404,15259584772.7934
"theta_1",1,2695,1915,7855113222.81966
"theta_1",1,2696,4151,17699628221.2947
"theta_1",1,2697,735,3362325548.45242
"theta_1",1,2698,3676,15914162393.0846
"theta_1",1,2699,10936,46960362254.2756
"theta_1",1,2700,8404,36763736868.7012
"theta_1",1,2701,3682,16426281727.591
"theta_1",1,2702,4081,17208806551.4817
"theta_1",1,2703,2497,11104883453.8394
"theta_1",1,2704,7200,30748067485.4017
"theta_1",1,2705,868,4030825986.95488
"theta_1",1,2706,2742,11973930319.4694
"theta_1",1,2707,899,4252853343.76157
"theta_1",1,2708,2699,11729937927.3345
"theta_1",1,2709,6964,30407241610.3838
"theta_1",1,2710,3417,14551034304.3902
"theta_1",1,2711,2175,9781179059.02809
"theta_1",1,2712,2243,10119709137.0024
"theta_1",1,2713,2881,12550415083.1308
"theta_1",1,2714,2143,9689817075.74615
"theta_1",1,2715,3747,15842503750.913
"theta_1",1,2716,889,3866358495.17386
"theta_1",1,2717,1850,7853004224.30729
"theta_1",1,2718,2837,12523622944.0904
"theta_1",1,2719,973,4136027365.89276
"theta_1",1,2720,2079,8951550373.13873
"theta_1",1,2721,2724,12348597461.1366
"theta_1",1,2722,5417,23130166779.9664
"theta_1",1,2723,7724,34088110531.229
"theta_1",1,2724,3724,15917369422.4617
"theta_1",1,2725,5010,21155070174.3725
"theta_1",1,2726,3221,14012595711.872
"theta_1",1,2727,3776,15550746980.6231
"theta_1",1,2728,4367,18174958980.7104
"theta_1",1,2729,3510,15731028060.5413
"theta_1",1,2730,1883,8193581716.7801
"theta_1",1,2731,833,3628933215.01591
"theta_1",1,2732,2354,9857700343.72073
"theta_1",1,2733,4696,20519076672.999
"theta_1",1,2734,4166,19079095326.5888
"theta_1",1,2735,2010,8818160133.62433
"theta_1",1,2736,2620,10723083264.6834
"theta_1",1,2737,3586,15698154223.928
"theta_1",1,2738,2240,9487708473.4467
"theta_1",1,2739,7874,34307511291.2043
"theta_1",1,2740,4619,19430641129.9892
"theta_1",1,2741,5306,23063236892.2314
"theta_1",1,2742,2363,10198584420.1581
"theta_1",1,2743,3855,16972092355.7366
"theta_1",1,2744,1435,6664964828.07268
"theta_1",1,2745,3806,16652276639.8399
"theta_1",1,2746,7552,33019777770.6587
"theta_1",1,2747,2470,10377348470.9561
"theta_1",1,2748,9067,40225022626.7447
"theta_1",1,2749,1761,7592791884.70945
"theta_1",1,2750,3892,17129994623.832
"theta_1",1,2751,5689,24935812599.508
"theta_1",1,2752,7327,32021107165.0249
"theta_1",1,2753,6282,28070424222.0914
"theta_1",1,2754,3713,16707297794.0439
"theta_1",1,2755,9470,42138644964.4281
"theta_1",1,2756,2627,11203374528.4607
"theta_1",1,2757,8504,38678570093.3933
"theta_1",1,2758,2829,12355630522.1596
"theta_1",1,2759,2425,11086953627.2769
"theta_1",1,2760,5791,24991757987.7136
"theta_1",1,2761,1574,6514498900.90947
"theta_1",1,2762,3881,17526400382.8255
"theta_1",1,2763,4281,18209167751.9074
"theta_1",1,2764,648,2888924381.18403
"theta_1",1,2765,3386,14533234751.7873
"theta_1",1,2766,5834,25015814846.4821
"theta_1",1,2767,2754,12566441178.2044
"theta_1",1,2768,7590,32301093706.847
"theta_1",1,2769,2145,8918076812.69535
"theta_1",1,2770,2498,11072542286.1244
"theta_1",1,2771,4895,21869646818.6401
"theta_1",1,2772,4332,19223758440.8247
"theta_1",1,2773,4959,22367177142.5091
"theta_1",1,2774,3552,16151048627.3654
"theta_1",1,2775,3394,15048897126.8168
"theta_1",1,2776,1200,5119744578.56698
"theta_1",1,2777,6009,26560639356.173
"theta_1",1,2778,1150,5067829226.31257
"theta_1",1,2779,6625,29223803719.591
"theta_1",1,2780,1677,7548881688.24339
"theta_1",1,2781,4030,18297868626.5414
"theta_1",1,2782,2807,12117556784.0305
"theta_1",1,2783,6860,29328168794.8068
"theta_1",1,2784,3229,14024035036.6793
"theta_1",1,2785,2113,8673353642.74679
"theta_1",1,2786,4310,17770674918.8499
"theta_1",1,2787,3554,15553405420.7461
"theta_1",1,2788,3504,15707355937.1993
"theta_1",1,2789,2139,9380587104.07155
"theta_1",1,2790,6745,29063588184.2806
"theta_1",1,2791,3799,17059706129.9448
"theta_1",1,2792,1074,4665222756.23125
"theta_1",1,2793,3451,14844777694.9634
"theta_1",1,2794,8402,37165078522.8789
"theta_1",1,2795,3263,14976503667.7857
"theta_1",1,2796,3160,14673465915.4685
"theta_1",1,2797,3887,16878694195.659
"theta_1",1,2798,2544,11467708991.4556
"theta_1",1,2799,1399,5849792849.75728
"theta_1",1,2800,1241,5253219161.07355
"theta_1",1,2801,2889,12255897304.8257
"theta_1",1,2802,1144,4685688440.26775
"theta_1",1,2803,951,4214598767.31698
"theta_1",1,2804,3908,18008337366.1145
"theta_1",1,2805,8771,37672516835.0571
"theta_1",1,2806,3051,12203340794.3689
"theta_1",1,2807,2630,11995154989.3939
"theta_1",1,2808,4225,18744042183.9911
"theta_1",1,2809,2253,10612454968.6294
"theta_1",1,2810,3431,14707587908.159
"theta_1",1,2811,1689,6623254134.43407
"theta_1",1,2812,2567,10903990298.7308
"theta_1",1,2813,1552,7064968906.51089
"theta_1",1,2814,7749,33775699455.4438
"theta_1",1,2815,2001,8629543057.13897
"theta_1",1,2816,7434,32805707448.3621
"theta_1",1,2817,900,3866901423.10603
"theta_1",1,2818,3444,14571170645.4143
"theta_1",1,2819,6470,27837121567.0326
"theta_1",1,2820,6614,28671865461.7874
"theta_1",1,2821,10567,45693732124.1008
"theta_1",1,2822,1522,6550016136.8379
"theta_1",1,2823,3738,15991377909.406
"theta_1",1,2824,5702,24274641508.3292
"theta_1",1,2825,2167,9539436908.69001
"theta_1",1,2826,2710,11803439315.8618
"theta_1",1,2827,4988,21295428541.1239
"theta_1",1,2828,3333,14949499144.3015
"theta_1",1,2829,2980,11682934153.1919
"theta_1",1,2830,2898,13010996979.0696
"theta_1",1,2831,1842,7573784542.02314
"theta_1",1,2832,3018,12443821179.7358
"theta_1",1,2833,4551,19859799733.5665
"theta_1",1,2834,3427,15553824182.9724
"theta_1",1,2835,3069,13101345131.3623
"theta_1",1,2836,1807,7541393138.67857
"theta_1",1,2837,2169,9564257350.6346
"theta_1",1,2838,951,3825125531.24705
"theta_1",1,2839,6157,26218024581.4483
"theta_1",1,2840,972,4505833359.05328
"theta_1",1,2841,2771,11842129870.5713
"theta_1",1,2842,2140,9131993339.02398
"theta_1",1,2843,2189,10062523037.0827
"theta_1",1,2844,2202,9264446185.9026
"theta_1",1,2845,1454,6647394533.76878
"theta_1",1,2846,4305,18370126730.2135
"theta_1",1,2847,6922,29934950672.0087
"theta_1",1,2848,9124,39816841527.4834
"theta_1",1,2849,5416,23624764275.8043
"theta_1",1,2850,4031,17312540778.5746
"theta_1",1,2851,5310,24353115310.8486
"theta_1",1,2852,763,3471018856.04478
"theta_1",1,2853,1837,8078128156.60454
"theta_1",1,2854,3843,17004391732.99
"theta_1",1,2855,7277,32817317236.8832
"theta_1",1,2856,7535,32091312235.1572
"theta_1",1,2857,3422,15132109676.9631
"theta_1",1,2858,2185,9664313307.81131
"theta_1",1,2859,4612,20788383533.0674
"theta_1",1,2860,1753,7657875745.11514
"theta_1",1,2861,6296,26680423268.5483
"theta_1",1,2862,3174,13701995718.7999
"theta_1",1,2863,4577,19944275843.4006
"theta_1",1,2864,526,2320748471.90302
"theta_1",1,2865,2558,11566208188.2048
"theta_1",1,2866,6980,30749352538.7415
"theta_1",1,2867,3926,17427329041.7189
"theta_1",1,2868,6248,27248374589.4746
"theta_1",1,2869,5740,25298797505.1226
"theta_1",1,2870,8667,38085079303.7856
"theta_1",1,2871,5491,24245206828.8072
"theta_1",1,2872,5936,26562475366.8536
"theta_1",1,2873,1982,8758098659.61538
"theta_1",1,2874,3151,13289455023.0806
"theta_1",1,2875,1001,4104248132.98728
"theta_1",1,2876,2317,9649251410.17834
"theta_1",1,2877,3362,14275731551.087
"theta_1",1,2878,10011,43400998408.2643
"theta_1",1,2879,2215,10070485096.758
"theta_1",1,2880,2575,11328289857.4255
"theta_1",1,2881,3422,15005704193.4063
"theta_1",1,2882,1754,7109208265.88894
"theta_1",1,2883,5634,24503417285.3393
"theta_1",1,2884,1761,8143415760.43261
"theta_1",1,2885,4710,19829819536.1492
"theta_1",1,2886,422,2058654815.3057
"theta_1",1,2887,4226,18550574355.4406
"theta_1",1,2888,4834,21128329038.0548
"theta_1",1,2889,11907,53118414050.0499
"theta_1",1,2890,2359,10575767457.4161
"theta_1",1,2891,6326,26946688052.8494
"theta_1",1,2892,6795,30072540691.9458
"theta_1",1,2893,1339,5909962778.08342
"theta_1",1,2894,595,2653217516.12949
"theta_1",1,2895,438,1928696616.28497
"theta_1",1,2896,1598,7541810083.94052
"theta_1",1,2897,2436,10183842595.9846
"theta_1",1,2898,9081,38378562859.9433
"theta_1",1,2899,9685,42110954473.5851
"theta_1",1,2900,5101,22183536392.2131
"theta_1",1,2901,2498,11174816924.9416
"theta_1",1,2902,4226,18566044118.3333
"theta_1",1,2903,4164,18508726347.6867
"theta_1",1,2904,6074,25759640226.5759
"theta_1",1,2905,1953,8101630313.32465
"theta_1",1,2906,3382,14276170146.9396
"theta_1",1,2907,8550,37899831272.8192
"theta_1",1,2908,6363,27057934744.5015
"theta_1",1,2909,2733,12602588052.3698
"theta_1",1,2910,2595,11278727509.7788
"theta_1",1,2911,1956,9083697908.03915
"theta_1",1,2912,2951,12767186651.9183
"theta_1",1,2913,5878,25711774247.4177
"theta_1",1,2914,4085,18198122943.2584
"theta_1",1,2915,3937,16926286044.0757
"theta_1",1,2916,578,2685815091.30389
"theta_1",1,2917,3880,16240613400.8169
"theta_1",1,2918,1569,7091581165.10423
"theta_1",1,2919,1744,7574168093.16929
"theta_1",1,2920,7534,32922495507.335
"theta_1",1,2921,3646,15693200627.0718
"theta_1",1,2922,7028,29836437243.5376
"theta_1",1,2923,6923,31642488922.5436
"theta_1",1,2924,5944,25839585844.4514
"theta_1",1,2925,3333,14948910269.3134
"theta_1",1,2926,6041,25851364107.1084
"theta_1",1,2927,5070,22785862760.314
"theta_1",1,2928,1124,4545111854.91593
"theta_1",1,2929,2015,8653113494.96979
"theta_1",1,2930,3568,15591195968.1053
"theta_1",1,2931,4542,20842006373.9009
"theta_1",1,2932,1056,4711703500.09611
"theta_1",1,2933,5625,24242963740.3135
"theta_1",1,2934,4726,20774666076.6445
"theta_1",1,2935,3752,16800467634.0289
"theta_1",1,2936,3926,16638428779.4999
"theta_1",1,2937,3144,14382760510.2833
"theta_1",1,2938,6260,27789045564.3144
"theta_1",1,2939,7843,33588228994.3691
"theta_1",1,2940,6477,28956765425.1432
"theta_1",1,2941,7562,32336013188.818
"theta_1",1,2942,3430,15738685869.8652
"theta_1",1,2943,1880,8962569225.53668
"theta_1",1,2944,4970,21224458747.9518
"theta_1",1,2945,3505,15814640525.6575
"theta_1",1,2946,3798,16073202377.4389
"theta_1",1,2947,7326,31752161850.7855
