"sim","total_loss"
1669,1219830.23
1670,1288859.32
1671,1265794.42
1672,1392184.67
1673,1370068.57
1674,1308416.76
1675,1456745.07
1676,1428772.96
1677,1511790.91
1678,1450123.6
1679,1622909.12
1680,1189225.12
1681,1207219.92
1682,1230158.36
1683,1424381.65
1684,1243994.76
1685,1254948.39
1686,1262642.83
1687,1453745.79
1688,1271071.69
1689,1235807.59
1690,1261343.38
1691,1476353.92
1692,1417203.88
1693,1442796.21
1694,1340995.5
1695,1392320.51
1696,1742055.21
1697,1274355.54
1698,1334837.93
1699,1580474.19
1700,1495354.16
1701,1491387.42
1702,1353482.76
1703,1400753.5
1704,1477368.83
1705,1317395.37
1706,1288689.09
1707,1286644.7
1708,1255874.77
1709,1498188.61
1710,1177762.85
1711,1222236.18
1712,1278124.41
1713,1509815.41
1714,1505409.74
1715,1364561.28
1716,1387267.43
1717,1240757.05
1718,1260414.78
1719,1397721.54
1720,1170490.74
1721,1426057.82
1722,1231482.34
1723,1230742.54
1724,1542735.04
1725,1647885.65
1726,1241529.22
1727,1413328.21
1728,1352514.5
1729,1279435.17
1730,1445715.04
1731,1392906.89
1732,1460766.71
1733,1287709.55
1734,1466012.72
1735,1133859.88
1736,1360770.67
1737,1388019.89
1738,1234294.64
1739,1226947.49
1740,1306050.99
1741,1430841.69
1742,1188302
1743,1370652.36
1744,1378062.08
1745,1665965.2
1746,1701009.66
1747,1309454.58
1748,1395317.48
1749,1390864.77
1750,1545413.18
1751,1334164.96
1752,1361013.01
1753,1505551.52
1754,1714563.33
1755,1527790.12
1756,1571051.14
1757,1363075.73
1758,1528684.69
1759,1511605.37
1760,1180274.42
1761,1519724.92
1762,1446822.53
1763,1251911.86
1764,1318048.43
1765,1525522.4
1766,1434270.83
1767,1463409.1
1768,1178522.09
1769,1378850.48
1770,1124094.44
1771,1419121.38
1772,1310205.83
1773,1309794.45
1774,1491297.91
1775,1563788.8
1776,1140247.57
1777,1289273.31
1778,1576082.12
1779,1445459.53
1780,1535050.48
1781,1434296.65
1782,1497769.91
1783,1388119.1
1784,1461104.24
1785,1372310.2
1786,1377792.57
1787,1597299.23
1788,1295199.25
1789,1235782.23
1790,1507599.75
1791,1389171.06
1792,1538460.13
1793,1393359.84
1794,1437562.62
1795,1664592.45
1796,1660687.92
1797,1276175.03
1798,1397826.37
1799,1376452.26
1800,1477305.7
1801,1188840.04
1802,1430537.55
1803,1318446.45
1804,1454010.05
1805,1326824.83
1806,1439327.39
1807,1359016.18
1808,1347564.35
1809,1075599.84
1810,1546088.11
1811,1222454.73
1812,1542770.75
1813,1438381.89
1814,1325676.46
1815,1380617.94
1816,1271513.96
1817,1392634.81
1818,1606366.31
1819,1137329.76
1820,1422939.9
1821,1307342.46
1822,1670143.87
1823,1547005.73
1824,1263691.03
1825,1635809.32
1826,1439795.44
1827,1269795.32
1828,1237990.74
1829,1581559.76
1830,1449066.63
1831,1357926.33
1832,1414638.56
1833,1441452.36
1834,1229726.84
1835,1304887.07
1836,1379267.22
1837,1437984.81
1838,1263265.95
1839,1525268.74
1840,1445164.27
1841,1636112.41
1842,1287924.88
1843,1496528.93
1844,1260216.65
1845,1502340.88
1846,1321803.88
1847,1500949.42
1848,1558485.96
1849,1339438.13
1850,1431036.7
1851,1437280.4
1852,1276378.14
1853,1465056.82
1854,1308086.22
1855,1332576
1856,1261170.52
1857,1403575.61
1858,1353684.47
1859,1297192.5
1860,1337620.14
1861,1380516.36
1862,1374641.41
1863,1298232.19
1864,1278810.6
1865,1694709.09
1866,1429818.49
1867,1185089.17
1868,1430592.73
1869,1453084.34
1870,1350104.79
1871,1322216.62
1872,1559068.5
1873,1282187.14
1874,1470216.93
1875,1526475.95
1876,1393143.72
1877,1465035.1
1878,1353434.28
1879,1259050.6
1880,1464185.32
1881,1354381.86
1882,1658535.9
1883,1467502.02
1884,1239296.46
1885,1548101.56
1886,1275799.08
1887,1268665.14
1888,1472443.6
1889,1535911.78
1890,1380624.66
1891,1405689.68
1892,1701718.56
1893,1398114.44
1894,1482926.21
1895,1375512.2
1896,1451785.09
1897,1588503.93
1898,1518378.16
1899,1296205.09
1900,1471508.2
1901,1321242.19
1902,1320488.59
1903,1451801.82
1904,1627467.98
1905,1240854.94
1906,1613855.62
1907,1364421.9
1908,1304117.73
1909,1503284.04
1910,1344402.52
1911,1325564.92
1912,1256076.84
1913,1688897.42
1914,1329744.48
1915,1510205.64
1916,1577446.18
1917,1315772.76
1918,1438015.11
1919,1240993.94
1920,1282325.57
1921,1388971.87
1922,1340086.68
1923,1254901.63
1924,1546763.61
1925,1238426.52
1926,1234415.26
1927,1375555.03
1928,1526623.23
1929,1279574.75
1930,1332104.92
1931,1409607.65
1932,1435755.09
1933,1455616.11
1934,1352230.59
1935,1373559.75
1936,1394012.48
1937,1448573
1938,1270322.47
1939,1272961.57
1940,1749628.96
1941,1267319.88
1942,1303608.97
1943,1424142.99
1944,1130022.85
1945,1370350.16
1946,1620257.38
1947,1522269.05
1948,1376128.34
1949,1232169.56
1950,1274886.93
1951,1346662.52
1952,1414297.36
1953,1504895.5
1954,1434789.65
1955,1362837.52
1956,1408331.07
1957,1368020.48
1958,1288872.11
1959,1332205.48
1960,1307069.87
1961,1359091.61
1962,1260492.45
1963,1528322.33
1964,1292970.73
1965,1391775.49
1966,1386521.85
1967,1483430.23
1968,1357066.23
1969,1595620.12
1970,1310486.58
1971,1296625.68
1972,1263874.57
1973,1430673.26
1974,1252410.68
1975,1101808.29
1976,1432943.42
1977,1251326.89
1978,1347733.41
1979,1362295.87
1980,1564420.29
1981,1160936.85
1982,1422224.34
1983,1215599.79
1984,1801868.45
1985,1326393.67
1986,1515646.8
1987,1593810.16
1988,1295490.73
1989,1351853.21
1990,1555087.06
1991,1344898.82
1992,1481059.88
1993,1354935.33
1994,1441152.94
1995,1214793.47
1996,1456281.13
1997,1602869.04
1998,1373218.14
1999,1528462.49
2000,1326698.39
2001,1717582.44
2002,1381566.68
2003,1279807.58
2004,1357507.15
2005,1653151.49
2006,1169101.21
2007,1537896.36
2008,1278430.15
2009,1453583.4
2010,1505104.27
2011,1444932.46
2012,1347598.81
2013,1371744.74
2014,1501057.74
2015,1265061.22
2016,1340060.75
2017,1492545.27
2018,1348168.43
2019,1535073.41
2020,1341462.63
2021,1369362.97
2022,1455264.09
2023,1391154.62
2024,1459019.17
2025,1275030.2
2026,1659458.8
2027,1325608.69
2028,1258701.07
2029,1346709.63
2030,1249007.5
2031,1480959.25
2032,1350643.38
2033,1527790.79
2034,1273483.3
2035,1580221.83
2036,1286357.37
2037,1303194.65
2038,1592512
2039,1328530.46
2040,1633132.05
2041,1455106.06
2042,1392096.31
2043,1586153.86
2044,1498881.29
2045,1680044.31
2046,1351360.54
2047,1447354.76
2048,1425941.75
2049,1355125.39
2050,1286726.39
2051,1173291
2052,1559325.75
2053,1422635.78
2054,1517685.03
2055,1377561.32
2056,1470074.28
2057,1550010.26
2058,1273728.96
2059,1608583.1
2060,1556745.8
2061,1636026.85
2062,1447079.38
2063,1456942.56
2064,1443706.31
2065,1387116.78
2066,1381801.36
2067,1508287.62
2068,1478020.65
2069,1670877.85
2070,1326675.78
2071,1357557.31
2072,1592925.99
2073,1139514.07
2074,1346606.62
2075,1521897.21
2076,1362903.95
2077,1472084.18
2078,1567864.07
2079,1485177.48
2080,1423318.9
2081,1240918.98
2082,1324514.8
2083,1424422.49
2084,1390310.89
2085,1340229.78
2086,1275785.08
2087,1532881.29
2088,1473553.43
2089,1355006.09
2090,1224454.67
2091,1364374.14
2092,1563041.85
2093,1267453.66
2094,1337721.23
2095,1360329.44
2096,1221701.35
2097,1586062.75
2098,1331199.55
2099,1239358.44
2100,1347108.97
2101,1735552.29
2102,1431868.13
2103,1352018.31
2104,1640090.14
2105,1273825.23
2106,1477937.4
2107,1558155.98
2108,1245256.49
2109,1319969.04
2110,1153813.97
2111,1199853.28
2112,1272174.8
2113,1206473.88
2114,1639456.6
2115,1448368.83
2116,1369710.11
2117,1488159.12
2118,1527528.98
2119,1371165.62
2120,1289830.36
2121,1294910.43
2122,1245762.52
2123,1461519.66
2124,1329939.89
2125,1477381.82
2126,1499445.59
2127,1280069.91
2128,1192762.48
2129,1575597.27
2130,1306827.12
2131,1388581.96
2132,1352470.24
2133,1083424.45
2134,1373665.69
2135,1266364.28
2136,1378362.19
2137,1279036.84
2138,1299468.08
2139,1300102.75
2140,1264830.69
2141,1313636.1
2142,1397607.84
2143,1371143.36
2144,1464852.07
2145,1174648.54
2146,1341612.97
2147,1196010.4
2148,1447509.87
2149,1245408.07
2150,1539048.57
2151,1258767.84
2152,1440740.57
2153,1094273.84
2154,1241323.13
2155,1216597.39
2156,1484829.66
2157,1422210.58
2158,1315932.2
2159,1489682.26
2160,1190138.68
2161,1441624.68
2162,1298282.36
2163,1316492.07
2164,1312669.81
2165,1299632.11
2166,1462386.21
2167,1421111.68
2168,1202793.28
2169,1452108.89
2170,1040196.5
2171,1465611.83
2172,1557856.1
2173,1226818.52
2174,1593714.35
2175,1423873.98
2176,1569082.61
2177,1356565.31
2178,1638460.08
2179,1416860.87
2180,1409750.26
2181,1354120.12
2182,1244797.19
2183,1150390.37
2184,1315228.78
2185,1238793.39
2186,1397650.7
2187,1435782.78
2188,1340517.46
2189,1370424.08
2190,1435301.48
2191,1315195.8
2192,1293750.52
2193,1335201.77
2194,1551396.62
2195,1408679.31
2196,1313627.53
2197,1589821.97
2198,1533748.41
2199,1690773.77
2200,1386979.93
2201,1454244.48
2202,1295064.71
2203,1570526.61
2204,1515338.82
2205,1175101.57
2206,1321069.24
2207,1393466.57
2208,1350388.02
2209,1370975.16
2210,1339829.88
2211,1330273.19
2212,1645798.44
2213,1676516.33
2214,1349990.43
2215,1304451.93
2216,1567866.11
2217,1404555.88
2218,1221614.77
2219,1700468.33
2220,1417596.85
2221,1363424.21
2222,1407079.89
2223,1464368.67
2224,1224661.49
2225,1478197.75
2226,1339151.59
2227,1437606.62
2228,1641396.31
2229,1233793.12
2230,1335474.67
2231,1143304.43
2232,1250377.4
2233,1292936.21
2234,1261781.4
2235,1334763.43
2236,1489589.51
2237,1519921.12
2238,1439406.03
2239,1199480.06
2240,1251668.66
2241,1463038.17
2242,1357091.23
2243,1517791.49
2244,1481194.53
2245,1314385.53
2246,1429201.23
2247,1241874.63
2248,1417614.25
2249,1533514.41
2250,1291743.1
2251,1358626.12
2252,1514226.95
2253,1406711.53
2254,1334610.72
2255,1180381.34
2256,1398796.87
2257,1302230.84
2258,1430551.82
2259,1411151.11
2260,1348634.59
2261,1460687.52
2262,1372643.81
2263,1332767.91
2264,1509875.36
2265,1340482.56
2266,1402038.58
2267,1284503.34
2268,1394431.56
2269,1163101.64
2270,1240266.71
2271,1537470.91
2272,1388814.73
2273,1235309.23
2274,1345856.42
2275,1276730.8
2276,1250392.67
2277,1291935.51
2278,1614719.8
2279,1588192.79
2280,1393524.75
2281,1334509.45
2282,1290675.63
2283,1333320.97
2284,1377470.4
2285,1352969.18
2286,1475251.48
2287,1391082.81
2288,1300408.17
2289,1401642.98
2290,1233492.06
2291,1324765.49
2292,1225350.53
2293,1578997.05
2294,1539632.75
2295,1566892.51
2296,1246205.17
2297,1358989.28
2298,1387969.34
2299,1326628.07
2300,1274299.18
2301,1308505.58
2302,1496516.65
2303,1274839.97
2304,1190265.96
2305,1542068.58
2306,1340276.42
2307,1322094.47
2308,1644470.02
2309,1587869.52
2310,1376353.5
2311,1293866.01
2312,1254949.22
2313,1386362.33
2314,1334983.88
2315,1787256.18
2316,1199697.87
2317,1363915.39
2318,1322410.26
2319,1524142.99
2320,1462556.55
2321,1280144.73
2322,1285520.64
2323,1317758.23
2324,1408783.23
2325,1149577.17
2326,1465515.36
2327,1247567.02
2328,1205825.38
2329,1258749.24
2330,1612873.84
2331,1208591.3
2332,1361862.97
2333,1342375.77
2334,1386696.8
2335,1399338.44
2336,1422978.26
2337,1451298.44
2338,1576577.46
2339,1416852.09
2340,1785892.87
2341,1494197.22
2342,1508624.12
2343,1234083.95
2344,1239254.48
2345,1259867.19
2346,1422654.55
2347,1487875.36
2348,1545402.51
2349,1316840.89
2350,1600303.83
2351,1405943.05
2352,1343446.41
2353,1130586.56
2354,1526412.98
2355,1308046.55
2356,1304158.47
2357,1469417.59
2358,1480987.88
2359,1473648.43
2360,1415696.73
2361,1181236.66
2362,1518941.39
2363,1414282.68
2364,1399515.84
2365,1439318.63
2366,1412979.65
2367,1498953.07
2368,1315652.7
2369,1285089.95
2370,1263645.18
2371,1449222.39
2372,1242920.17
2373,1731166.6
2374,1481482.55
2375,1285355.38
2376,1624436.3
2377,1238033.23
2378,1684201.57
2379,1545513.93
2380,1443008.12
2381,1339266.38
2382,1311952.05
2383,1261620.66
2384,1167650.43
2385,1360198.47
2386,1180022.07
2387,1265296.94
2388,1249132.89
2389,1366756.13
2390,1604608.1
2391,1312353.88
2392,1373209.07
2393,1495205.7
2394,1565593.09
2395,1343659.22
2396,1575742.94
2397,1372681.12
2398,1525997.95
2399,1447540.84
2400,1196372.45
2401,1509328.98
2402,1507650.49
2403,1400735.22
2404,1312622.74
2405,1228874.47
2406,1305128.51
2407,1163377.16
2408,1085890.13
2409,1519683.03
2410,1245764.01
2411,1385562.97
2412,1580597.52
2413,1406311.09
2414,1365940.89
2415,1203891.82
2416,1497739.06
2417,1300727.95
2418,1494232.09
2419,1228450.57
2420,1888364.16
2421,1491321.64
2422,1391123.85
2423,1467050.64
2424,1506230.32
2425,1417342.34
2426,1280477.58
2427,1364630.71
2428,1347333.62
2429,1516837.08
2430,1650082.8
2431,1594452.41
2432,1363869.8
2433,1443405.46
2434,1301200.12
2435,1289168.71
2436,1324537.65
2437,1678726.55
2438,1212132.67
2439,1324336.08
2440,1630424.76
2441,1375940.24
2442,1334429.69
2443,1646846.55
2444,1216241.54
2445,1262933.74
2446,1805425.35
2447,1385609.75
2448,1290492.13
2449,1682031.92
2450,1447793.82
2451,1332708.43
2452,1973032.44
2453,1330680.31
2454,1806275.59
2455,1229677.25
2456,1395430.3
2457,1616859.65
2458,1435252.74
2459,1442539.05
2460,1563540.92
2461,1602530.49
2462,1524460.88
2463,1673759.1
2464,1373493.79
2465,1114822.54
2466,1738959.7
2467,1316413.71
2468,1264858.36
2469,1466441.77
2470,1508396.65
2471,1366383.6
2472,1245350.07
2473,1426649.39
2474,1672988.39
2475,1301413.12
2476,1547103.58
2477,1340921.96
2478,1231333.39
2479,1688062.8
2480,1597199.79
2481,1437691.29
2482,1476910.54
2483,1286677.36
2484,1471749.09
2485,1420956.71
2486,1396621.59
2487,1518493.27
2488,1543430.83
2489,1398845.91
2490,1420954.94
2491,1352495.98
2492,1613077.13
2493,1303626.77
2494,1459831.57
2495,1535540.83
2496,1332725.92
2497,1237038.03
2498,1377142.73
2499,1686109.39
2500,1201747.86
2501,1286940.82
2502,1408637.53
2503,1519774.6
2504,1308653.27
2505,1389844.93
2506,1327575.91
2507,1502626.32
2508,1349767.67
2509,1293065.53
2510,1147038.68
2511,1407001.61
2512,1498770.16
2513,1291837.51
2514,1352660.84
2515,1286284.13
2516,1431970.23
2517,1299354.34
2518,1283617.9
2519,1514196.68
2520,1400288.03
2521,1473604.25
2522,1409551.19
2523,1447945.95
2524,1468116.74
2525,1252400.24
2526,1505978.53
2527,1504027.62
2528,1209382.24
2529,1426037.5
2530,1327456.5
2531,1531594.09
2532,1123069.95
2533,1429215.04
2534,1590449.57
2535,1254795.63
2536,1392986.74
2537,1358194.34
2538,1294717.57
2539,1252338.7
2540,1361872.64
2541,1242069.96
2542,1218702.2
2543,1521625.64
2544,1355627.54
2545,1469197.6
2546,1519167.68
2547,1439457.37
2548,1484870.71
2549,1420223.53
2550,1389401.8
2551,1392480.03
2552,1653483.03
2553,1361295.53
2554,1179127.47
2555,1417193.31
2556,1748908.67
2557,1354945.8
2558,1391353.91
2559,1252917.77
2560,1437671.07
2561,1542795.12
2562,1667682.67
2563,1275670.6
2564,1325696.55
2565,1417071.59
2566,1236489.86
2567,1485692.69
2568,1453183.81
2569,1381249.05
2570,1338885.33
2571,1711485.62
2572,1385950.21
2573,1475601.67
2574,1209088.6
2575,1522293.25
2576,1623217.41
2577,1126633.21
2578,1412500.95
2579,1441277.19
2580,1237677.85
2581,1510083.39
2582,1362242.25
2583,1500296.71
2584,1602587.94
2585,1488213.12
2586,1337068.84
2587,1572253.31
2588,1228032.93
2589,1392698.63
2590,1334638.71
2591,1216668.31
2592,1320936.6
2593,1482541.8
2594,1388969.71
2595,1426077.39
2596,1370158.4
2597,1363658.68
2598,1333776.4
2599,1363365.8
2600,1594931.5
2601,1304856.47
2602,1150210.29
2603,1256515.03
2604,1288229.69
2605,1877194.22
2606,1233896.16
2607,1426321.72
2608,1284328.59
2609,1442807.25
2610,1233447.65
2611,1288539.81
2612,1260277.33
2613,1551456.26
2614,1500914.45
2615,1500165.38
2616,1524416.28
2617,1277335.12
2618,1138784.98
2619,1478594.92
2620,1221974.93
2621,1462785.6
2622,1398772.38
2623,1362997.12
2624,1300650.14
2625,1379817.28
2626,1756628.06
2627,1317932.83
2628,1468768.42
2629,1521731.42
2630,1357722
2631,1581904.41
2632,1545603.38
2633,1411240.66
2634,1501912.94
2635,1257104.04
2636,1186502.89
2637,1321340.33
2638,1145772.87
2639,1348340
2640,1492424.85
2641,1462389.38
2642,1303494.02
2643,1214607.09
2644,1225978.87
2645,1443044.1
2646,1549448.47
2647,1276409.47
2648,1615847.73
2649,1538320.6
2650,1550608.68
2651,1417762.7
2652,1422682.88
2653,1410474.71
2654,1385070.76
2655,1316429.55
2656,1174921.72
2657,1276792.26
2658,1357743.51
2659,1436231.74
2660,1351781.11
2661,1605704.78
2662,1545944.45
2663,1464508.72
2664,1342350.01
2665,1352586.82
2666,1222690.71
2667,1236571.89
2668,1273001.35
2669,1702561.37
2670,1374864.96
2671,1500628.42
2672,1395035.42
2673,1353185.09
2674,1331456.52
2675,1424868.78
2676,1296507.45
2677,1417396.5
2678,1725699.17
2679,1248425.15
2680,1385976.54
2681,1478902.62
2682,1408793.95
2683,1367587.16
2684,1212302.8
2685,1363733.36
2686,1308301.2
2687,1342713.84
2688,1441634.76
2689,1250401.38
2690,1517386.22
2691,1458077.08
2692,1474340.07
2693,1411816.02
2694,1281458.13
2695,1262975.38
2696,1357317.87
2697,1287370.57
2698,1287061.12
2699,1368594.05
2700,1477102.76
2701,1295697.35
2702,1543911.97
2703,1316393.68
2704,1762908.01
2705,1381286.69
2706,1541393.9
2707,1276923
2708,1527560.48
2709,1351323.53
2710,1470779.38
2711,1519382.2
2712,1303521.42
2713,1447859.56
2714,1491984.39
2715,1208898.94
2716,1324315.49
2717,1327089
2718,1396536.2
2719,1126776.65
2720,1354680.06
2721,1472989.05
2722,1220600.26
2723,1320670.45
2724,1458149.24
2725,1235263.92
2726,1250303.28
2727,1368037.55
2728,1323031.33
2729,1321053.97
2730,1685072.31
2731,1362049.49
2732,1478032.45
2733,1280716.17
2734,1341709.94
2735,1451282.58
2736,1422620.93
2737,1568088.76
2738,1308154.83
2739,1206384.85
2740,1163872.05
2741,1197820.23
2742,1584826.84
2743,1336481.55
2744,1197759.67
2745,1487790.89
2746,1516030.74
2747,1497881.08
2748,1273407.69
2749,1272773.04
2750,1389925.58
2751,1281409.4
2752,1437241.36
2753,1238957.46
2754,1604257.01
2755,1214543.15
2756,1612548.7
2757,1205002.52
2758,1291004.13
2759,1518418.44
2760,1420409.17
2761,1314491.12
2762,1495509.59
2763,1269014.9
2764,1254438.74
2765,1382796.48
2766,1460401.27
2767,1307001.19
2768,1145562.74
2769,1286029.48
2770,1352926.71
2771,1586358.48
2772,1293560.53
2773,1459867.77
2774,1314837.14
2775,1335081.93
2776,1372751.97
2777,1368571.19
2778,1431424.63
2779,1260888.73
2780,1280165.26
2781,1693720.48
2782,1547320.44
2783,1617480.39
2784,1371997.82
2785,1298160.29
2786,1247546.54
2787,1511866.18
2788,1392154.56
2789,1516343.88
2790,1488889.44
2791,1258543.75
2792,1324219.62
2793,1466867.87
2794,1191970.33
2795,1412371.66
2796,1236912.99
2797,1608081.52
2798,1493008.12
2799,1521997.06
2800,1430932.18
2801,1485748.8
2802,1479616.84
2803,1459056.14
2804,1356320.61
2805,1528541.92
2806,1245110.23
2807,1736899.16
2808,1320136.15
2809,1944017.93
2810,1371480.68
2811,1473722.12
2812,1557987.1
2813,1311746.73
2814,1378537.78
2815,1357718.52
2816,1419992.69
2817,1348830.78
2818,1560746.93
2819,1370557.35
2820,1534819.56
2821,1258903.38
2822,1196252
2823,1440997.49
2824,1230295.42
2825,1477091.54
2826,1456776.16
2827,1287891.58
2828,1342170.7
2829,1314632.95
2830,1404552.14
2831,1608377.36
2832,1301040.68
2833,1352862.62
2834,1478484.88
2835,1511373.97
2836,1168233.73
2837,1176828
2838,1269381.53
2839,1301734.29
2840,1306732.15
2841,1340470.21
2842,1436736.3
2843,1413115.31
2844,1535374.64
2845,1367764.34
2846,1617297.92
2847,1557492.7
2848,1349165.69
2849,1274619.82
2850,1325545.94
2851,1392920.15
2852,1273593.52
2853,1494886.07
2854,1480217.68
2855,1407817.73
2856,1299273.33
2857,1413133.59
2858,1468797.99
2859,1324832.67
2860,1603370.41
2861,1537239.96
2862,1409061.78
2863,1388799.44
2864,1556641.85
2865,1164461.43
2866,1459482.88
2867,1603416.87
2868,1434092.79
2869,1384556.38
2870,1527410.06
2871,1280898.39
2872,1395713.68
2873,1309715.94
2874,1245506.69
2875,1367505.72
2876,1545033.67
2877,1715154.6
2878,1373257.23
2879,1522695.48
2880,1118874.53
2881,1355515.15
2882,1568573.59
2883,1458777.04
2884,1441248.93
2885,1378769.61
2886,1289318.14
2887,1529122.97
2888,1237327.13
2889,1385298.83
2890,1419437.21
2891,1326064.56
2892,1351690.18
2893,1234656.23
2894,1175897.14
2895,1379561.94
2896,1406160.84
2897,1395865.9
2898,1227340.19
2899,1566475.73
2900,1359019.88
2901,1299356.33
2902,1233700.33
2903,1477350.64
2904,1481776.92
2905,1341707.32
2906,1481871.83
2907,1321518.24
2908,1491542.96
2909,1316536.06
2910,1478028.39
2911,1462418.74
2912,1401806.26
2913,1259914.11
2914,1521630.66
2915,1358621.41
2916,1301033.37
2917,1538907.09
2918,1303106.87
2919,1205115.57
2920,1285925.8
2921,1403626.02
2922,1488369.44
2923,1423133.13
2924,1667564.13
2925,1326992.22
2926,1416376.67
2927,1409595.11
2928,1410328.41
2929,1397367.06
2930,1477571.21
2931,1332542.05
2932,1404334
2933,1341458.91
2934,1559410.74
2935,1427282.33
2936,1405864.77
2937,1431831.83
2938,1517931.52
2939,1401871.12
2940,1375690.07
2941,1341410.65
2942,1314570.36
2943,1456472.69
2944,1288548.86
2945,1509451.59
2946,1498624.38
2947,1353250.38
2948,1465832.32
2949,1559243.86
2950,1463687.17
2951,1249647.83
2952,1485475.6
2953,1320431.18
2954,1563213.45
2955,1520567.22
2956,1391822.84
2957,1323185.18
2958,1420675.92
2959,1375511.14
2960,1436575.55
2961,1621737.6
2962,1226152.08
2963,1254379.87
2964,1303957.72
2965,1362080.55
2966,1449655.52
2967,1206439.28
2968,1360235.22
2969,1486794.24
2970,1735830.32
2971,1179596.55
2972,1316974.47
2973,1296195.96
2974,1585299.79
2975,1481121.88
2976,1515084.98
2977,1278119.34
2978,1777298.19
2979,1259701.13
2980,1382781.23
2981,1297658.75
2982,1651748.76
2983,1263660.65
2984,1467787.03
2985,1401422.62
2986,1400156
2987,1417148.79
2988,1465891.64
2989,1412460.51
2990,1360072.67
2991,1449979.47
2992,1283600.81
2993,1770289.97
2994,1189316.38
2995,1469976.12
2996,1345307.35
2997,1658492.83
2998,1354491.06
2999,1399956.05
3000,1400782.76
3001,1242093.58
3002,1305609.36
3003,1308997.18
3004,1406899.42
3005,1289316.1
3006,1415913.89
3007,1245451.88
3008,1485355.06
3009,1161097.34
3010,1368175.01
3011,1588362.09
3012,1220373.45
3013,1417126.11
3014,1520342.29
3015,1727200.64
3016,1347913.02
3017,1325384.13
3018,1364716.52
3019,1399989.08
3020,1539943.75
3021,1506606.57
3022,1275946.43
3023,1427622.57
3024,1280301.49
3025,1431944.9
3026,1255410.08
3027,1449067.35
3028,1313442.12
3029,1390796.42
3030,1518425.39
3031,1191616.25
3032,1302242.98
3033,1269994.82
3034,1315487.25
3035,1310987.87
3036,1481607.39
3037,1438848.42
3038,1285445.94
3039,1398811.77
3040,1545150.62
3041,1608407.66
3042,1470178.1
3043,1431810.59
3044,1450032.75
3045,1387776.5
3046,1453319.34
3047,1361208.21
3048,1413728.39
3049,1407651.91
3050,1349378.39
3051,1453939.9
3052,1350130.04
3053,1286906.31
3054,1349182.71
3055,1401711.59
3056,1318181.77
3057,1527621.24
3058,1159851.51
3059,1414903.63
3060,1441130.91
3061,1354916.85
3062,1326885.75
3063,1552524.43
3064,1437947.07
3065,1264612.7
3066,1225759.18
3067,1318911.82
3068,1423486.64
3069,1336054.9
3070,1219529.09
3071,1502457.79
3072,1724186.73
3073,1386349.26
3074,1489337.82
3075,1526984.04
3076,1528857.33
3077,1388745.15
3078,1395199.98
3079,1407993.49
3080,1391072.72
3081,1393187.22
3082,1279018.49
3083,1306072.47
3084,1352951.63
3085,1576211.45
3086,1301463.03
3087,1446391.33
3088,1726053.65
3089,1228276.84
3090,1351117.08
3091,1466883.84
3092,1411952.18
3093,1382018.13
3094,1447920.36
3095,1495577.28
3096,1489219.81
3097,1469626.09
3098,1262857.16
3099,1465066.41
3100,1316810.77
3101,1436690.17
3102,1224326.36
3103,1552699.94
3104,1503763.59
3105,1228254.04
3106,1286231.5
3107,1378798.26
3108,1380399.8
3109,1312637.94
3110,1527049.79
3111,1299346.81
3112,1483192.36
3113,1594769.65
3114,1383057.62
3115,1335414.01
3116,1319425.34
3117,1425687.91
3118,1396268.94
3119,1401728.21
3120,1407527.92
3121,1402539.54
3122,1418367.36
3123,1287931.89
3124,1236846.67
3125,1345168.74
3126,1376739.47
3127,1202840.68
3128,1312825.93
3129,1181580.43
3130,1489444.86
3131,1376777.39
3132,1482189.58
3133,1380760.09
3134,1670688
3135,1449525.32
3136,1508210.86
3137,1519787.23
3138,1386962.75
3139,1305428.54
3140,1418247.49
3141,1374189.54
3142,1396076.56
3143,1330004.19
3144,1438572.28
3145,1232331.99
3146,1323548.29
3147,1383898.35
3148,1342984.4
3149,1396264.31
3150,1408475.73
3151,1356698.62
3152,1364817.12
3153,1236842.48
3154,1535942.14
3155,1440814.3
3156,1410067.67
3157,1500823.92
3158,1297910.99
3159,1388891.8
3160,1562909.27
3161,1302312.5
3162,1234534.09
3163,1506160.81
3164,1279832.55
3165,1586994.05
3166,1776785.83
3167,1500512.79
3168,1237744.07
3169,1348873.21
3170,1252857.14
3171,1294908.13
3172,1419982.41
3173,1109065.77
3174,1585763.97
3175,1443276.93
3176,1520665.43
3177,1442052.85
3178,1559082.55
3179,1449440.73
3180,1520527.61
3181,1292104.97
3182,1272101.54
3183,1380672.21
3184,1366521.69
3185,1243690.72
3186,1498625.05
3187,1404168.9
3188,1456725.37
3189,1134195.43
3190,1327553.85
3191,1341199.42
3192,1249695.03
3193,1340123.69
3194,1435613.44
3195,1344774.81
3196,1253601.45
3197,1607098.63
3198,1291244.37
3199,1362564
3200,1437868.55
3201,1457911.88
3202,1338170.97
3203,1304335.82
3204,1262699.66
3205,1585970.7
3206,1395441.54
3207,1554426.09
3208,1181133.41
3209,1532091.97
3210,1380621.23
3211,1470545.07
3212,1427623.7
3213,1401714.38
3214,1409537.51
3215,1349985.89
3216,1371114.94
3217,1323153.62
3218,1573625.17
3219,1384060.86
3220,1315647.15
3221,1109091.78
3222,1367759.32
3223,1390959.36
3224,1629974.48
3225,1325404.03
