"sim","solar_system_original","agg_loss","claim_count"
400,"Bayesia System",1174925931.26122,472
400,"Helionis Cluster",1178825171.36391,481
400,"Oryn Delta",1286689903.16861,426
401,"Bayesia System",1583607351.6531,555
401,"Helionis Cluster",1124068965.64441,502
401,"Oryn Delta",932885650.649386,331
402,"Bayesia System",1408783376.95827,442
402,"Helionis Cluster",1297816510.11066,555
402,"Oryn Delta",911066987.039949,405
403,"Bayesia System",2408072870.33892,587
403,"Helionis Cluster",1296020716.04581,497
403,"Oryn Delta",1169074051.29632,338
404,"Bayesia System",1151112572.38949,473
404,"Helionis Cluster",1218056863.96485,589
404,"Oryn Delta",675370878.917879,315
405,"Bayesia System",910911509.041193,455
405,"Helionis Cluster",2002777631.81928,586
405,"Oryn Delta",897163606.808478,383
406,"Bayesia System",1137824111.13376,475
406,"Helionis Cluster",1044731678.86637,560
406,"Oryn Delta",705350177.47217,316
407,"Bayesia System",1127930297.5295,477
407,"Helionis Cluster",1475230156.51921,573
407,"Oryn Delta",1358021806.43745,386
408,"Bayesia System",1450048469.5846,503
408,"Helionis Cluster",1582843076.09016,562
408,"Oryn Delta",980106590.824488,373
409,"Bayesia System",1202615733.86902,457
409,"Helionis Cluster",1924311548.14884,600
409,"Oryn Delta",1141025668.42724,392
410,"Bayesia System",1459597593.46751,508
410,"Helionis Cluster",1640802250.3221,488
410,"Oryn Delta",860099798.82673,412
411,"Bayesia System",1594221394.07211,440
411,"Helionis Cluster",1144077432.22259,549
411,"Oryn Delta",902713887.0845,378
412,"Bayesia System",840834248.321821,437
412,"Helionis Cluster",1391448403.85131,540
412,"Oryn Delta",801766057.238983,338
413,"Bayesia System",1385618647.23427,555
413,"Helionis Cluster",2257466857.55067,543
413,"Oryn Delta",1199371699.75463,391
414,"Bayesia System",1350337844.87276,438
414,"Helionis Cluster",1659389954.80673,520
414,"Oryn Delta",1396081780.51,380
415,"Bayesia System",3657436978.96093,424
415,"Helionis Cluster",1553092693.13297,582
415,"Oryn Delta",936223714.289594,345
416,"Bayesia System",1512201442.72918,461
416,"Helionis Cluster",1167638341.9148,613
416,"Oryn Delta",1404654744.38887,463
417,"Bayesia System",1399769063.75413,487
417,"Helionis Cluster",1037741718.80452,485
417,"Oryn Delta",949852307.037701,406
418,"Bayesia System",1497763521.95969,519
418,"Helionis Cluster",1469015534.9343,586
418,"Oryn Delta",1703754883.07064,407
419,"Bayesia System",1360903033.20051,463
419,"Helionis Cluster",1242209867.15577,559
419,"Oryn Delta",1133353959.53941,382
420,"Bayesia System",1995348604.84962,495
420,"Helionis Cluster",2325427926.50896,662
420,"Oryn Delta",821748338.19731,347
421,"Bayesia System",1197114925.82871,435
421,"Helionis Cluster",1258643808.92497,595
421,"Oryn Delta",1920040870.05454,409
422,"Bayesia System",1139835781.79459,398
422,"Helionis Cluster",1835851026.66678,643
422,"Oryn Delta",1075752885.37576,372
423,"Bayesia System",875765868.906956,461
423,"Helionis Cluster",1801244940.6039,622
423,"Oryn Delta",899001747.80941,298
424,"Bayesia System",1238581573.94977,497
424,"Helionis Cluster",1724466470.6603,467
424,"Oryn Delta",981691400.006487,359
425,"Bayesia System",1368134229.16227,481
425,"Helionis Cluster",1285169898.70458,614
425,"Oryn Delta",863519594.588173,353
426,"Bayesia System",1110787275.76188,492
426,"Helionis Cluster",2169262860.5969,641
426,"Oryn Delta",1249438788.98929,381
427,"Bayesia System",1101062381.90764,429
427,"Helionis Cluster",1244962323.19518,494
427,"Oryn Delta",1270400983.86196,393
428,"Bayesia System",1354763386.55528,517
428,"Helionis Cluster",1359220207.77252,608
428,"Oryn Delta",1030539125.56219,345
429,"Bayesia System",1044189670.79067,469
429,"Helionis Cluster",1281059593.8913,446
429,"Oryn Delta",1701368477.27732,391
430,"Bayesia System",995215713.834029,497
430,"Helionis Cluster",1032459911.97859,482
430,"Oryn Delta",843303527.647832,400
431,"Bayesia System",1529138850.50635,553
431,"Helionis Cluster",1647655045.16752,543
431,"Oryn Delta",1092479079.35956,476
432,"Bayesia System",1260959952.98199,442
432,"Helionis Cluster",1300359485.42398,472
432,"Oryn Delta",963430188.526929,345
433,"Bayesia System",1761600869.55053,490
433,"Helionis Cluster",1760662739.56124,589
433,"Oryn Delta",471562029.14814,307
434,"Bayesia System",1248290902.65979,482
434,"Helionis Cluster",1069862415.98994,518
434,"Oryn Delta",1087026936.02264,338
435,"Bayesia System",995731699.012691,491
435,"Helionis Cluster",1363369445.12069,502
435,"Oryn Delta",781570643.925615,296
436,"Bayesia System",1449315302.00859,570
436,"Helionis Cluster",1184598749.43007,504
436,"Oryn Delta",1053412258.00936,379
437,"Bayesia System",1373824772.1737,488
437,"Helionis Cluster",1293289019.45009,528
437,"Oryn Delta",917658301.314469,397
438,"Bayesia System",1350419220.1421,518
438,"Helionis Cluster",1513385829.22977,622
438,"Oryn Delta",672868604.306739,345
439,"Bayesia System",1767662920.6937,496
439,"Helionis Cluster",1455932578.92522,499
439,"Oryn Delta",745330363.783497,328
440,"Bayesia System",1313219290.69794,517
440,"Helionis Cluster",1531421409.01642,549
440,"Oryn Delta",1333771223.91999,428
441,"Bayesia System",1243750305.35564,473
441,"Helionis Cluster",1206854258.15228,497
441,"Oryn Delta",875939458.514446,398
442,"Bayesia System",1526736257.10672,485
442,"Helionis Cluster",1275872971.29295,522
442,"Oryn Delta",737767247.70492,365
443,"Bayesia System",1720200323.47294,431
443,"Helionis Cluster",1623861446.75215,506
443,"Oryn Delta",939552972.895065,288
444,"Bayesia System",1322949167.11321,462
444,"Helionis Cluster",1416223452.88637,528
444,"Oryn Delta",1099833820.59845,373
445,"Bayesia System",1658355591.58231,441
445,"Helionis Cluster",1400084631.31607,530
445,"Oryn Delta",2054118009.95751,426
446,"Bayesia System",1149863524.05735,481
446,"Helionis Cluster",1678772285.56164,611
446,"Oryn Delta",802455556.48552,312
447,"Bayesia System",1234108163.0207,467
447,"Helionis Cluster",1382132754.6851,399
447,"Oryn Delta",1043241325.63913,401
448,"Bayesia System",1567075515.4983,437
448,"Helionis Cluster",1063106009.28253,505
448,"Oryn Delta",914813231.741206,370
449,"Bayesia System",921543461.260682,545
449,"Helionis Cluster",1727493259.81354,613
449,"Oryn Delta",961522557.161861,357
450,"Bayesia System",1397607033.84091,502
450,"Helionis Cluster",1339633529.87462,520
450,"Oryn Delta",1019875367.08688,337
451,"Bayesia System",950019454.516722,410
451,"Helionis Cluster",1962531387.43815,563
451,"Oryn Delta",1018160474.65947,362
452,"Bayesia System",1396659540.40471,521
452,"Helionis Cluster",1360729775.17048,518
452,"Oryn Delta",991908242.312793,290
453,"Bayesia System",1282058533.3269,455
453,"Helionis Cluster",2223067681.42131,491
453,"Oryn Delta",2018438580.3857,351
454,"Bayesia System",1636000239.91066,492
454,"Helionis Cluster",1554336000.13695,527
454,"Oryn Delta",799167649.659148,391
455,"Bayesia System",1258336352.42145,512
455,"Helionis Cluster",2181274715.62978,610
455,"Oryn Delta",798031676.455659,350
456,"Bayesia System",1481210294.00461,493
456,"Helionis Cluster",1294883904.42087,495
456,"Oryn Delta",1773379712.93458,357
457,"Bayesia System",1145014191.09313,433
457,"Helionis Cluster",2194545621.10733,499
457,"Oryn Delta",944046801.14498,365
458,"Bayesia System",1616489115.88157,547
458,"Helionis Cluster",2501766724.63512,636
458,"Oryn Delta",1494053266.28202,439
459,"Bayesia System",925910174.049015,448
459,"Helionis Cluster",1741548564.93908,624
459,"Oryn Delta",1058673533.50506,418
460,"Bayesia System",1300569985.2826,492
460,"Helionis Cluster",1295587652.64959,564
460,"Oryn Delta",1311706350.39817,375
461,"Bayesia System",1313666435.16673,496
461,"Helionis Cluster",1855705274.13741,593
461,"Oryn Delta",952066069.867143,407
462,"Bayesia System",1199355380.10023,456
462,"Helionis Cluster",1364383279.7394,559
462,"Oryn Delta",967865436.663126,389
463,"Bayesia System",1044287896.72481,484
463,"Helionis Cluster",1529973386.60976,465
463,"Oryn Delta",1407127999.85142,480
464,"Bayesia System",1035272159.2243,474
464,"Helionis Cluster",1496016071.19575,515
464,"Oryn Delta",1039367036.50346,353
465,"Bayesia System",1638471952.34382,534
465,"Helionis Cluster",1484566793.38967,495
465,"Oryn Delta",950738389.380595,322
466,"Bayesia System",1533190591.20261,481
466,"Helionis Cluster",1588489932.7869,520
466,"Oryn Delta",1380763450.06095,369
467,"Bayesia System",2611126803.89578,439
467,"Helionis Cluster",1665168814.24329,539
467,"Oryn Delta",948255787.097724,402
468,"Bayesia System",1034229157.37574,535
468,"Helionis Cluster",1295331673.72617,548
468,"Oryn Delta",1080754414.67606,368
469,"Bayesia System",1174997100.02193,446
469,"Helionis Cluster",1225927544.92581,561
469,"Oryn Delta",2923293726.55958,383
470,"Bayesia System",1078163483.62382,476
470,"Helionis Cluster",1408926516.09688,502
470,"Oryn Delta",751437989.869029,315
471,"Bayesia System",3347308643.124,489
471,"Helionis Cluster",1244897964.31128,521
471,"Oryn Delta",798980521.630756,320
472,"Bayesia System",1666093439.72915,560
472,"Helionis Cluster",1321463237.79801,509
472,"Oryn Delta",1210155358.65027,338
473,"Bayesia System",1271563651.23036,491
473,"Helionis Cluster",1055104799.83746,578
473,"Oryn Delta",965493891.413873,354
474,"Bayesia System",1233761165.41431,544
474,"Helionis Cluster",817021630.299526,479
474,"Oryn Delta",1007342096.71658,364
475,"Bayesia System",1321751846.08165,509
475,"Helionis Cluster",1627519619.48383,542
475,"Oryn Delta",964490051.319086,317
476,"Bayesia System",1832366495.59301,549
476,"Helionis Cluster",1236185188.61513,575
476,"Oryn Delta",970066015.038952,357
477,"Bayesia System",743681343.416044,367
477,"Helionis Cluster",1495968948.93212,554
477,"Oryn Delta",654558417.946608,355
478,"Bayesia System",1259719973.48718,510
478,"Helionis Cluster",1377497262.85347,496
478,"Oryn Delta",816961073.154229,396
479,"Bayesia System",1299921159.84761,473
479,"Helionis Cluster",2271291623.53188,601
479,"Oryn Delta",725059574.177244,324
480,"Bayesia System",1316571648.61892,530
480,"Helionis Cluster",1524277766.22722,537
480,"Oryn Delta",1283764048.88065,323
481,"Bayesia System",1210874207.84683,524
481,"Helionis Cluster",1250645518.51358,601
481,"Oryn Delta",1289756248.2688,380
482,"Bayesia System",1590294730.14759,492
482,"Helionis Cluster",1725254105.04491,572
482,"Oryn Delta",896986553.772068,334
483,"Bayesia System",1253544518.77018,487
483,"Helionis Cluster",2509861177.94351,520
483,"Oryn Delta",1119244463.52012,421
484,"Bayesia System",1797056460.45196,518
484,"Helionis Cluster",1167174816.06162,611
484,"Oryn Delta",959200722.089012,319
485,"Bayesia System",1226625936.78424,459
485,"Helionis Cluster",1547489252.59575,564
485,"Oryn Delta",708849974.907984,267
486,"Bayesia System",1111219095.54943,463
486,"Helionis Cluster",1441860902.84287,589
486,"Oryn Delta",1192853552.56839,361
487,"Bayesia System",2064403873.35601,506
487,"Helionis Cluster",1784406271.78284,563
487,"Oryn Delta",2119415973.96915,334
488,"Bayesia System",1344584302.27049,404
488,"Helionis Cluster",1113966588.3688,520
488,"Oryn Delta",783386969.911665,363
489,"Bayesia System",903072284.410283,488
489,"Helionis Cluster",1732625433.69585,430
489,"Oryn Delta",891600381.630689,394
490,"Bayesia System",1081901700.77641,476
490,"Helionis Cluster",1222741424.75695,482
490,"Oryn Delta",1115611982.61237,373
491,"Bayesia System",1582778085.52762,429
491,"Helionis Cluster",1875256298.17673,610
491,"Oryn Delta",957367298.622326,380
492,"Bayesia System",1152785069.18426,416
492,"Helionis Cluster",1105992573.81121,468
492,"Oryn Delta",1102169129.0114,362
493,"Bayesia System",1320791840.3505,504
493,"Helionis Cluster",1764165171.51363,563
493,"Oryn Delta",834673333.481384,357
494,"Bayesia System",788131810.592338,470
494,"Helionis Cluster",1700698099.86302,489
494,"Oryn Delta",703520238.675213,355
495,"Bayesia System",1008900183.66186,487
495,"Helionis Cluster",1606539592.44288,482
495,"Oryn Delta",874508589.445863,392
496,"Bayesia System",1310812925.30031,465
496,"Helionis Cluster",1387623556.00838,521
496,"Oryn Delta",1226729759.84528,370
497,"Bayesia System",1641207814.40035,520
497,"Helionis Cluster",1590734146.65232,559
497,"Oryn Delta",606182861.464213,371
498,"Bayesia System",1555622322.30051,549
498,"Helionis Cluster",1175265949.69852,525
498,"Oryn Delta",722314562.548343,356
499,"Bayesia System",1359748648.13419,485
499,"Helionis Cluster",1856006007.17585,567
499,"Oryn Delta",779816496.063388,312
500,"Bayesia System",848257835.382057,349
500,"Helionis Cluster",1888512261.27671,642
500,"Oryn Delta",650340734.086075,311
501,"Bayesia System",1536459043.31443,494
501,"Helionis Cluster",1347567876.93693,545
501,"Oryn Delta",924033806.115801,354
502,"Bayesia System",1253412969.12274,489
502,"Helionis Cluster",2102338304.56452,708
502,"Oryn Delta",992162082.637451,388
503,"Bayesia System",1450563663.27342,520
503,"Helionis Cluster",1469330751.03228,534
503,"Oryn Delta",627180858.905738,339
504,"Bayesia System",1378209478.26909,516
504,"Helionis Cluster",1257855151.45033,548
504,"Oryn Delta",865821921.17645,357
505,"Bayesia System",810981840.770595,434
505,"Helionis Cluster",1764700505.73775,620
505,"Oryn Delta",2109090352.04816,411
506,"Bayesia System",1346685578.8525,563
506,"Helionis Cluster",1278154811.65318,494
506,"Oryn Delta",1058558470.16066,406
507,"Bayesia System",1551021456.0336,482
507,"Helionis Cluster",1763186883.0254,606
507,"Oryn Delta",855339651.15886,356
508,"Bayesia System",1313325141.12038,484
508,"Helionis Cluster",1241299419.6625,644
508,"Oryn Delta",1134985206.63994,409
509,"Bayesia System",1269762660.28016,523
509,"Helionis Cluster",1672154746.50736,505
509,"Oryn Delta",881914804.339923,356
510,"Bayesia System",1145114691.19431,520
510,"Helionis Cluster",1302952114.92731,505
510,"Oryn Delta",645273691.520646,316
511,"Bayesia System",1547078651.78454,478
511,"Helionis Cluster",1491202203.53693,601
511,"Oryn Delta",1483583026.34973,358
512,"Bayesia System",1784462426.93077,472
512,"Helionis Cluster",1460769498.66944,602
512,"Oryn Delta",1197491744.40397,407
513,"Bayesia System",1387997086.0114,570
513,"Helionis Cluster",1651896029.42962,583
513,"Oryn Delta",993532700.354976,314
514,"Bayesia System",1422463475.70522,402
514,"Helionis Cluster",1260267691.27779,528
514,"Oryn Delta",1156038418.37209,338
515,"Bayesia System",1182475813.095,488
515,"Helionis Cluster",1593603331.76185,490
515,"Oryn Delta",845174910.864859,390
516,"Bayesia System",1195851403.02506,512
516,"Helionis Cluster",1542666676.70952,537
516,"Oryn Delta",691276503.203851,395
517,"Bayesia System",1090126528.60826,405
517,"Helionis Cluster",1318386674.90326,602
517,"Oryn Delta",996155483.433675,352
518,"Bayesia System",973997384.826223,410
518,"Helionis Cluster",1606507860.61997,547
518,"Oryn Delta",1010871511.67028,329
519,"Bayesia System",2823895722.36635,468
519,"Helionis Cluster",1849154187.63527,565
519,"Oryn Delta",1200985001.65786,427
520,"Bayesia System",881109993.007036,455
520,"Helionis Cluster",1394193495.24805,520
520,"Oryn Delta",954284934.368035,381
521,"Bayesia System",1192631946.05207,476
521,"Helionis Cluster",1793421077.62612,529
521,"Oryn Delta",1240690414.32297,393
522,"Bayesia System",1076495768.93187,477
522,"Helionis Cluster",1585154213.35049,608
522,"Oryn Delta",896632708.958351,376
523,"Bayesia System",968944025.286814,394
523,"Helionis Cluster",1518317644.28471,490
523,"Oryn Delta",1359636171.69398,378
524,"Bayesia System",1045710512.29118,450
524,"Helionis Cluster",1740440310.34972,567
524,"Oryn Delta",810817856.6741,384
525,"Bayesia System",1442456830.18135,460
525,"Helionis Cluster",1663565453.51305,624
525,"Oryn Delta",1223465072.47495,351
526,"Bayesia System",1521779474.14469,546
526,"Helionis Cluster",1136767543.10442,578
526,"Oryn Delta",1227507376.67123,369
527,"Bayesia System",3373390255.73693,603
527,"Helionis Cluster",1309672248.58706,434
527,"Oryn Delta",1475147059.57217,444
528,"Bayesia System",2025929969.05184,499
528,"Helionis Cluster",1428045539.8015,450
528,"Oryn Delta",724583552.442437,298
529,"Bayesia System",1521469399.19096,506
529,"Helionis Cluster",1218222760.25801,504
529,"Oryn Delta",798582472.781462,376
530,"Bayesia System",1445613971.60375,507
530,"Helionis Cluster",2060822047.48816,621
530,"Oryn Delta",1183939088.19062,420
531,"Bayesia System",1788174290.51887,563
531,"Helionis Cluster",1822962493.40977,563
531,"Oryn Delta",1037832000.03629,381
532,"Bayesia System",1094490043.69621,512
532,"Helionis Cluster",1879109524.9163,572
532,"Oryn Delta",848988184.16422,310
533,"Bayesia System",1357673659.91711,591
533,"Helionis Cluster",1785061604.97373,632
533,"Oryn Delta",615299250.005808,358
534,"Bayesia System",1318735095.26292,533
534,"Helionis Cluster",1333328569.9818,609
534,"Oryn Delta",1129856506.80311,418
535,"Bayesia System",1652371207.99509,541
535,"Helionis Cluster",1472681865.8587,490
535,"Oryn Delta",866805511.965746,413
536,"Bayesia System",980558320.379268,423
536,"Helionis Cluster",1181430798.91496,522
536,"Oryn Delta",895294257.348536,413
537,"Bayesia System",1304281371.29687,403
537,"Helionis Cluster",2154146582.28003,531
537,"Oryn Delta",943790108.197094,350
538,"Bayesia System",1109624537.7252,525
538,"Helionis Cluster",1761205224.89405,550
538,"Oryn Delta",836260520.226526,290
539,"Bayesia System",1612908609.54839,561
539,"Helionis Cluster",1569517006.89527,532
539,"Oryn Delta",1523771014.94908,440
540,"Bayesia System",1231067458.8262,456
540,"Helionis Cluster",1245700626.92512,566
540,"Oryn Delta",2426020310.65863,385
541,"Bayesia System",1475306945.11073,529
541,"Helionis Cluster",1052165420.50389,508
541,"Oryn Delta",955671802.444201,344
542,"Bayesia System",1515205698.73897,615
542,"Helionis Cluster",1276700618.7664,484
542,"Oryn Delta",1433549883.48586,392
543,"Bayesia System",1527599758.94572,506
543,"Helionis Cluster",1414631036.87564,475
543,"Oryn Delta",1173742407.73497,346
544,"Bayesia System",2132748801.52501,523
544,"Helionis Cluster",2508554593.15429,570
544,"Oryn Delta",752782091.599225,318
545,"Bayesia System",1485044578.46645,474
545,"Helionis Cluster",3002737650.54727,557
545,"Oryn Delta",769405138.704112,291
546,"Bayesia System",1790084847.00078,535
546,"Helionis Cluster",1570767973.38472,563
546,"Oryn Delta",626104746.270017,316
547,"Bayesia System",1404045621.3831,553
547,"Helionis Cluster",1582512995.96215,539
547,"Oryn Delta",1049345049.42344,351
548,"Bayesia System",893007862.846396,510
548,"Helionis Cluster",1948892161.16428,671
548,"Oryn Delta",1733467361.31594,409
549,"Bayesia System",1449127309.42693,476
549,"Helionis Cluster",1193881838.61088,507
549,"Oryn Delta",888769768.652489,340
550,"Bayesia System",1263321087.12404,409
550,"Helionis Cluster",1398909933.70799,585
550,"Oryn Delta",910398658.652218,387
551,"Bayesia System",1391967312.00409,492
551,"Helionis Cluster",2160791792.70937,539
551,"Oryn Delta",1123052333.15487,328
552,"Bayesia System",1259674376.68515,448
552,"Helionis Cluster",1858786249.05222,531
552,"Oryn Delta",742085826.858741,344
553,"Bayesia System",1322271735.05278,446
553,"Helionis Cluster",1353479456.11463,529
553,"Oryn Delta",1169822121.70449,378
554,"Bayesia System",1195174292.98956,444
554,"Helionis Cluster",1272192181.39521,552
554,"Oryn Delta",770730543.21389,323
555,"Bayesia System",2041087401.16633,602
555,"Helionis Cluster",969085842.32239,496
555,"Oryn Delta",1051395659.8056,352
556,"Bayesia System",1420179519.72587,485
556,"Helionis Cluster",1070984816.6989,501
556,"Oryn Delta",978159170.546606,406
557,"Bayesia System",1631835385.24148,488
557,"Helionis Cluster",1079518390.85977,502
557,"Oryn Delta",879914026.672283,337
558,"Bayesia System",999397979.841583,457
558,"Helionis Cluster",1058999977.1472,511
558,"Oryn Delta",1141026326.51927,388
559,"Bayesia System",1393872534.98792,483
559,"Helionis Cluster",1177021838.82925,516
559,"Oryn Delta",1183421809.62972,354
560,"Bayesia System",1028439707.80146,459
560,"Helionis Cluster",1485791493.10705,515
560,"Oryn Delta",786198498.519122,365
561,"Bayesia System",1436750775.25721,577
561,"Helionis Cluster",2041075942.52734,596
561,"Oryn Delta",949943502.294284,401
562,"Bayesia System",1208598366.26589,496
562,"Helionis Cluster",1117048529.83415,507
562,"Oryn Delta",1190443896.26996,340
563,"Bayesia System",1250242149.10855,512
563,"Helionis Cluster",992579076.632407,507
563,"Oryn Delta",1102649736.60163,364
564,"Bayesia System",1714481776.52922,434
564,"Helionis Cluster",1193186864.5375,536
564,"Oryn Delta",899690730.489108,345
565,"Bayesia System",1664079650.55235,450
565,"Helionis Cluster",1590007586.04447,672
565,"Oryn Delta",825643520.511773,374
566,"Bayesia System",998481973.28085,460
566,"Helionis Cluster",1072995272.47821,411
566,"Oryn Delta",1329960448.66636,417
567,"Bayesia System",1645993241.13841,418
567,"Helionis Cluster",1311990982.71311,565
567,"Oryn Delta",1021876825.60214,397
568,"Bayesia System",1284510519.51316,511
568,"Helionis Cluster",999584102.032217,510
568,"Oryn Delta",3533398811.34722,381
569,"Bayesia System",1346474348.63666,506
569,"Helionis Cluster",1536933810.95138,622
569,"Oryn Delta",822387611.235037,331
570,"Bayesia System",1291248111.30184,473
570,"Helionis Cluster",1718168835.77541,627
570,"Oryn Delta",1857744490.15726,339
571,"Bayesia System",1077109157.40826,472
571,"Helionis Cluster",1243942487.20033,479
571,"Oryn Delta",1447545106.44659,364
572,"Bayesia System",1224201478.05169,496
572,"Helionis Cluster",2309219194.13809,550
572,"Oryn Delta",1315438060.58296,327
573,"Bayesia System",1686426226.26451,498
573,"Helionis Cluster",1557242979.85083,605
573,"Oryn Delta",1245409782.1751,385
574,"Bayesia System",1615502313.14314,600
574,"Helionis Cluster",1842125460.60557,576
574,"Oryn Delta",1057010080.78241,319
575,"Bayesia System",1052225962.14658,480
575,"Helionis Cluster",1371229344.70458,551
575,"Oryn Delta",1268327275.4821,349
576,"Bayesia System",1360867861.52479,506
576,"Helionis Cluster",1408514815.66056,477
576,"Oryn Delta",726757941.580251,324
577,"Bayesia System",1473936723.50144,524
577,"Helionis Cluster",1851123014.85293,561
577,"Oryn Delta",826319616.878606,334
578,"Bayesia System",1121583708.22963,505
578,"Helionis Cluster",2423782530.86867,604
578,"Oryn Delta",964016790.665388,345
579,"Bayesia System",1091868192.78584,475
579,"Helionis Cluster",1384429092.3979,509
579,"Oryn Delta",962602869.021632,364
580,"Bayesia System",1415393113.75681,457
580,"Helionis Cluster",2218908105.03965,544
580,"Oryn Delta",1277978914.56075,351
581,"Bayesia System",992076579.961662,447
581,"Helionis Cluster",1887874757.61738,604
581,"Oryn Delta",1092979014.70012,390
582,"Bayesia System",922064527.245813,461
582,"Helionis Cluster",2640119981.5278,557
582,"Oryn Delta",1027991493.11046,353
583,"Bayesia System",1805905074.44131,582
583,"Helionis Cluster",2537039050.56512,585
583,"Oryn Delta",936184862.278748,317
584,"Bayesia System",1542333471.29669,515
584,"Helionis Cluster",1401011821.29503,545
584,"Oryn Delta",1290391151.86193,364
585,"Bayesia System",1354658185.25139,498
585,"Helionis Cluster",1492477378.29924,546
585,"Oryn Delta",872717701.977717,342
586,"Bayesia System",1089823439.81706,409
586,"Helionis Cluster",1724904270.09283,570
586,"Oryn Delta",959778556.227903,422
587,"Bayesia System",2071889367.82636,580
587,"Helionis Cluster",1382096227.25856,546
587,"Oryn Delta",1420980069.28568,369
588,"Bayesia System",1418081402.71102,501
588,"Helionis Cluster",2626877086.94935,626
588,"Oryn Delta",1170156808.70128,364
589,"Bayesia System",986631877.930929,546
589,"Helionis Cluster",1522970576.8291,572
589,"Oryn Delta",1038162747.14006,422
590,"Bayesia System",1486433809.44909,567
590,"Helionis Cluster",1700018067.56854,568
590,"Oryn Delta",1132902779.63155,412
591,"Bayesia System",1009479488.18291,477
591,"Helionis Cluster",1222787011.99599,525
591,"Oryn Delta",792977666.896406,332
592,"Bayesia System",2374988556.15265,601
592,"Helionis Cluster",1315615451.37468,557
592,"Oryn Delta",1486252245.67761,374
593,"Bayesia System",1298360764.84858,481
593,"Helionis Cluster",1747703226.28529,556
593,"Oryn Delta",1087240444.49878,377
594,"Bayesia System",1387536116.92598,512
594,"Helionis Cluster",2284682435.85971,563
594,"Oryn Delta",1574801647.81875,381
595,"Bayesia System",1320507406.0772,534
595,"Helionis Cluster",2040921242.96962,610
595,"Oryn Delta",1059832896.19499,392
596,"Bayesia System",1379032642.88761,544
596,"Helionis Cluster",1639351989.41778,557
596,"Oryn Delta",1552289868.44131,400
597,"Bayesia System",1369409327.85752,502
597,"Helionis Cluster",2218102898.55168,643
597,"Oryn Delta",847601689.457877,380
598,"Bayesia System",1507613865.32262,457
598,"Helionis Cluster",1051727893.69189,463
598,"Oryn Delta",892511801.69572,327
599,"Bayesia System",1433507301.40844,532
599,"Helionis Cluster",2323529891.00918,527
599,"Oryn Delta",849013077.822561,352
600,"Bayesia System",1432222978.40582,530
600,"Helionis Cluster",1658056963.79711,488
600,"Oryn Delta",827179322.859197,325
601,"Bayesia System",1062151642.50267,498
601,"Helionis Cluster",1400156508.37532,425
601,"Oryn Delta",1214102711.26837,399
602,"Bayesia System",1192468598.01914,505
602,"Helionis Cluster",1682187680.26415,587
602,"Oryn Delta",1167396627.09139,396
603,"Bayesia System",1210833605.40242,451
603,"Helionis Cluster",1828994635.57949,560
603,"Oryn Delta",562844912.792158,364
604,"Bayesia System",1440142148.44208,543
604,"Helionis Cluster",1961546822.33844,545
604,"Oryn Delta",1074904064.41345,370
605,"Bayesia System",1383416067.93092,474
605,"Helionis Cluster",1287222188.4592,513
605,"Oryn Delta",1658725588.88422,380
606,"Bayesia System",1331317524.84344,512
606,"Helionis Cluster",1345583272.95884,490
606,"Oryn Delta",1648254707.27509,363
607,"Bayesia System",1517935184.71369,562
607,"Helionis Cluster",1352550490.6032,599
607,"Oryn Delta",643813040.336776,375
608,"Bayesia System",916481317.029986,462
608,"Helionis Cluster",1201361382.78793,613
608,"Oryn Delta",1379173346.7188,360
609,"Bayesia System",1452315451.72603,544
609,"Helionis Cluster",1967798969.8639,601
609,"Oryn Delta",940252274.26709,372
610,"Bayesia System",1346823846.10594,547
610,"Helionis Cluster",1184053204.27437,524
610,"Oryn Delta",763903759.199824,330
611,"Bayesia System",1266631331.29175,512
611,"Helionis Cluster",1179331935.90488,500
611,"Oryn Delta",944741749.341315,354
612,"Bayesia System",1435493032.2331,513
612,"Helionis Cluster",1745534504.4723,515
612,"Oryn Delta",774015946.133227,403
613,"Bayesia System",1401764912.41657,509
613,"Helionis Cluster",1495885039.89984,616
613,"Oryn Delta",661688544.833798,373
614,"Bayesia System",1575249201.26852,492
614,"Helionis Cluster",1233947129.17511,514
614,"Oryn Delta",1081655798.48681,430
615,"Bayesia System",1464517097.69406,479
615,"Helionis Cluster",1704391743.69257,522
615,"Oryn Delta",884682968.631733,339
616,"Bayesia System",1257121043.85941,429
616,"Helionis Cluster",1089776151.89236,473
616,"Oryn Delta",1217658325.45113,351
617,"Bayesia System",1116619592.72559,537
617,"Helionis Cluster",1418634457.52982,563
617,"Oryn Delta",698781225.469467,345
618,"Bayesia System",1054327200.2016,486
618,"Helionis Cluster",1558244121.54615,426
618,"Oryn Delta",1654295878.4633,383
619,"Bayesia System",1850965833.83553,497
619,"Helionis Cluster",1289909724.06917,549
619,"Oryn Delta",622698976.937533,325
620,"Bayesia System",1965810078.81387,497
620,"Helionis Cluster",1476737439.82111,444
620,"Oryn Delta",800793660.219283,339
621,"Bayesia System",1527249454.36876,523
621,"Helionis Cluster",1967316443.76646,508
621,"Oryn Delta",772991778.331976,323
622,"Bayesia System",1337875653.90306,523
622,"Helionis Cluster",1484396589.98508,563
622,"Oryn Delta",1109483351.20554,354
623,"Bayesia System",1372229938.39813,528
623,"Helionis Cluster",4839886607.21755,587
623,"Oryn Delta",1400172579.74198,380
